Sanskrit|English|Hindi
५००० कोटि रूप्यकाणां युद्धोपकरणानि।|5000 crore war equipment.|5000 करोड़ का युद्ध उपकरण।
युक्रैनाय  ब्रिट्टणस्य सैनिकसाहाय्यम्।|British military aid to Ukraine.| यूक्रेन को ब्रिटिश सैन्य सहायता।
युक्रैनस्य साहायकः ब्रिट्टणः २०२२ फेब्रुवरिमासतः लक्षं कोटि रूप्यकाणां (महापद्मम्, १०००००००००००) साहाय्यं कृतम् इत्यस्ति ब्रिट्टणस्य विधानसभायाः गणना।|The British Assembly has calculated that Ukraine's helper Brtain has donated Rs 1 lakh crore since February.|ब्रिटिश असेंबली ने गणना की है कि युक्राई के सहायक ने फरवरी से अब तक एक लाख करोड रुपये का दान दिया है।
विनाविलम्बं ५०० दशलक्षं पैण्ड् मूल्ययुतानि युद्धोपकरणानि प्रदातुं निश्चितं इति उक्रेनस्य राष्ट्रपतिना व्लाडिमिर् सेलन्स्किना उक्तम्॥|Without delay, Ukrainian President Vladimir Selensky has said that the country is ready to deliver military equipment worth 500 million pounds.|बिना देर किए यूक्रेन के राष्ट्रपति व्लादिमीर सेलेंस्की ने कहा है कि देश 500 मिलियन पाउंड के सैन्य उपकरण देने के लिए तैयार है।
धारावाहिकं गीताप्रश्नोत्तरम् - ३९||
अर्जुनः - भगवन्! एतत् तु सत्यमेव यत् कार्पासेन निर्मितवस्तु कार्पासमयं हि भवति इति, परन्तु भवान् जगन्मयः अस्ति इति चेदहं कथं जानीयाम्?||
श्रीकृष्णः - हे पार्थ! अहं हि सर्वम् अस्मि इति त्वं जानीहि।||
पश्य, वारिषु अहं रसः अस्मि, सूर्ये, चन्द्रमसि चाहं प्रकाशः अस्मि।||
सर्वेषु वेदेषु अहं प्रणवः, अर्थात् ओङ्कारः अस्मि, आकाशे च शब्दः अस्मि।||
मनुष्येषु स्थितं पौरुषम् अहमेव अस्मि।||
भूमौ स्थितः पुण्यगन्धः अहमेव अस्मि।||
एवमेव पावके तेजः, सर्वेषु भूतेषु जीवनशक्तिः च अस्म्यहम्।||
तपस्विषु तपश्चर्या, सर्वभूतानां सनातनं बीजं च मामेव विद्धि।||
एवञ्च बुद्धिमतां बुद्धिः, तेजस्विनां तेजः च अहमेव स्याम्, बलवतां कामरागादिभिः रहितं बलं, तथैव मनुष्येषु धर्मयुक्तः कामः अपि अहमेव वर्ते।||
अर्जुन! किमधिकं, ये सात्त्विकाः, राजसाः, तामसाः च यावन्तः भावाः सन्ति, ते सर्वे मद्द्वारा हि जायन्ते इति त्वं जानीहि।||
तथापि अहं तेषु, ते च मयि न सन्ति, अर्थात् तेभ्यः अहं सर्वथा अतीतः, निर्लिप्तः वा वर्ते।||
अर्जुनः - भगवन्! यदि भवान् तादृशः एव वर्तते, तर्हि मनुष्याः सर्वे भवन्तम् एवं कस्मात् हेतोः न अवगच्छेयुः?||
श्रीकृष्णः - एते सर्वे मनुष्याः स्वाभाविकतया हि सत्त्वं, रजः, तमः चेति त्रिभिर्गुणैः मोहिताः भवन्ति, अर्थात् सांसारिकविषयेषु एव  आसक्ताः, आशाबद्धाः च तिष्ठन्ति।||
तेनैव कारणेन ते परमव्ययम्, अविनाशिनं वा मां न अवगच्छन्ति।||
अर्जुनः - तत्पुनः के भवन्तम् अवगच्छन्ति?||
श्रीकृष्णः - अर्जुन! एतैः त्रिभिर्गुणैः युक्ता मदीया माया तरितुं प्रायः न शक्यते, इयम् अत्यन्तं दुष्करा अस्ति।||
परन्तु ये अस्याः मायायाः पराङ्मुखाः सन्तः केवलं मामेव प्रपद्यन्ते, ते मत्कृपया मायाम् एतां तरन्ति, अथवा मम सुष्ठु ज्ञातरः भवन्ति ते इति।||
(गीता - ७/८-१४)||
सन्नद्ध-सिंह-स्कन्धस्थां स्वर्ण-वर्णां मनोरमाम् पूर्ण-इन्दु-वदनां दुर्गां वर्णयामि गुणार्णवाम्॥|I describe the ocean of virtues, the golden-colored, beautiful, who has a face like a full moon, Devi Durgā, situated on the shoulder of an armed lion.|मैं गुणों की सागर, सुनहरे रंग की, सुंदर, पूर्णिमा के चंद्रमा के समान मुख वाली, सशस्त्र सिंह के कंधे पर स्थित देवी दुर्गा का वर्णन करता हूं।
वरः मदिरां न पिबति।The groom does not drink alcohol.|दुल्हा मदिरा नहीं पीता।
सः मत् उद्धारं स्वीकृत्य पलायितः।|He took credit from me and fled.|वह मुझसे उधार लेकर भाग गया।
रात्रौ अत्र न आगन्तव्यं त्वया।|You should not come here at night.|तुम्हें रात्रि में यहाँ नहीं आना चाहिए।
एवं मा कुरु पुत्र।|Son, do not do like this.|बेटा, ऐसा मत करो।
सः वानरः इव दृश्यते।|He looks like a monkey.|वह बंदर जैसा दिखता है।
तव पुत्री इव कन्या न दृष्टा मया।|I have not seen a girl like your daughter.|मैंने तुम्हारी बेटी के समान कन्या नहीं देखी।
न अहं धनवान् अस्मि।|I am not wealthy.|मैं धनवान् नहीं हूँ।
कपोतः किमपि वक्तुम् इच्छति।|The pigeon wants to say something.|कबूतर कुछ कहना चाहता है।
तात अहम् अद्य हंसम् अदर्शम्।|Father, I saw a swan today.|पिताजी, मैंने आज हंस देखा।
हनुमान् समुद्रं विलङ्घ्य लङ्कां प्रविष्टः।|Hanuman crossed the ocean and entered Lanka.|हनुमान् जी ने समुद्र को लांघकर लंका में प्रविष्ट हुए।
अमृतं दुर्लभं नॄणां देवानाम् उदकं तथा पितॄणां दुर्लभः पुत्रः तक्रं शक्रस्य दुर्लभम्॥|Nectar is rare for humans, water (given through mantras) is rare for gods, tarpan is rare for ancestors, and buttermilk is rare for Indra.|मनुष्यों के लिये अमृत दुर्लभ है, देवताओं के लिए (मंत्रों से दिया गया) जल दुर्लभ है, पितरों के लिए तर्पण दुर्लभ है, और इंद्रा के लिए छाछ दुर्लभ है।
मनुष्येभ्यः अमृतं देवेभ्यः जलं (मन्त्रितं) पितृभ्यः तर्पणे जलं दद्यात् तादृशः पुत्रः इन्द्राय च तक्रं (यतः तस्मै दधि एव समर्प्यते) दुर्लभं भवति।|It is difficult to obtain nectar for humans, water (given through mantras) for gods, children for ancestors (water obtained through tarpan) and buttermilk for Indra (to whom only curd is offered).|मनुष्यों के लिए अमृत, देवताओं के लिए (मंत्रों से दिया गया) जल, पितरों (तर्पण से मिलने वाले जल की प्राप्ति) के लिए संतान व इंद्र के लिए छाछ (जिन्हें केवल दही अर्पित होता है) प्राप्त करना कठिन है।
