Sanskrit|English|Hindi
रजकः मम वस्त्राणि नयति।|The washerman takes away my clothes.|धोबी मेरे कपड़े लेकर जाता है।
मम पिता मां पाठशालायाः आनयति।|My father brings me from school.|मेरे पिता मुझे पाठशाला से लेकर आते हैं।
तव स्कन्धे कृमिः सरति।|An insect crawls on your shoulder.|तेरे कंधे पर कीड़ा रेंगता है।
त्वं लक्ष्मणपुरं किमर्थं गच्छति।|Why are you going to Lucknow?|तुम लखनऊ क्यों जा रहे हो?
पशुशालायां व्याघ्रः अस्ति।|There is a tiger in the zoo.|चिड़ियाघर में एक बाघ है।
सा मत्स्येभ्यः अन्नं क्षिपति।|She feeds the fish.|वह मछलियों को खाना डालती है।
तव मातुः नाम विद्या नास्ति।|Your mother's name isn't Vidya.|तेरी माँ का नाम विद्या नहीं है।
तव हस्ते कङ्कणं बहु शोभते।|The bangle suits your hand very much.|तेरे हाथ पर कंगन शोभते हैं।
मम भ्रातुः हस्ते दण्डः अस्ति।|There is a stick in my brother's hand.|मेरे भाई के हाथ में डंडा है।
कथम् इदं कार्यं क्रियते‌।|How is this work done?|यह काम कैसे किया‌ जाता है?
लोकसभानिर्वाचनम् - तत्कालीननिरीक्षणाय २००० छायाग्राहिकाः सज्जीकृताः।|Lok Sabha elections - 2000 CCTV cameras prepared for immediate monitoring.|लोकसभा चुनाव- तत्काल निगरानी के लिए 2000 सीसीटीवी कैमरे तैयार।
तिरुवनन्तपुरम्> लोकसभानिर्वाचनं पुरस्कृत्य विपुलाः निरीक्षणसुविधाः सज्जीकृताः।|THIRUVANANTHAPURAM> Ample inspection facilities have been prepared ahead of the Lok Sabha elections.|तिरुवनंतपुरम> लोकसभा चुनाव से पहले पर्याप्त निरीक्षण सुविधाएं तैयार की गई हैं।
तदर्थं २,२१२ छायाग्राहिकाः सज्जीकृत्य तत्कालीननिरीक्षणं प्रचलत् अस्ति इति मुख्यनिर्वाचकाधिकारिणा सञ्जय् कौल् महोदयेन आवेदितम्।|A total of 2,212 photographers have been prepared and immediate inspection is underway, Chief Returning Officer Sanjay Kaul said.|मुख्य रिटर्निंग अधिकारी संजय कौल ने कहा कि कुल 2,212 सीसीटीवी कैमरे तैयार किए गए हैं और तत्काल निरीक्षण चल रहा है।
निर्वाचनं संबन्ध्य ये व्याजवार्ताः प्रचरिष्यन्ति तेषामुपरि कठिनप्रक्रमाः स्वीकरिष्यन्ति इति महोदयेन सूचितमस्ति।|He has indicated that strict action will be taken against those spreading fake news related to elections.|उन्होंने संकेत दिया है कि चुनाव से जुड़ी फ़र्ज़ी खबरें प्रसारित करने वालों के खिलाफ सख्त कदम उठाए जाएंगे।
अकस्मात् यदा अनुचित्रग्राहकः उद्घाट्यते।|Suddenly, the front camera opened.|अचानक फ्रंट कैमरा खुल गया है।
सागरः अपि अतियाद् वेलाम्।|The Ocean may cross its shore.|सागर अपने किनारे को पार कर सकता है।
मन्दरः प्रचलेत् अपि।|The Mandara mountain may move.|मंदरा पर्वत हिल सकता है।
न जाम्बवन्तं समरे कम्पयेत् अरिवाहिनी।|The enemy troops can't shake up Jambavaan in the war.|युद्ध में शत्रु सेना जाम्बवान को हिला नहीं सकती।
कुत्र अहम् अस्मि कुत्र गमिष्यामि कः अस्मि अस्मिन् संसारे किमर्थम् आगतः कस्मै च किमर्थं शोकं कुर्याम् इति सदा विवेकिना विचिन्त्यं भवति।|A wise man should always think in his mind that "Where am I?, Where will I go?, Who am I?, Why have I come into this world? And why should I mourn whom?"|विवेकी पुरुष को सदैव अपने मन में यह विचार करना चाहिए कि "मैं कहां हूं?, कहां जाऊंगा?, मैं कौन हूं?, इस संसार में किसलिए आया हूं? और किसलिए किसका शोक करूं।
क्व असे क्व च गमिष्यामि कः नु अहं किम् इह आस्थितः कस्मात् किम् अनुशोचेयम् इति एवं स्थापयेत् मनः।|You should think in your mind that "Where am I?, Where will I go?, Who am I?, Why have I come into this world? And why should I mourn whom?"|अपने मन में यह विचार करना चाहिए कि "मैं कहां हूं?, कहां जाऊंगा?, मैं कौन हूं?, इस संसार में किसलिए आया हूं? और किसलिए किसका शोक करूं।
नूनं त्वं भगवान् साक्षात् हरिः नारायणः अव्ययः।|You are certainly the invariable Lord Nārāyaṇa, Śrī Hari himself.|आप निश्चय ही अटल भगवान नारायण, स्वयं श्रीहरि हैं।
अनुग्रहाय भूतानां धत्से रूपं जल-ओकसाम्।|It is for the favour of living entities that You have now assumed the form of an aquatic being.|जीवों के उपकार के लिए ही आपने अब जलचर का रूप धारण किया है।
प्रधानाध्यापकः दर्पकः अस्ति।|The principal is arrogant.|प्रधानाध्यापक घमंडी है।
राजा मुनिं सेवते।|The king serves the sage.|राजा मुनि की सेवा करता है।
ग्रीष्मकाले शीतलं खाद्यते।|Cool food is eaten in summer.|गर्मियों में ठंडा खाया जाता है।
तव गृहे द्वौ अश्वौ स्तः।|There are two horses in your house.|तेरे घर में दो घोड़े हैं।
एकः गजः मम मित्रम् अस्ति।|An elephant is my friend.|एक हाथी मेरा दोस्त है।
दम्पती यज्ञं यजतः।|The couple performs a sacrifice.|दम्पती यज्ञ करते हैं।
क्रूरः वानरान् ताडयति।|The cruel man beats the monkeys.|क्रूर पुरुष बंदरों को मारता है।
शुनकाः वृद्धम् धावयन्ति।|The dogs chase the old man.|कुत्ते बूढ़े आदमी को दौड़ाते हैं।
शिक्षणसंस्थानेषु बहुधनं याच्यते।|A lot of money is demanded in educational institutions.|शिक्षा संस्थानों में बहुत पैसा मांगा जाता है।
पुरा विद्यादानं व्यापारः न आसीत्।|Imparting Education was not a business in old times.|पहले विद्या का दान व्यापार नहीं था।
बिन्दुशः शनैः शनैः घटः अपि पूर्णः भवति तथैव सर्वाः विद्याः धनं धर्मश्च क्रमेणैव पूर्णाः भवन्ति।|With each drop of water, the pot (vessel) gradually gets filled. Similarly, knowledge, dharma (punya, virtuous deeds) and wealth are acquired.|पानी की एक-एक बूंद से घड़ा (बर्तन) धीरे-धीरे भर जाता है। इसी प्रकार ज्ञान, धर्म (पुण्य, पुण्य कर्म) और धन की प्राप्ति होती है।
जल-बिन्दु-निपातेन क्रमशः पूर्यते घटः सः हेतुः सर्व-विद्यानां धर्मस्य च धनस्य च।|With each drop of water, the pot (vessel) gradually gets filled. Similarly, knowledge, dharma (punya, virtuous deeds) and wealth are acquired.|पानी की एक-एक बूंद से घड़ा (बर्तन) धीरे-धीरे भर जाता है। इसी प्रकार ज्ञान, धर्म (पुण्य, पुण्य कर्म) और धन की प्राप्ति होती है।
