Sanskrit|English|Hindi
यत्-आज्ञया भूः जल-मध्य-संस्था|By Whose command, the Earth is situated in the middle of water;|जिनकी आज्ञा से पृथ्वी जल के मध्य में स्थित है
यत्-आज्ञया अपः प्रवहन्ति नद्यः सीमां सदा रक्षति वै समुद्रः|By Whose command, the water of the river flows and the sea is restricted in its limits.|जिनकी आज्ञा से नदी का जल बहता है और समुद्र अपनी सीमा में बंध जाता है। 
तम् एकदन्तं शरणं व्रजामः॥|We seek refuge in that one-toothed (Shri Ganesha).|हम उस एकदंत (श्री गणेश) की शरण लेते हैं।
गुरु-शुश्रुषया विद्या|Knowledge by the service to the teacher|गुरु की सेवा से ज्ञान प्राप्त होता है
पुष्कलेन धनेन वा|or with abundant wealth|या प्रचुर धन के साथ
अथ वा विद्यया विद्या|or knowledge by knowledge|या ज्ञान द्वारा ज्ञान
चतुर्थः न उपलभ्यते|The fourth (path) is not available|चौथा (मार्ग) उपलब्ध नहीं है
केरलम्-त्रिश्शिवपेरूरु> प्रसिद्धः संस्कृतपण्डितः अनुवादकारः पत्रकारः तथा संस्कृताध्यापकश्चासीत् श्री अशोकन् पुरनाट्टुकरा महोदयः।|Kerala-Trishivaperuru> Mr. Ashokan Puranattukara was a renowned Sanskrit scholar, translator, journalist and Sanskrit teacher.|केरल-त्रिशिवपेरु> श्री अशोकन पुराणट्टुकरा एक प्रसिद्ध संस्कृत विद्वान, अनुवादक, पत्रकार और संस्कृत शिक्षक थे।
तस्य स्मरणार्थं समायोजितः पुरस्कारः भवति 'भारतमुद्रा'।|The award instituted in his memory is the 'Bharat Mudra'.|उनकी स्मृति में समायोजित पुरस्कार 'भारत मुद्रा' है।
अस्मिन् संवत्सरे पुरस्कारोऽयं डा टि श्रीकुमाराय समर्प्यते।|This year, the award is dedicated to Dr. T. Srikumara.|इस वर्ष यह पुरस्कार डॉ. टी. श्रीकुमार को समर्पित है।
