Sanskrit|English|Hindi
सङ्घलोकसेवा-परिणामः प्रकाशितः।|The results of the Union Public Service have been published.|यूपीएससी के नतीजे प्रकाशित हो चुके हैं।
नवदिल्ली> संघ-लोक-सेवा-आयोगेन गत-वर्षस्य नागरिक-सेवा-परीक्षायाः अंतिमः परिणामः घोषितः अस्ति।|New Delhi> The Union Public Service Commission (UPSC) has declared the final results of last year's Civil Services Examination.|नई दिल्ली> यूपीएससी ने पिछले साल की सिविल सेवा परीक्षा के अंतिम नतीजे घोषित कर दिए हैं।
आदित्य-श्रीवास्तवेन परीक्षायां शीर्षस्थानम् अधिगतम् अस्ति।|Aditya-Srivastava has topped the examination.|परीक्षा में आदित्य-श्रीवास्तव ने टॉप किया है।
अनिमेष-प्रधानेन द्वितीयं, डोनुरु-अनन्या-रेड्डी इत्यनया च तृतीय-स्थानम् अधिगतम्।|Animesh Pradhan came second and Donuru Ananya Reddy came third.|अनिमेष प्रधान दूसरे और डोनुरु अनन्या रेड्डी तीसरे स्थान पर रहे।
आयोग-द्वारा नियुक्ति-कृते आहत्य षोडशोत्तर-एकसहस्र-अभ्यर्थिनः अनुशंसिताः सन्ति।|1016 candidates have been recommended for appointment by the Commission.|आयोग द्वारा नियुक्ति के लिए एक हजार सोलह अभ्यर्थियों की अनुशंसा की गयी है।
सा रक्तं वस्त्रं धारयति।|She wears a red dress.|वह लाल वस्त्र पहनती है।
एवं कृत्वा पापम् अवाप्स्यसि।|By doing so, you will obtain a sin.|ऐसा करके तुम पाप प्राप्त करोगे।
अहं न मूढः मित्र।|I am not foolish, friend.|हे मित्र मैं मूर्ख नहीं हूँ।
नवीनः कुत्र गतः।|Where did Naveen go?|नवीन कहाँ गया?
तव नाम वद वत्स।|Tell your name, my dear child.|तुम्हारा नाम बताओ, वत्स।
प्रतिदिनं सन्ध्यावन्दनं करोमि।|I perform evening prayers every day.|मैं प्रतिदिन सन्ध्यावन्दन करता हूँ।
अयं कियता जलेन स्नाति।|How much water does he use to bathe?|वह कितने पानी से नहाता है।
तव पुत्रः मूकः अस्ति किम्।|Is your son mute?|क्या तुम्हारे बेटे गूँगा है?
एष मयूरः अतिसुन्दरो वर्तते।|This peacock is very beautiful.|यह मोर बहुत सुंदरत है।
सः ऋषिः कदापि न वक्ति।|That sage never speaks.|वह ऋषि कभी नहीं बोलता।
उन्नमति अकाल-दुर्दिनम्।|There is a sudden shower of rain at the wrong time.|कुसमय में अचानक वर्षा की झडी लगी है।
विंशतिपदं गत्वा।|By walking twenty steps.|बीस कदम चलकर।
माम् अकृतश्रमं मा वदन्तु हे विद्विषः।|Oh my haters, don't say that I haven't done hard work.|अरे मेरे नफरत करने वालों, ये मत कहना कि मैंने मेहनत नहीं की।
महा-मेघ-काली सुरक्ता अपि शुभ्रा कदाचिद् विचित्र-आकृतिः योगमाया न बाला न वृद्धा न काम-आतुरा अपि स्वरूपं त्वदीयं न विन्दन्ति देवाः॥|One who is black like a great cloud, who is radiant even while being crimson (with blood). Sometimes, She appears in a strange form like the illusionary force of yoga. Not child, not old, not even lustful; The gods do not find Thy form.|जो विशाल बादल के समान काला है, जो रक्तिम (रक्त से युक्त) होते हुए भी दीप्तिमान है। कभी-कभी वह योग की मायावी शक्ति के समान विचित्र रूप में प्रकट हो जाती है। बच्चा नहीं, बूढ़ा नहीं, कामी भी नहीं; देवता आपके स्वरूप को नहीं पाते।
महल्लकः|Mansion|महल
महल्लकः|Old|वृद्ध
अवधीरितपुत्रदारवित्तो मनुष्यः|A man deprived of sons and wives and wealth|पुत्र, पत्नी और धन से वंचित व्यक्ति
पटच्चरः|thief|तस्करः
पटच्चरः|thief|चौरः
पटच्चरः|thief|स्तेनः 
पटच्चरम्|torn clothes|जीर्ण वस्त्र
