Sanskrit|English|Hindi
इन्दोनेष्याराष्ट्रे जक्कार्तायां भूचलनम्।|Earthquake in Jakarta, Indonesia.|इंडोनेशिया के जकार्ता में भूकंप।
तीव्रता ६.२।|Intensity 6.2.|तीव्रता 6.2।
जक्कार्ता> जक्कार्तायां भूचलनम् अभवत्।||
रिक्टर् मापिकायां भूचलनस्य तीव्रता ६.२ इति अङ्कितम् इति ए एन् ऐ वार्तासंस्थया प्रतिवेदितम् अस्ति।
संस्कृतं दिव्यत्वस्य भाषा अस्ति तथा च अस्माकं आध्यात्मिकविकासे पवित्रसेतुरूपेण कार्यं करोति - वी.पी.जगदीप धनखड।|Sanskrit is the language of divinity and serves as a sacred bridge in our spiritual evolution - VP Jagdeep Dhankhad.|संस्कृत देवत्व की भाषा है और हमारे आध्यात्मिक विकास में एक पवित्र पुल के रूप में कार्य करती है - वीपी जगदीप धनखड़।
उपराष्ट्रपतिः जगदीपधनखड: उक्तवान् यत् संस्कृतं दिव्यत्वस्य भाषा अस्ति, अस्माकं आध्यात्मिकतायाः अनुसन्धानस्य, दिव्येन सह सम्बद्धतायाः अन्वेषणस्य च पवित्रसेतुरूपेण कार्यं करोति।|Vice President Jagdeep Dhankhad said that Sanskrit is the language of divinity and serves as a sacred bridge for our pursuit of spirituality and search for connection with the divine.|उपराष्ट्रपति जगदीप धनखड़ ने कहा कि संस्कृत देवत्व की भाषा है और हमारी आध्यात्मिकता की खोज और परमात्मा के साथ संबंध की खोज के लिए एक पवित्र पुल के रूप में कार्य करती है।
शुक्रवासरे तिरुपतिनगरे राष्ट्रियसंस्कृतविश्वविद्यालयस्य तृतीयं दीक्षांतसमारोहं सम्बोधयन् सः अवदत् यत् संस्कृतं मानवसभ्यतायाः चक्रवाते सांस्कृतिकं लङ्गरम् इति वर्णितवान्।|Addressing the third convocation of the National Sanskrit University in Tirupati on Friday, he said he described Sanskrit as a cultural anchor in the whirlwind of human civilization.|शुक्रवार को तिरूपति में राष्ट्रीय संस्कृत विश्वविद्यालय के तीसरे दीक्षांत समारोह को संबोधित करते हुए उन्होंने कहा कि उन्होंने संस्कृत को मानव सभ्यता के बवंडर में एक सांस्कृतिक लंगर के रूप में वर्णित किया।
भारतीयज्ञानव्यवस्थायाः पुनरुत्थाने प्रसारणे च राष्ट्रियसंस्कृतविश्वविद्यालयादिसंस्थानां भूमिकायां बलं दत्त्वा उपराष्ट्रपतिः अभिनवपाठ्यक्रमानाम् विकासाय, अन्तरविषयसंशोधनस्य पोषणाय च आह्वानं कृतवान्, येन संस्कृतस्य समृद्धपरम्परायाः आधुनिकशैक्षणिक-आवश्यकतानां च मध्ये अन्तरं पूरयितुं शक्यते।|Stressing the role of institutions like National Sanskrit University in reviving and disseminating the Indian knowledge system, the Vice President called for developing innovative curricula and fostering interdisciplinary research to bridge the gap between the rich tradition of Sanskrit and modern academic needs.|भारतीय ज्ञान प्रणाली को पुनर्जीवित करने और प्रसारित करने में राष्ट्रीय संस्कृत विश्वविद्यालय जैसे संस्थानों की भूमिका पर जोर देते हुए, उपराष्ट्रपति ने संस्कृत की समृद्ध परंपरा और आधुनिक शैक्षणिक आवश्यकताओं के बीच अंतर को पाठन के लिए नवीन पाठ्यक्रम विकसित करने और अंतःविषय अनुसंधान को बढ़ावा देने का आह्वान किया।
धारावाहिकं गीताप्रश्नोत्तरम् - ४१||
अर्जुनः - प्रेमिभक्तसदृशाः अन्ये भक्ताः न सन्ति इत्यत्र किं कारणं भगवन्?
