Sanskrit|English|Hindi
*श्रीरामायणकथा, उत्तरकाण्डम्!*|Shri ramayana katha, uttarakanda|*श्रीरामायणकथा, उत्तरकाण्ड!*
(षष्ठः सर्गः)|(Sixth Sarga)|(सर्ग 6)
रावणकुम्भकर्णविभीषणानां तपस्या।|The austerities of Ravana, Kumbhakarna and Vibhishana.|रावण, कुम्भकर्ण और विभीषण की तपस्या।
ततः रामचन्द्रः मुनिम् अगस्त्यम् अब्रवीत् ब्रह्मन्!|Then Ramachandra said to the sage Agastya, O Brahman!|तब रामचन्द्र ने अगस्त्य मुनि से कहा, हे ब्राह्मण!
ते महाबलाः भ्रातरः तदा वने कथं कीदृशं च तपः समाचरन् कृपया तन्मे ब्रूहि।|Please tell me how and what kind of austerities those mighty brothers were performing in the forest|कृपया मुझे बतायें कि वे पराक्रमी भाई वन में कैसी और कैसी तपस्या कर रहे थे।
महामुनिः अगस्त्यः तदा सुप्रीतमानसं रामम् अब्रवीत् हे राम!|The great sage Agastya then said to Rama, who was very pleasing, O Rama!|तब महर्षि अगस्त्य ने अत्यंत प्रसन्न बहुत प्रिय मन वाले राम से कहा, हे राम!
तदा ते भ्रातरः धर्मविधीं समाविशन्।|Then the brothers entered into the ritual of righteousness.|तब भाइयों ने धर्म के अनुष्ठान में प्रवेश किया।
कुम्भकर्णः तु नित्यं धर्मपथे स्थितः अवर्तत।|Kumbhakarna, however, always stood firm on the path of righteousness.|हालाँकि कुम्भकर्ण सदैव धर्म के मार्ग पर अडिग रहा।
सः तु ग्रीष्मकाले पञ्चाग्नीन् परितः स्थितः भवति स्म शीतकाले च जलमध्ये स्थितः भवति स्म।|He would stand around the five fires in summer and in the water in winter.|वह गर्मियों में पांच अग्नि के चारों ओर और सर्दियों में पानी में खड़ा रहता था।
इत्येवं तस्य दशानां वर्षसहस्राणि व्यतीतानि अभवन्।|Thus this state of his lasted a thousand years.|इस प्रकार उसकी यह अवस्था एक हजार वर्ष तक चली।
नित्यं धर्मपरः धर्मात्मा विभीषणः पञ्चवर्षसहस्राणि एकेन पदेन स्थितः आसीत्।|The righteous Vibhishana, who was always devoted to righteousness, stood on one foot for five thousand years.|सदैव धर्म के प्रति समर्पित रहने वाले धर्मात्मा विभीषण पांच हजार वर्षों तक एक पैर पर खड़े रहे।
तस्मिन् समाप्ते नियमे स्वर्गे अप्सरसः नृत्यम् अकुर्वन्, देवाः पुष्पवर्षम् अपातयन्।|When the austerities concluded, the nymphs danced in heaven and the gods showered flowers.|जब तपस्या समाप्त हुई, तो अप्सराओं ने स्वर्ग में नृत्य किया और देवताओं ने फूलों की वर्षा की।
पुनः सः विभीषणः पञ्चवर्षसहस्राणि सूर्यस्य आराधनम् अकरोत्।|Again that Vibhishana worshiped the sun for five thousand years.|फिर उस विभीषण ने पांच हजार वर्ष तक सूर्य की आराधना की।
दशग्रीवः तु निराहारः सन् दशवर्षसहस्राणि तपः समाचरत्।|The ten-necked Ravana fasted and performed austerities for ten thousand years|दस गर्दन वाले रावण ने दस हजार वर्षों तक उपवास और तपस्या की।
