Sanskrit|English|Hindi
आक्षेपवचनं तस्य न वक्तव्यं कदाचन। अनुकूलं प्रियं च अस्य वक्तव्यं जन-संसदि।।|Whatever the situation, one should never say harsh words that insult anyone. Even in public meetings, one should always say things that are pleasing to others as per the situation.|स्थिति चाहे कैसी भी हो, किसी को अपमानित करने वाले कटु शब्द कभी भी नहीं कहने चाहिए। जनसभाओं में भी सदैव परिस्थिति के अनुकूल दूसरों को प्रिय लगने वाली बातें ही कहनी चाहिए।
फ्लोरिडा> विश्वक्रिकट् क्षेत्रे शक्तं दलद्वयं 'सूपर् ८' इति द्वितीयं चरणमदृष्ट्वा बहिर्गतम्।|Florida> Two of the strongest teams in the world cricket scene have been eliminated from the second round of the Super.|फ्लोरिडा> विश्व क्रिकेट परिदृश्य की दो सबसे मजबूत टीमें सुपर के दूसरे दौर से बाहर हो गई हैं।
ए संघात् भारतेन सह यू एस् दलः 'सूपर् ८' चरणं प्रविष्टः।|The US team entered the Super 8 stage with India from group A.|अमेरिकी टीम ग्रुप ए से भारत के साथ सुपर 8 चरण में प्रवेश कर गई।
भारतं, यू एस् दलौ विरुध्य पराजितः पाकिस्थानदलः किरीटप्रतीक्षया आगतः अपि निराशया प्रतिनिवर्तते।|Pakistan, who lost against India and the US team, came back disappointed despite waiting for the crown.|भारत और अमेरिकी टीम से हारा पाकिस्तान ताज का इंतजार करने के बावजूद निराश होकर लौटा।
सि संघे अन्तर्भूतः न्यूसिलान्टः स्पर्धाद्वये अवशिष्टे अपि अङ्कपट्टिकायां द्वितीयस्थानं प्राप्तुं न शक्यते।|New Zealand, which is in the C group, is unlikely to finish second on the points table with two events remaining.|न्यूजीलैंड, जो सी ग्रुप में है, के दो इवेंट शेष रहने के साथ अंक तालिका में दूसरे स्थान पर आने की संभावना नहीं है।
तत्स्थाने अफ्गानिस्थानं भविष्यति।|It will be replaced by Afghanistan.|इसकी जगह अफगानिस्तान लेगा।
स्वप्नान् अवशेष्य ते निश्चेतनशरीराः प्रत्यागतवन्तः।|They returned as unconscious bodies, leaving their dreams behind.|वे अपने सपनों को पीछे छोड़कर, बेहोश शरीर लौट आए।
शोकाश्रुभिः सह देशस्य अन्त्याञ्जलिः।|The country's last tribute with tears of grief.|देश की ओर से दुख के आंसुओं के साथ अंतिम श्रद्धांजलि।
कोच्चि> कुवैटे अग्निकाण्डे अकालमृत्युं प्राप्तवतां ४५ भारतीयपुरुषाणां मृतदेहान् ऊढ्वा भारतव्योमसेनायाः IAF C3oj विमानं शुक्रवासरे प्रभाते १० .२७ वादने कोच्चि अन्ताराष्ट्रियविमानिलयं प्राप।|Kochi> An Indian Air Force IAF C3oj aircraft carrying the bodies of 45 Indian men who died prematurely in a fire in Kuwait arrived at Kochi International Airport at 10.27 am on Friday.|कोच्चि > भारतीय वायुसेना का IAF C3oj विमान कुवैत में आग लगने से असामयिक मारे गए 45 भारतीयों के शव लेकर शुक्रवार सुबह 10.27 बजे कोच्चि अंतरराष्ट्रीय हवाई अड्डे पर पहुंचा।
मृतप्रवासिनां  ३१ पुरुषाणां बन्धुजनाः  दुःखभारहृदयैः अश्रुपूर्णनयनैश्च प्रतीक्षन्ते स्म।|Relatives of the 31 men of the dead emigrants waited with hearts heavy with sorrow and eyes full of tears.|मृत प्रवासियों में से 31 लोगों के रिश्तेदार दुख से भारी दिल और आंसुओं से भरी आंखों के साथ इंतजार कर रहे थे।
राज्यसर्वकारस्य आदरसूचकः 'गार्ड् ओफ् ओणर्' बहुमतिश्च दत्तः।|A guard of honor was given as a mark of respect by the state government.|राज्य सरकार द्वारा सम्मान स्वरूप गार्ड ऑफ ऑनर दिया गया।
अनन्तरं १२. १५ वादने बन्धुजनेभ्यः मृतदेहाः संक्रमिताः।|Then At 15 o'clock the bodies were handed over to relatives.|तब 15 बजे शव परिजनों को सौंप दिया गया।
विमानसेवकाः २३केरलीयान् समेत्य ३१ प्रवासिनां भौतिकशरीराणि विमानतः बहिर्नीत्वा पूर्वमेव सज्जीकृतेषु मञ्चेषु शायितवन्तः।|The flight attendants took the physical bodies of 31 migrants, including 23 Keralites, out of the plane and laid them on the platforms prepared in advance.|फ्लाइट अटेंडेंट ने 23 केरलवासियों सहित 31 प्रवासियों के शवों को विमान से बाहर निकाला और उन्हें पहले से तैयार प्लेटफार्मों पर रख दिया।
अन्त्योपचारान् समर्प्य|having conducted last rites|अंतिम संस्कार की निर्वहन
साक्षराः विपरीताः चेत् राक्षसाः|if saksharas are reversed then they become rakshasas|
पश्य तत् वर्तुलाकारम् आम्रम्।|Look at that round-shaped mango.|उस गोल आकार वाले आम को देखो।
शिशुना मातुः वेणी गृहीता।|The mother’s plait was held by the child.|बच्चे ने माँ की चोटी पकड़ ली है।
गच्छति याने आरोढुं न प्रयतस्व।|Do not try to board the moving vehicle.|चलते वाहन में चढ़ने का प्रयास न करो।
प्रवहमानः वायुः शुष्यन्ति पत्राणि अनयत्।|The blowing wind carried away dry leaves.|बहती हवा सूखते हुए पत्तों को ले जाती है।
कः सौरमासः चलति अधुना।|Which solar month is going on now?|अभी कौन सा सौरमास चल रहा है। 
तव जन्मदिनाङ्कः कः।|What is your date of birth?|तुम्हारी जन्मतिथि क्या है। 
तिसृषु रामस्य माता का।|Who is the mother of Rama among the three?|तीनों में से राम की माता कौन है। 
दशानाम् उपनिषदां भाष्यम् उपलब्धमस्ति।|The commentary on ten Upanishads is available.|दस उपनिषदों की व्याख्या उपलब्ध है।
कठोपनिषदः पठनं तु कृतम्मया।|I have read the Kathopanishad.|मैंने कठोपनिषद का पठन तो कर लिया है।
रात्रिकाले शीतलता वर्धते सर्वत्र।|Chillness increases everywhere at night.|रात्रि में सब ओर ठंडक बढ़ जाती है।
