Sanskrit|English|Hindi
आरबीआई-द्वारा ब्रिटेनदेशात् १०० टन सुवर्णं पुनः आनीतम्।|RBI has brought back 100 tonnes of gold from the UK.|आरबीआई ब्रिटेन से 100 टन सोना वापस लाया है।
१९९१ तमवर्षस्य आरम्भात् प्रथमवारम् एतावता बृहत्प्रमाणेन सुवर्णं प्रत्यागतम्।|For the first time since early 1991, gold has returned in such large quantities.|1991 की शुरुआत के बाद पहली बार इतनी बड़ी मात्रा में सोना वापस आया है।
भारतीयरिजर्वबेंकद्वारा ब्रिटेनदेशात् स्वस्य १०० टन (प्रायः १ लक्ष किलोग्रामः) परिमितं सुवर्णं पुनरानीतम्।|The Reserve Bank of India (RBI) has brought back around 100 tonnes (about 100,000 kg) of its gold from the UK.|भारतीय रिजर्व बैंक (RBI) यूके से अपना लगभग 100 टन (लगभग 100,000 किलोग्राम) सोना वापस लाया है।
नवीनतमदत्तांशानुसारं २०२४ तमस्य वर्षस्य मार्चमासे  आरबीआइ-संस्थायाः आहत्य ८२२.१ टनसुवर्णम् आसीत्, येषु ४१३.८ टन विदेशेषु निक्षिप्तम् आसीत्।|According to the latest data, in March 2024, the RBI had 822.1 tonnes of gold, of which 413.8 tonnes were deposited abroad.|ताजा आंकड़ों के मुताबिक, मार्च 2024 में आरबीआई के पास 822.1 टन सोना था, जिसमें से 413.8 टन सोना विदेशों में जमा था।
गतवित्तवर्षे रिजर्वबैङ्कस्य सुवर्णभण्डारः २७.५ टनपर्यन्तं वर्धितः अस्ति।|The Reserve Bank's gold reserves have increased to 27.5 tonnes in the last fiscal.|पिछले वित्त वर्ष में रिजर्व बैंक का सोने का भंडार बढ़कर 27.5 टन हो गया है।
भारते १०० टन सुवर्णम् आनेतुं मासान् यावत् योजना कृता ततः सम्पूर्णा योजना निष्पादिता।|The entire plan was executed after months of planning to bring 100 tonnes of gold to India.|भारत में 100 टन सोना लाने की महीनों की योजना के बाद पूरी योजना को अंजाम दिया गया।
वित्तमन्त्रालयेन सह स्थानीयाधिकारिणः, आरबीआइ, सर्वकारस्य अन्यपक्षैः सह योजनायां निष्पादने च संलग्नाः आसन्।|Local authorities along with the finance ministry, RBI and other wings of the government were involved in the planning and execution.|वित्त मंत्रालय, आरबीआई और सरकार की अन्य शाखाओं के साथ स्थानीय अधिकारी योजना और कार्यान्वयन में शामिल थे।
आरबीआइ न केवलं भारते अपितु विदेशेषु अपि सुवर्णं रक्षति।|RBI keeps gold not only in India but also abroad.|आरबीआई सिर्फ भारत में ही नहीं बल्कि विदेशों में भी सोना रखता है।
यदि भारतस्य आर्थिकस्थितिः आपद: कारणेन अथवा राजनैतिक-अस्थिरतायाः कारणेन दुर्गता भवति तर्हि विदेशेषु स्थापितं सुवर्णं तस्य निवारणाय उपयोगी भवति।|If India's economic situation deteriorates due to disaster or political instability, gold held abroad is useful to prevent it.|यदि किसी आपदा या राजनीतिक अस्थिरता के कारण भारत की आर्थिक स्थिति बिगड़ती है, तो उसे रोकने के लिए विदेशों में रखा सोना उपयोगी होता है।
प्राकृतिकविपद: सुवर्णभण्डारस्य नाशं कर्तुं शक्नुवन्ति अत: विभिन्नस्थानेषु सुवर्णं स्थापयित्वा विपद् न्यूनीकरोति।|Natural disasters can destroy gold reserves so placing gold in different places reduces the risk.|प्राकृतिक आपदाएँ सोने के भंडार को नष्ट कर सकती हैं इसलिए अलग-अलग स्थानों पर सोना रखने से जोखिम कम हो जाता है।
नरेन्द्रमोदिनः ध्यानयात्रा।|Narendra Modi's meditation journey.|नरेंद्र मोदी की चिंतन यात्रा।
विवेकानन्दशिलास्मारकस्य ध्यानमण्डपतः प्रधानमन्त्रिणः चित्राणि प्रकाशितानि।|Pictures of the Prime Minister were released from the Dhyana Mandap of the Vivekananda Stone Memorial.|प्रधानमंत्री की तस्वीरें विवेकानन्द स्टोन मेमोरियल के ध्यान मंडप से जारी 
की गईं।
ध्यानस्य विरुद्धं तमिलनाडु-कोंग्रेसदलः उच्चन्यायालयं प्रति।|Tamil Nadu Congress Party to High Court against Dhyan.|ध्यान के खिलाफ तमिलनाडु कांग्रेस पार्टी हाई कोर्ट पहुंची।
शुक्रवासरः कन्याकुमारीनगरस्य विवेकानन्दशिलास्मारके नरेन्द्रमोदिनः ध्यानस्य द्वितीयदिवसः अस्ति।|Friday marks the second day of Narendra Modi’s meditation at the Vivekananda stone memorial in Kanyakumari.|शुक्रवार को कन्याकुमारी में विवेकानंद पत्थर स्मारक पर नरेंद्र मोदी के ध्यान का दूसरा दिन है।
प्रातःकाले तस्य ध्यानस्य चित्राणि प्रकाशितानि आसन्।|Pictures of his meditation were published in the morning.|सुबह उनके ध्यान की तस्वीरें प्रकाशित हुईं।
सः केसरवस्त्रं, हस्ते रुद्राक्षमाला, ललाटे तिलकं च धारयन् दृष्टः।|Pictures of his meditation were published in the morning.|सुबह उनके ध्यान की तस्वीरें प्रकाशित हुईं।
सूर्याय अर्घ्यं दत्त्वा मन्दिरस्य प्रदक्षिणां कृत्वा ध्यानमुद्रायाम् उपविष्टवान्।|After offering arghya to the sun, he circumambulated the temple and sat in a meditative posture.|सूर्य को अर्घ्य देने के बाद उन्होंने मंदिर की परिक्रमा की और ध्यान मुद्रा में बैठ गये।
पीएम विवेकानन्दशिलास्मारकस्थाने जूनमासस्य प्रथमदिनाङ्के प्रातः १० वादनपर्यन्तं स्थास्यति।|The PM will stay at the Vivekananda stone memorial on June 1 till 10 am.|पीएम 1 जून को सुबह 10 बजे तक विवेकानंद स्टोन मेमोरियल पर रहेंगे।
अपरपक्षे विपक्षः तस्य ध्यानम् आचारसंहिता-उल्लङ्घनम् इति कथयति।|The opposition, on the other hand, calls his attention a breach of the code of conduct.|दूसरी ओर, विपक्ष उनका ध्यान आचार संहिता का उल्लंघन बता रहा है।
तमिलनाडुकोंग्रेसद्वारा आरोपः कृतः यत् पीएम स्वपदस्य दुरुपयोगं करोति।|The Tamil Nadu Congress alleged that the PM was abusing his position.|तमिलनाडु कांग्रेस ने आरोप लगाया कि पीएम अपने पद का दुरुपयोग कर रहे हैं।
अस्य विरुद्धं मद्रास उच्चन्यायालये याचिका पञ्जीकृता अस्ति।|A petition has been registered against him in the Madras High Court.|उनके खिलाफ मद्रास हाई कोर्ट में याचिका दर्ज की गई है।
सर्वे रसाः च भावाः च तरङ्गाः इव वारिधौ उन्मजन्ति निमज्जन्ति यत्र सः प्रेमसंज्ञकः।।|All tastes and emotions float and sink like waves in the ocean where that is called love.|सभी स्वाद और भावनाएँ समुद्र में लहरों की तरह तैरती और डूबती हैं जहाँ इसे प्यार कहा जाता है।
रामः सीताम् अनुप्राप्य राज्यं पुनरवाप्तवान्।|Rama regained his kingdom after finding Sita.
• राम ने सीता को पाकर अपना राज्य पुनः प्राप्त किया।
कुत्र विराजते मे धेनुः मातः।|Where is my cow mother?|माँ मेरी गाय कहाँ है।
जलाश्वः स्थूलः अस्ति।|The hippopotamus is fat.|दरियाई घोड़ा मोटा है।
दाधेयं खाद तत् शीतलतां ददाति।|Have Raita, it keeps you cool.|रायता खाओ, वह शीतलता देगा।
छत्राकं न खादितं मया कदाचित्।|Mushroom has never been eaten by me.|मैंने कभी कुकुरमुत्ता नहीं खाया है।
नैच्छत् राज्यं महाबलः।|The mighty warrior did not desire kingdom.|महायोद्धा ने राज्य की इच्छा नहीं की।
रात्रौ कुक्कुरः मयि भषति।|The dog barks at me at night.|रात में कुत्ता मुझपर भोंकता है।
शुकहरितं वस्त्रं परश्वः आगन्ता।|The parrot-green cloth will arrive the day after tomorrow.|हरे तोते के रंग का कपड़ा परसों आ आयेगा।
