Sanskrit|English|Hindi
नृसिंहविग्रहः ओजपूर्णः अस्ति।|The idol of Narasimha is full of vigor (ojas).|नृसिंह की मूर्ति ओज से पूर्ण है।
धावनसमये हस्तचालनं वेगवर्धकं भवति।|Arm movement increases the speed while running.|दौड़ते समय हाथ हिलाना गति को बढ़ाता है।
भस्मेन पात्राणि प्रक्षालयति कर्मकरः।|The worker washes the utensils with ash.|कर्मचारी राख से बर्तन धोता है।
द्रौपद्याः अपरं नाम कृष्णा इति।|Another name of Draupadi is Krishnaa.|द्रौपदी का दूसरा नाम कृष्णा है।
प्लवगाः नैकाः सन्ति पर्वते।|There are many monkeys on the mountain.|पहाड़ पर कई बंदर हैं।
त्वं न स्पृश इदं भोजनं देवार्थम् अस्ति।|Do not touch this food; it is meant for the gods.|तुम इस भोजन को मत छुओ यह देवताओं के लिए है।
सरिताम्पतिः रामं प्रार्थयत्।|Sea, the Lord of the rivers prayed to Rama.|नदियों के स्वामी सागर  ने राम से प्रार्थना की।
रामवृद्ध्यर्थम् अकरोत् सर्वं व्यापारम्।|He did all the efforts ( activities) for Rama's prosperity.|उसने राम की वृद्धि के लिए सभी कार्य/परिश्रम किए।
मदर्थम् नास्ति किं ताम्बूलम्।|Is there no betel leaf for me?|मेरे लिए ताम्बूल नहीं है क्या। 
जिगमिषोः रोधनं न क्रियताम्।|Do not stop the one who wishes to go.|जाने की इच्छा वाले को रोकना नहीं चाहिए। 
