Sanskrit|English|Hindi
सुनिल छेत्री क्रीडाङ्कणात् निवर्तते।|Sunil Chhetri retires from the field.|सुनील छेत्री ने लिया मैदान से संन्यास।
नवदिल्ली> भारतीयपादकन्दुकच्छत्राधिपतिः राष्ट्रीयसंघनायकः सुनिल छेत्रीवर्यः पादकन्दुकक्रीडायाः निवर्तनं प्रख्यापितवान्।|New Delhi> Indian football umbrella captain and national team leader Sunil Chhetri has announced his retirement from football.|नई दिल्ली> भारतीय फुटबॉल के छत्र कप्तान और राष्ट्रीय टीम के नेता सुनील छेत्री ने फुटबॉल से संन्यास की घोषणा कर दी है।
जूण् षष्ठे दिनाङ्के कुवैट् देशं विरुध्य सम्पत्स्यमानायाः विश्वचषकयोग्यतास्पर्धायाः अनन्तरं भारतीयदले न स्यामिति सामाजिकमाध्यमेन बहिर्नीते वीडियोसन्देशे तेन स्पष्टीकृतम्।|In a video message posted on social media, he clarified that he would not be in the Indian squad after the World Cup qualifier against Kuwait on June.|सोशल मीडिया पर पोस्ट किए गए एक वीडियो संदेश में उन्होंने स्पष्ट किया कि वह जून में कुवैत के खिलाफ विश्व कप क्वालीफायर के बाद भारतीय टीम में नहीं होंगे।
२००५ तमे वर्षे सः पाकिस्थानेन सह प्रतिद्वन्द्वेन अन्ताराष्ट्रियपादकन्दुकक्रीडामञ्चं प्राविशत्।|In 2005, he entered the international football scene in a rivalry with Pakistan.|2005 में, उन्होंने पाकिस्तान के साथ प्रतिद्वंद्विता में अंतर्राष्ट्रीय फुटबॉल परिदृश्य में प्रवेश किया।
१५० स्पर्धासु ९४ लक्ष्यकन्दुकानि च प्राप्तवान्।|94 target balls in 150 matches.|150 मैचों में 94 टारगेट बॉल।
राष्ट्राय अधिकतमानि लक्ष्यकन्दुकानि तस्य पदाभ्यामेव जातानि।|Most of the target balls for the nation came from his feet.|राष्ट्र के लिए अधिकांश लक्ष्य गेंदें उनके पैरों से आईं।
२०१५ तमे वर्षे भारतस्य नायकपदं प्राप्नोत्।|In 2015, he was named the captain of India.|2015 में उन्हें भारत का कप्तान बनाया गया।
अर्जुन-पद्म-खेल् रत्नपुरस्कारैः सः समादृतः।|He was honored with the Arjuna and Padma Khel Ratna awards.|उन्हें अर्जुन और पद्म खेल रत्न पुरस्कार से सम्मानित किया गया था।
लोकाः समस्ताः सुखिनो भवन्तु।|May all  be happy.|सभी लोग सुखी हों।
सुरेन्द्रः स्वर्गस्य राजा अस्ति।|Surendra  is the king of heaven.|इंद्र स्वर्ग का राजा है।
सः दण्डेन गर्दभं नियमयति।|He controls the donkey with a stick.|वह छड़ी से गधे को नियन्त्रित करता है।
पुत्रमोहान्धः आसीत् द्रोणाचार्यः।|Dronacharya was blinded by love for his son.|द्रोणाचार्य अपने पुत्र के प्रेम में अंधा था।
पीनसः इति रोगेन नासिका अवरुद्घा मम।|My nose is blocked due to Sinusitis.|मेरी नाक जुकाम के कारण बंद है।
दर्पणः भग्नः भवति।|The mirror is broken.|आईना टूट गया है।
रामनामाङ्कितम् अङ्गुलीयकमेतत्।|This ring is Ramanama-engraved.|इस अंगूठी पर राम का नाम लिखा हुआ है।
सः खड्गः निशितः अस्ति।|That sword is sharp.|वह तलवार तीक्ष्ण है।
परिश्रमी न निर्धनः भवति।|Hardworking person is  not poor.|परिश्रमी लोग निर्धन नहीं होते।
देवदासः भावपूर्णः जातः।|Devdas became emotional.|देवदास भावपूर्ण है।
यदा समोषेण सह लेह्यं न लभते।|When you don't get chutney with samosa.|जब समोसे के साथ चटनी नहीं मिलती।
सदाचारी श्रद्धायुक्तः तथा अन्यान् प्रति न ईर्ष्यति  शतायुः भवति भवतु नाम सः। सर्वगुणसम्पन्नः न स्यात्।|A virtuous, faithful and envyless man lives for a hundred years, even if he is devoid of all kinds of auspicious characteristics. (These qualities are the means of living for a hundred years.)|सदाचारी, श्रद्धावान् और इर्ष्यारहित मनुष्य सौ वर्ष तक जीवित रहता है, चाहे वह सभी प्रकार के शुभ लक्षणों से हीन क्यों न हो।(ये गुण ही सौ वर्ष तक जीने का साधन है।)
सर्व-लक्षण-हीनः अपि यः सदाचारवान् नरः श्रद्धानः अनसूयः च शतं वर्षाणि जीवति।|A virtuous, faithful and envyless man lives for a hundred years, even if he is devoid of all kinds of auspicious characteristics. (These qualities are the means of living for a hundred years.)|सदाचारी, श्रद्धावान् और इर्ष्यारहित मनुष्य सौ वर्ष तक जीवित रहता है, चाहे वह सभी प्रकार के शुभ लक्षणों से हीन क्यों न हो।(ये गुण ही सौ वर्ष तक जीने का साधन है।)
धारावाहिकं गीताप्रश्नोत्तरम् -५१||
अर्जुनः - भगवन्! यदि भवते हि सर्वस्वं समर्पणीयं, तर्हि तेन कार्येण तस्य अर्पकस्य किं स्यात्?||
श्रीकृष्णः - अर्जुन! तेन  समर्पणयोगेन युक्तः सन् त्वं सर्वैः बन्धनकारकैः शुभाशुभकर्मफलैः मुक्तः भविष्यसि, ततः च मामेव प्राप्स्यसि।||
अर्जुनः - भवान् तादृशं समर्पकं बन्धनात् तु मोचयेत्, परन्तु यः एवं सर्वस्वं भवते न समर्पयेत् तर्हि तु तस्य बन्धनं हि स्यात् नु! किमयं भवतः  पक्षपातः तु नैव खलु?||
श्रीकृष्णः - अहो, भ्रातः! नैवायं मम पक्षपातः कश्चनापि। सर्वभूतेषु समोऽस्मि अहं, न मम कोऽपि द्वेष्यः, न च प्रियः हि स्यात्। किन्तु प्रेमपूर्वकं ये मां भजन्ति, ते मयि सन्ति, अहं च विशेषरूपेण तेषु अस्मि इति विद्धि अर्जुन!||
अर्जुनः - भगवन्! मन्यतां, कश्चन दुराचारी वर्तते। सः किं भवतः भजनं कर्तुं, भवतः भक्तः च भवितुं शक्नुयात् वा?||
श्रीकृष्णः - अवश्यं शक्नुयात् सः। यदि कश्चन अत्यन्तं दुराचारी स्यान्नाम, परन्तु सः यदि अन्येषाम् आश्रयं परित्यज्य अनन्यभावेन मामेव एकनिष्ठया भजति, तर्हि सः साधुरेव मन्तव्यः, यतोहि तेन मत्प्राप्त्यर्थं कृतः निश्चयः अतीव समीचीनः वर्तते।||
अर्जुनः - भगवन् ! सः केवलं साधुरेव मन्तव्यः किम्, उत तस्य अन्या विशेषता अपि वर्तते?||
श्रीकृष्णः - न केवलं सः साधुः इतिमात्रम्, अपितु तत्क्षणमेव सः परमपवित्रः धर्मात्मा भवति । ततः सः शाश्वतीं शान्तिम् अधिगच्छति । अतः हे अर्जुन ! तदर्थं त्वमपि दृढप्रतिज्ञां कुरुष्व, यतोहि मद्भक्तः न कदापि  प्रणश्यति, अर्थात् न पतति।||
अर्जुनः - अस्तु, भगवन् ! तव भक्तेः अधिकारिणः अन्ये अपि सन्ति किम्?||
श्रीकृष्णः - सन्त्येव अन्येऽपि मद्भक्तेः अधिकारिणः अर्जुन! स्त्रियः, वैश्याः, शूद्राः, अन्ये पापयोनयः च, एते सर्वेऽपि माम् आश्रित्य मद्भक्तिं, मां च प्राप्तुमर्हन्ति। परन्तु ये जन्मना, कर्मणा च पूताः ब्राह्मणाः, क्षत्रियाः च स्युः, ते मदीयाः भक्ताः भवेयुः इत्यस्मिन् विषये किं वा वक्तव्यम्?||
अर्जुनः - अहमपि एतादृशः भक्तः भवितुमर्हेयं वा भगवन्?||
श्रीकृष्णः - कुतः न अर्जुन? एतादृशं नाशवत् सुखरहितं शरीरं प्राप्य त्वं माम् अनन्यभावेन भजस्व भ्रातः!||
अर्जुनः - कया रीत्या भवद्भजनं मया कर्तव्यं प्रभो?||
श्रीकृष्णः - प्रथमतः त्वं मनसा वचसा कर्मणा च मद्भक्तः भव। मन्मना भव, यजनशीलः भव, मामेव नमस्कुरु च। एवञ्च मयि आत्मीयसम्बन्धं स्थापय, मत्परायणः सन् सत्कर्म आचर, ततः परिणामे मामेव त्वं प्राप्स्यसि। त्वया मद्वचनं सम्यक् ज्ञातं वा अर्जुन ? इति। (९/२८-३४)||
इति श्रीमद्भगवद्गीतामूलग्रन्थम् आधारीकृत्य सज्जीकृते अस्मिन् गीताप्रश्नोत्तरे राजविद्याराजगुह्ययोगः नामकः नवमोऽध्यायः सम्पूर्णः।||
नित्यम् अहं ते अक्षिगतः अस्मि।|I am the prick of your eyes daily.|मैं नित्य तुम्हारे आंखो की चुभन हूँ।
दैवं पुरुषकारेण न शक्यमतिवर्तितुम्।|Destiny cannot be avoided by efforts.|प्रारब्ध को पुरुषार्थ से नहीं टाला जा सकता है।
