Sanskrit|English|Hindi
अरुणाचले भाजपा दलः सिक्किमे एस् के एम् दलश्च पुनरपि शासनपदं प्रविष्टवन्तौ।|The BJP in Arunachal and the SKM in Sikkim have re-entered power.|अरुणाचल में बीजेपी और सिक्किम में एसकेएम दोबारा सत्ता में आ गई है।
नवदिल्ली> विधानसभानिर्वाचने अरुणाचलप्रदेशराज्ये भाजपादलेन पुनरपि शासनपदं प्रविष्टम्।|New Delhi: The BJP has re-entered power in Arunachal Pradesh in the Assembly elections.|नई दिल्ली - विधानसभा चुनाव में बीजेपी ने अरुणाचल प्रदेश की सत्ता पर फिर से कब्जा कर लिया है।
अरुणाचले आहत्य ६० स्थानेषु ४७ स्थानानि विजित्य वर्तमानमुख्यमन्त्री पेमा खण्डु इत्यस्य नेतृत्वे भाजपादलेन अनुस्यूतशासनपदं लब्धम्।|The BJP, led by incumbent Chief Minister Pema Khandu, won 47 out of 60 seats in Arunachal Pradesh.|मौजूदा मुख्यमंत्री पेमा खांडू के नेतृत्व में भाजपा ने अरुणाचल प्रदेश में 60 में से 47 सीटें जीतीं।
कोण्ग्रस् दलः एकेनैव स्थानेन तृप्तोऽभवत्।|The Congress party had to be satisfied with one seat.|कांग्रेस पार्टी को एक सीट से संतोष रहना पड़ा।
त्रिषु स्थानेषु स्वतन्त्रस्थानाशिनः विजयीभूताः।|In three places the independents won.|तीन स्थानों पर निर्दलीय उम्मीदवार जीते।
सिक्किमे ३२ स्थानेषु ३१ विजित्य मुख्यमन्त्री प्रेमसिंह तमाङ् इत्यनेन नेतृत्वमावहन्  एस् के एम् [सिक्किम् क्रान्तिकारि मोर्चा] इति प्रान्तीयदलः शासनानुस्यूततां प्राप्तवान्।|In Sikkim, the provincial party SKM [Sikkim Krantikari Morcha] led by Chief Minister Prem Singh Tamang won 31 out of 32 seats.|सिक्किम में मुख्यमंत्री प्रेम सिंह तमांग के नेतृत्व वाली प्रांतीय पार्टी एसकेएम [सिक्किम क्रांतिकारी मोर्चा] ने 32 में से 31 सीटें जीतीं।
एकस्मिन् स्थाने विपक्षदलः एस् डि एफ् नामकः दलः विजयीभूतः।|The opposition SDF won in one seat.|विपक्षी एसडीएफ ने एक सीट पर जीत हासिल की।
केरले नवाध्ययनवर्षाय अद्य शुभारम्भः।|Today marks the start of the new academic year in Kerala.|आज केरल में नए शैक्षणिक वर्ष की शुरुआत हुई।
कोच्ची> केरलराज्ये ग्रीष्मकालविरामानन्तरं विद्यालयाः अद्य उद्घाट्यन्ते।|Kochi - Schools in Kerala will reopen today after the summer break.|कोच्चि> केरल में स्कूल गर्मी की छुट्टियों के बाद आज फिर से खुलेंगे।
वर्षाकालस्य अनुगमनेनैव अस्मिन् वर्षे छात्राणाम् अध्ययनारम्भः इति सविशेषता अस्ति।|It is characterized by the fact that students started their studies this year following the rainy season.|इसकी विशेषता यह है कि इस वर्ष छात्रों ने अपनी पढ़ाई बरसात के मौसम के बाद शुरू की है।
