Sanskrit|English|Hindi
अत्र तत्र न ष्ठीव।|Do not spit here and there.|यहाँ-वहाँ मत थूकें।
कासनसमये वेदना भवति किम्।|Do you feel pain while coughing?|क्या खाँसते समय वेदना होती है। 
एकलक्षम् इति सङ्ख्यायां पञ्च शून्याः भवन्ति।|There are five zeros in the numeral for one Lakh.|एक लाख में पाँच शून्य होते हैं।
नीललोहितवर्णः अस्मिन् कक्षे नास्ति।|There is no violet color in this room.|इस कमरे में बैंगनी रंग नहीं है।
कण्ठस्य शुद्ध्यर्थं गण्डूषयति।|He gargles to cleanse his throat.|वह गले की सफाई के लिए गरारे करता है।
यदि विषयान् ध्यायति तर्हि तेषु सङ्गः वर्धते।|If one contemplates on objects, attachment to them grows.|यदि कोई विषयों का ध्यान करता है, तो उनमें आसक्ति बढ़ती है।
वार्षिकं शुल्कं तु तेभ्यः प्रदत्तमेव।|The annual fee has indeed been paid to them.|वार्षिक शुल्क तो उन्हें दे दिया है।
नूतना भाषा अपि पठितव्या।|A new language should also be learned.|नई भाषा भी पढ़नी चाहिए।
अग्रिममासे केरलं गन्तास्मि।|I will go to Kerala next month.|अगले महीने मैं केरल जाऊँगा।
अधिकवेगकारणेनैव अपघातः जातः।|The accident occured due to overspeeding.|अधिक गति के कारण ही दुर्घटना हुई।
समत्वं योग उच्यते।|Evenness of mind is known as Yoga.|मन का समभाव ही योग कहलाता है।
भूस्खलनेन जनाः मृताः।|People died due to landslide.|भूस्खलन से लोग मारे गए।
स्तम्भः सदा सुदृढः भवेत्।|A pillar should always be strong.|स्तंभ हमेशा दृढ़ होना चाहिए।
ते प्रतिदिवसं रङ्गवल्लीं निर्मातः।|They (two women) create a rangoli every day.|वे (दो महिलाएं) प्रतिदिन रंगोली बनातीं हैं।
इष्टिकया ताडितः सः शिरसि।|He was hit on the head by a brick.|उसे सिर पर ईंट से मारा गया।
अम्ब मे आच्छादकं क्व।|Mother, where is my blanket?|माँ मेरी चादर कहाँ है। 
ज्येष्ठः जातः सः।|He became elder.|वह बड़ा हो गया है।
अधुना तस्य तर्जनम् एव वरं ताडनात्।|Now, his scolding is better than beating.|अब उसको डाँटना मारने से अच्छा है।
गोहितम् इदं सर्वं खाद्यम्।|All this food is for the cows.|यह सारा भोजन गायों के लिए है।
भूमिपूजनम् अभूत्किल अद्य।|Bhoomipoojan happened today, isn’t it?|आज भूमि-पूजन हुआ।
उपधानं न स्वीकरोमि अहं कदापि।|I never use a pillow.|मैं कभी भी तकिया नहीं लेता हूँ।
अकृत्वा परसन्तापम् अगत्वा खलमन्दिरम् अनुत्सृज्य सतां वर्त्म यत्स्वल्पमपि तद् बहु॥|Without hurting others, without going to the house of the wicked, without leaving the path of the righteous, whatever is gained or achieved will be said a lot.|दूसरों को दुःख पहुँचाए बिना, दुष्टों के घर जाए बिना, सज्जनों का मार्ग छोड़े बिना, जो कुछ भी प्राप्त होगा वह बहुत कहा जाएगा।
परसन्तापं न कृत्वा खलमन्दिरं न गत्वा सतां वर्त्म न उत्सृज्य यत् स्वल्पम् अपि लभ्यते तद् बहु वर्तते।|Without hurting others, without going to the house of the wicked, without leaving the path of the righteous, whatever is gained or achieved will be said a lot.|दूसरों को दुःख पहुँचाए बिना, दुष्टों के घर जाए बिना, सज्जनों का मार्ग छोड़े बिना, जो कुछ भी प्राप्त होगा वह बहुत कहा जाएगा।
मनःप्रशमनोपायः योगः इति अभिधीयते।The recourse to pacify the mind is called yoga.|मन के प्रशमन के उपाय को योग कहते हैं।
योगेन चित्तस्य, पदेन वाचां, मलं शरीरस्य च वैद्यकेन यः अपाकरोत्, तं प्रवरं मुनीनां पतञ्जलिं प्राञ्जलिः आनतः अस्मि॥|I offer my respectful obeisances to the great sage Patanjali, who removed the impurities of the mind by yoga, the impurities of speech by pad (grammar) and the impurities of the body by physician.|योग से चित्त का, पद (व्याकरण) से वाणी का व वैद्यक से शरीर का मल, जिन्होंने दूर किया, उन मुनि श्रेष्ठ पतंजलि को मैं अंजलि बद्ध होकर नमस्कार करता हूँ।
टिबटीयप्रकरणस्य परिहाराय यतिष्यते, दलैलामं निश्चेतुं चीनस्य पदक्षेपं नाङ्गीकरिष्यतीति च संघेन प्रस्तुतम्।|The Union has also submitted that it will seek to avoid the Tibetan issue and reject China's move to settle the Dalai Lama.|संघ ने यह भी कहा है कि वह तिब्बती मुद्दे से बचने की कोशिश करेगा और दलाई लामा को निपटाने के चीन के कदम को खारिज कर देगा।
चीनस्य प्रातिकूल्यं विगणय्य अमेरिकायाः जनप्रतिनिधिसंघः भारतं प्राप्य टिबटस्य आत्मीयनेतारं दलैलामम् अमिलत्।|Despite China's adversity, the US House of Representatives arrived in India to meet the Dalai Lama, the intimate leader of Tibet.|चीन की प्रतिकूलता के बावजूद अमेरिकी प्रतिनिधि सभा तिब्बत के अंतरंग नेता दलाई लामा से मिलने भारत पहुंची।
अमेरिकायाः शासन-विपक्षप्रतिनिधीनां सप्ताङ्गसंघः रिपब्लिकन् राजनैतिकदलस्य नेता मैकिल् मलोल् इत्यस्य नेतृत्वे एव दलैलामस्य सन्दर्शनम् अलभन्त।|The seven-member coalition of US government and opposition representatives, led by Republican political party leader McClelland, visited the Dalai Lama.|रिपब्लिकन राजनीतिक दल के नेता मैक्लेलैंड के नेतृत्व में अमेरिकी सरकार और विपक्षी प्रतिनिधियों के सात सदस्यीय गठबंधन ने दलाई लामा से मुलाकात की।
कुसुमं वर्णसम्पन्नं गन्धहीनं न शोभते। न शोभते क्रियाहीनं मधुरं वचनं तथा।।|Just as a flower endowed with beautiful colors is not beautiful when it is fragranceless, so an inactive person who does not work is not beautiful even when he speaks sweetly.|जिस प्रकार गंधहीन होने पर सुन्दर रंगो से संपन्न पुष्प भी शोभा नहीं देता, उसी प्रकार कार्य नहीं करने वाला अकर्मण्य व्यक्ति मीठी-मीठी बातें करने पर भी शोभा नहीं पाता।
यथा सुन्दरवर्णयुक्तः पुष्पः गन्धरहितः चेत् न शोभते, तथैव यः व्यक्तिः कार्यं न करोति सः मधुरं भाषते चेत् न शोभते।|Just as a flower endowed with beautiful colors is not beautiful when it is fragranceless, so an inactive person who does not work is not beautiful even when he speaks sweetly.|जिस प्रकार गंधहीन होने पर सुन्दर रंगो से संपन्न पुष्प भी शोभा नहीं देता, उसी प्रकार कार्य नहीं करने वाला अकर्मण्य व्यक्ति मीठी-मीठी बातें करने पर भी शोभा नहीं पाता।
उत्थातव्यं जागृतव्यं योक्तव्यं भूतिकर्मसु। भविष्यति इति एव मनः कृत्वा सततम् अव्यथैः।।|Success will be, firmly believing in your mind, constantly devoid of depression, you (man) should rise, be alert and engage in the works that lead to the attainment of wealth.|सफलता होगी ही, ऐसा मन में दृढ़ विश्वास करके, सतत विषाद- रहित होकर तुझे (मनुष्य को) उठना चाहिए, सजग होना चाहिए और ऐश्वर्य की प्राप्ति कराने वाले कार्यों में लग जाना चाहिए।
