Sanskrit|English|Hindi
कार्यम् अणु अपि काले तु कृतम् एति उपकारताम्।|Small work done in time comes to be useful.|समय रहते किया गया छोटा-मोटा काम भी उपयोगी साबित होता है।
महत् अपि उपकारः अपि रिक्तताम् एति अकालतः।।Even great help is useless if untimely.|यदि समय पर न मिले तो अच्छी मदद भी बेकार है।
नवदिल्याम् अग्निबाधया ७ नवजातशिशवः हताः।||नई दिल्ली में आग लगने से सात नवजात शिशुओं की मौत हो गई।
नवदिल्ली>विवेकविहारः प्रदेशे विद्यमाने शिशूनाम् आतुरालये जायमानया अग्निबाधया ७ नवजाताः शिशवः हताः।|NEW DELHI> Seven newborn babies were killed in a fire at a children's hospital in Vivek Vihar state.|नई दिल्ली>राज्य के विवेक विहार स्थित एक बच्चों के अस्पताल में आग लगने से सात नवजात शिशुओं की मौत हो गई।
उप द्वादश शिशवः अग्निशमन-रक्षासेनया रक्षिताः।|Twelve children were saved by the fire brigade.|बारह बच्चों को फायर ब्रिगेड ने बचा लिया।
शनिवासरे रात्रौ ११:३२ वादने आसीत् इयं दुर्घटना।|The crash happened Saturday night at 11:32 p.m.|दुर्घटना शनिवार रात 11:32 बजे हुई।
नवदिल्ली> ह्यः कृतनिर्वाचनेषु ५८ लोकसभामण्डलेषु आहत्य ५९.०६% नागरिकाः स्वाभिमतं कृतवन्त इति निर्वाचनाभियोगेन निगदितम्।|NEW DELHI: 59.06 per cent of citizens in total casted their ballots in 58 Lok Sabha constituencies in the polls held today, the Election Commission said.|नई दिल्ली> चुनाव आयोग ने कहा कि आज हुए मतदान में 58 लोकसभा क्षेत्रों में 59.06 प्रतिशत नागरिकों ने मतदान किया।
ह्यः रात्रौ अष्टवीदनपर्यन्तं लब्धाः सूचनाः अनुसृत्यैव इयं गणना।|The calculation is based on information received till eight o'clock last night.|यह गणना कल रात आठ बजे तक प्राप्त जानकारी के आधार पर है।
निर्वाचनप्रक्रिया सामान्यतया शान्तिपूर्णा अपि पश्चिमवंगे कतिपयस्थानेषु अक्रमप्रवर्तनानि जातानि।|Although the election process was generally peaceful, there were disorderly conduct at several places in West Bengal.|हालाँकि चुनाव प्रक्रिया आम तौर पर शांतिपूर्ण रही, लेकिन पश्चिम बंगाल में कई स्थानों पर अव्यवस्था हुई।
निर्झराः सन्ति यस्मिन् स्थाने।|Where there are waterfalls.|जिस स्थान में झरने हैं।
बालसूर्यः आकर्षकः स्यात्।|The rising sun may be  attractive.|बाल सूर्य आकर्षक होता है।
दुष्करं कार्यं कथं वा साधितं त्वया।|How was the difficult task accomplished by you?|तुमने कठिन काम को कैसे संपन्न किया। 
क्रुद्धो हन्यात् गुरून् अपि।|The angry man may even kill the teachers.|गुस्से में व्यक्ति गुरुओं को भी मार सकता है।
नासारज्जुं आकर्षय तस्य।|Pull his nose rope.|उसकी नाक की रस्सी खींचो।
सा शिशुचित्रं लिखति अङ्कन्या।|She is sketching a baby’s picture with pencil.|वह अङ्कनी बच्चे का चित्र बना रही है।
पञ्च न षड् अङ्गुल्यः सन्ति मे।|I have six fingers, not five.|मेरे पास पांच नहीं छह अङ्गुली हैं।
कटोपरि पादरक्षान् मा स्थापयतु।|Don’t keep footwear on the mat.|बिस्तर पर जूते न रखें।
कति तैलकूप्यः क्रीताः तया।|How many oil bottles were bought by her?|उसने कितने तेल के पात्र क्रय किए। 
कुशान् लुनाति इति कुशलः।|One who cuts the grass is called a skilled person.|कुश(घास) को छाट़ने वाला व्यक्ति कुशल होता है।
न मर्षयन्ति च आत्मानं, सम्भावयति न आत्मना, अदर्शयित्वा शूराः तु कर्म कुर्वन्ति दुष्करम्।।|Warriors do not tolerate even when glorified. They never praise themselves. They accomplish difficult deeds without displaying them.|शूर-वीर जनों को अपने मुख से अपनी प्रशंसा करना अच्छा नहीं लगता, वे वाणी के द्वारा प्रदर्शन न करके दुष्कर कर्म करते हैं।
वीराः जनाः स्वमुखेन स्वप्रशंसां न कुर्वन्ति ते वाण्या न अपितु कार्यं कृत्वा प्रदर्शयन्ति।|It is not good for brave people to praise themselves with their mouths. They show their heroism by doing difficult deeds rather than by speaking.|शूर-वीर जनों को अपने मुख से अपनी प्रशंसा करना अच्छा नहीं होता, वे वाणी के द्वारा प्रदर्शन न करके दुष्कर कर्म करके अपनी वीरता का परिचय देते हैं।
