Sanskrit|English|Hindi
परिष्कृतः अपराधिकनियमाः जूलाई मासतः प्रबलं भविष्यति।|The revised criminal law will take effect from July.|संशोधित आपराधिक कानून जुलाई से प्रभावी होगा।
नवदिल्ली> इदानीन्तन-अपराधिकनियमाः परिष्कृत्य अविष्कृताः सन्ति।|New Delhi> Recent criminal laws have been revised.|नई दिल्ली> हाल ही में आपराधिक कानूनों में संशोधन किया गया है।
जूलाई-मासतः अयं नियामाः आभारतं प्रबलं भविष्यति इति मन्त्रिणा अर्जुन राम मेख्वालेन उक्तम्।|The rules will come into force in India from July, Minister Arjun Ram Mekhwal said.|मंत्री अर्जुन राम मेखवाल ने कहा कि नियम भारत में जुलाई से लागू होंगे।
भारतीयन्यायसंहिता भारतीय -नागरिक-सुरक्षा-संहिता भारतीयसाक्ष्यसंहिता इत्येताः नियमाः एव प्रबलं करिष्यति।|The Indian Judicial Code, the Indian Civil Security Code and the Indian Evidence Code will prevail.|भारतीय न्यायिक संहिता, भारतीय नागरिक सुरक्षा संहिता और भारतीय साक्ष्य संहिता लागू होगी।
दक्षिणाफ्रिकायां सख्यसर्वकारः।|Coalition government in South Africa.|दक्षिण अफ्रीका में गठबंधन सरकार।
केप् टौण्> त्रिशत् संवत्सराणामनन्तरं दक्षिणाफ्रिकायां सख्यसर्वकारः शासकपदं प्राप्स्यति।|CAPE TOWN> After thirty years, a coalition government will take over in South Africa.|केप टाउन> तीस साल बाद दक्षिण अफ्रीका में गठबंधन सरकार सत्ता संभालेगी।
ANC नेतृत्वे रूपवत्कृतस्य विपुलसख्यस्य 'राष्ट्रिय ऐक्य सर्वकारस्य' नेतृरूपेण ए एन् सि नेता सिरिल् रामफोसः [७१] चितः।|ANC leader Cyril Ramaphosa [71] was elected as the leader of the 'National Unity Government', which was formed by the ANC leadership.|एएनसी नेता सिरिल रामफोसा [71] को 'राष्ट्रीय एकता सरकार' के नेता के रूप में चुना गया, जिसका गठन एएनसी नेतृत्व द्वारा किया गया था।
प्रतिमासं बाङ्गलादेशात् २०० तः अधिकाः रोहिङ्ग्याः प्रविशन्त: सन्ति।|More than 200 Rohingyas are entering from Bangladesh every month.|हर महीने 200 से ज्यादा रोहिंग्या बांग्लादेश से प्रवेश कर रहे हैं।
भारतस्य १४ राज्येषु तेषां निवेशः क्रियते; त्रिपुरातः अभियुक्तः गृहीतः।|They are invested in 14 states of India; The accused was arrested from Tripura.|इनका भारत के 14 राज्यों में निवेश है; आरोपी को त्रिपुरा से गिरफ्तार किया गया।
एकतः भारतसर्वकारः देशे अवैधरूपेण निवसन्तः ४० सहस्राधिकान् रोहिङ्ग्या-मुसलमान-जनान् स्वदेशं प्रति प्रेषयितुं प्रयतन्ते, तस्मिन् एव काले प्रतिमासं द्विशताधिकाः रोहिंग्याजनाः बाङ्गलादेशसीमात: अवैधरूपेण भारतं आनययन्ति।|On the one hand, the Indian government is trying to repatriate more than 40,000 Rohingya Muslims living illegally in the country, while at the same time more than 200 Rohingyas are brought to India illegally from the Bangladesh border every month.|एक तरफ भारत सरकार देश में अवैध रूप से रह रहे 40,000 से ज्यादा रोहिंग्या मुसलमानों को वापस लाने की कोशिश कर रही है तो वहीं बांग्लादेशी सीमा से हर महीने 200 से ज्यादा रोहिंग्या मुसलमानों को अवैध तरीके से भारत लाया जा रहा है।
युधिष्ठिरः वदति स्वकीये विग्रहे सति ते शतं वयं हि पञ्च स्मः। परैः विग्रहे प्राप्ते तु वयं पञ्चाधिकं शतं स्मः। |(Yudhisthira says - if there is a quarrel between us) it will be one hundred (Kauravas) and we will be five (Pandavas).  But when we want to fight with another, we are one hundred and five.|"युधिष्ठिर कहते हैं - हमारे बीच युद्ध होगा, तो वह सौ (कौरवों) होंगे और हम पाँच (पाण्डव) होंगे। लेकिन जब हम किसी और से लड़ना चाहें, तो हम सौ पाँच होते हैं।"
देयम् आर्तस्य शयनं स्थित-श्रान्तस्य च आसनम्। तृषितस्य च पानीयं क्षुधितस्य च भोजनम्॥|A person must provide rest to the person who has come, a place to sit to the tired person, water to the thirsty person and food to the hungry person.|मनुष्य को आए हुए को आराम करने की सुविधा देनी चाहिए, थके हुए को बैठने के लिए आसन देना चाहिए, प्यासे को पानी देना चाहिए और भुखे को भोजन देना चाहिए।
कथं वयं सुखिनः स्याम।|How can we be happy?|हम कैसे खुश रह सकते हैं। 
सौचिकः वस्त्राणि सीव्यति।|Tailor stitches the clothes.|दर्जी कपड़े सिलता है।
सन्मित्रं सर्वत्र कीर्तिं प्रसारयति।|A good friend spreads fame everywhere.|एक अच्छा मित्र हर जगह कीर्ति फैलाता है।
पिपीलिकाः मृताः नैकाः मम कारणेन।|Many ants died because of me.|कई चींटियाँ मेरी वजह से मरीं।
इच्छाः अस्मान् बहुधा नर्तयन्ति।|Desires make us dance in many ways.|इच्छाएँ हमें बहुधा नचाती हैं।
किमर्थं यूयं बालान् तर्जयन्तः पाठयथ।|Why do you all scold the children while teaching them?|तुम लोग बच्चों को डांटते हुए क्यों पढ़ाते हो । 
न त्वहं कामये राज्यम्।|I do not desire the kingdom.|मैं राज्य की इच्छा नहीं करता।
ग्रन्थं पठितवत्या युवत्या समयः न दृष्टः।|Time was not noticed by the young woman who was reading the book.|पुस्तक पढ़ती हुई युवती ने समय नहीं देखा।
वृषभयुगलं न सामान्यतः दृश्यते।|A Pairs of bulls is not commonly seen.|बैलों की जोड़ी सामान्यतः नहीं दिखती है।
