Sanskrit|English|Hindi
ब्रसील् राष्ट्रे जायमानेन अतिवृष्टिदुष्प्रभावेन जलोपप्लवः अभवत्।|Brazil has been hit by floods due to the adverse effects of heavy rains.|भारी बारिश के प्रतिकूल प्रभाव के कारण ब्राजील बाढ़ की चपेट में आ गया है।
जलाधिक्यात् सेतुः भग्नः।|The bridge collapsed due to flooding.|बाढ़ के कारण पुल ढह गया।
३० जनाः जलोपप्लवेन हताः।|30 people were killed in the floods.|बाढ़ में 30 लोग मारे गए।
सङ्ख्याधिकाः जनाः अप्रत्यक्षाः।|A number of people are unnoticed.|बहुत से लोगों पर किसी का ध्यान नहीं जाता।
५२५७ जनाः सुरक्षितस्थानं प्रति नीताः।|5257 people were evacuated to safety.|5257 लोगों को सुरक्षित बाहर निकाला गया।
वातावरणवैपरीत्यः एव प्रलयकारणम् इति वैज्ञानिकाः वदन्ति।|Scientists say climate change is the cause of the catastrophe.|वैज्ञानिकों का कहना है कि जलवायु परिवर्तन ही तबाही का कारण है।
धारावाहिकं गीताप्रश्नोत्तरम् -४४||
अर्जुनः - भगवन्! नियतात्मा मनुष्यः भवतः कीदृशं स्वरूपं विचिन्त्य, केन विधिना च भवन्तं प्राप्तुमर्हिष्यति?||
श्रीकृष्णः - आं, सुन्दरः प्रश्नः तव, अर्जुन! अहं स्वरूपतः त्रिविधोऽस्मि - सगुणनिराकारकः, निर्गुणनिराकारकः, सगुणसाकारकः चेति।||
एतेषु मम प्रथमस्य स्वरूपस्य अर्थात्  सगुणनिराकारस्य चिन्तनेन मत्प्राप्तिः कथं जायते, तच्छृणु।||
तदेवमस्ति यत् यः मनुष्यः अनन्यचेताः, अभ्यासयोगयुक्तः स्यात्,  परमं दिव्यपुरुषम्, अर्थात् मदीयं सगुणनिराकारस्वरूपं चिन्तयन् शरीरं त्यजति सः मत्स्वरूपम् अधिगच्छति।||
अर्जुनः - तत्स्वरूपं कीदृशं भवति भगवन्?||
श्रीकृष्णः - तादृशं स्वरूपं तु साक्षात् दिव्यपुरुषस्य भवति। सः पुरुषः सर्वज्ञः, सर्वेषाम् आदिः, सर्वेषां शासकः, सूक्ष्मादपि सूक्ष्मतरः, सर्वेषां धाता, भर्ता, अचिन्त्यः, अज्ञानान्धकारहितः, सूर्यवत् ज्योतिष्मान् च भवति।||
यः मनुष्यः एतादृशं स्वरूपं सततं चिन्तयति, सः भक्तियुक्तजनः, अन्तकाले योगबलेन, निश्चलमनसा स्वकीयान् प्राणान् भ्रुवोर्मध्ये संस्थाप्य, शरीरं च त्यक्त्वा, तं परमं दिव्यपुरुषं प्राप्नोति।||
अर्जुनः - अस्तु, भगवन्! निर्गुणनिराकारस्य चिन्तनेन च नियतात्मना मनुष्येण त्वं कथं प्राप्स्यसे?||
श्रीकृष्णः - पार्थ! ये वेदज्ञातरः मुनयः, ते यत् अक्षरं कथयन्ति, रागरहिताः यतयः च यत् प्राप्नुवन्ति, तत्प्राप्त्यर्थं ब्रह्मचारिभिः यद्ब्रह्मचर्यव्रतम् आचर्यते, तत्पदं समासेन कथयामि, शृणु।||
यः नरः अन्तकाले सर्वाणि इन्द्रियाणि संयम्य, मनः हृद्देशे सम्यक् संस्थाप्य, प्राणान् मूर्ध्न्याधाय, योगधारणाम् आस्थितः च सन्, 'ओम्' इति अक्षरब्रह्म उच्चारयन्, तथाच मदीयं निर्गुणनिराकारं स्वरूपं चिन्तयन् शरीरं त्यजति, सः परमां गतिम्, अर्थात् मत्स्वरूपं प्राप्नोति।||
अर्जुनः - अस्तु, तज्ज्ञातं मया।||
पुनश्च, भगवन्! भवतः सगुणसाकारस्य चिन्तनेन साधकस्य किं स्यात्?||
श्रीकृष्णः - हे प्रियार्जुन! यः अनन्यचेताः मद्भक्तः नित्यनिरन्तरं मामेव स्मरति, चिन्तयति च, सः नित्ययुक्तः योगी मां सुलभतया प्राप्नोति, अर्थात् तस्य कृते अहं सुलभोऽस्मि इति।||
(गीता - ८/८-१४)||
सः वागोल-विक्रयिकः अस्ति||
वागोलविक्रयणार्थं सः प्रतिदिनम् एकैकं ग्रामं गच्छति||
स्वस्य सैक्किल् यानेन प्रतिग्रामं गत्वा वागोलानां विक्रयणं करोति||
साधारणतया सायंकालेषु एव सः विक्रयणं करोति||
सः स्वस्य सैक्किल् यानस्य घण्डानादं कृत्वा 'वागोलः  वागोलः' इति उच्चैः वदन् सर्वत्र गच्छति||
तस्य आगमनेन सर्वे बालाः मोदन्ते||
बालाः सर्वे स्व स्व गृहात् बहिः आगम्य वागोल-विक्रयिकस्य सैक्किल् यानस्य पृष्ठतः धावन्ति च||
वागोल-विक्रयिकः अपि तत्रत्यस्य मन्दिरस्य समीपे स्वस्य सैक्किल् यानं स्थापयित्वा विक्रयणं करोति च||
तस्य समीपे अनेकेषु वर्णेषु  बहुषु आकारेषु च वागोलाः सन्ति||
गोलाकाराः, नालाकाराः, वक्राकाराः वागोलाः च सन्ति||
रक्तवर्णाः, पीतवर्णाः, श्वेतवर्णाः, नीलवर्णाः, इतोऽपि अधिकाः मिश्रितवर्णाः वागोलाः सन्ति||
तस्य स्यूते इतोऽपि  वायुरहिताः अधिकाः आकाराः वागोलाः अपि सन्ति||
बालानाम् इष्टानुसारं वातपूरेण वायुं पूरयित्वा सुबध्वा तेभ्यः ददाति सः||
बालाः सर्वे स्वेषाम् इच्छानुसारं वागोलान् क्रीत्वा सन्तुष्टाः भवन्ति च।||
वातपूरः|Air pump.|
शरीर-उपचयः कान्तिः, गात्राणां सुविभक्तता, दीप्त-अग्नित्वम् अनालस्यम् स्थिरत्वं लाघवम् मृजा।।|Body growth (by exercise) is radiance, well-proportioned limbs, glow, lack of laziness, stability, lightness, cleanliness.|शारीरिक वृद्धि (व्यायाम से) में कांति, सुडौल अंग, चमक, आलस्य का अभाव, स्थिरता, हल्कापन, स्वच्छता होती है।
आदौ काञ्चित् कथां श्रावयामि तावत्।|First listen to a story a little.|पहले एक कथा सुनो तोड़ा।
लज्जया शिरः अवनमितवान्।|Hung his head in shame.|उसका सिर शर्म से झुक गया।
अधरं मधुरं वदनं मधुरं नयनं मधुरं हसितं मधुरम् हृदयं मधुरं गमनं मधुरं मधुर-अधिपतेः अखिलं मधुरम्॥|Sweet are the lips, sweet is the face, sweet are the eyes, sweet is the smile, Sweet is the heart, sweet is the gait, everything about the Lord of sweetness is sweet.|होंठ मधुर हैं, चेहरा मधुर है, आँखें मधुर हैं, मुस्कान मधुर है, हृदय मधुर है, चाल मधुर है, मधुरता के स्वामी की हर चीज़ मधुर है।
गर्भिणी प्रसन्नचित्ता बभूव।|The pregnant woman became happy.|गर्भवती महिला प्रसन्न हो गई।
श्वासकोषः नष्टः मे।|My lung is damaged.|मेरा फेफड़ा नष्ट हो गया है।
इदं तैलं भोजनाय अस्ति।|This oil is for cooking.|यह तेल भोजन के लिए है।
कृष्णात् परं कमपि अहं न जाने।|I don't know anything beyond Krishna.|कृष्ण को छोड़कर मुझे कुछ नहीं पता।
ग्रामे सर्वे मदिराम् अत्यजन्।|Everyone in the village gave up alcohol.|गाँव में सभी ने मदिरा छोड़ दी।
आपणः अस्ति आपणिकः नास्ति।|Shop is there, not the shopkeeper.|दुकान है दुकानवाला नहीं है।
अन्त्रदोषः क्लेशते माम्।|Intestinal problem troubles me.|आंत के विकार ने मुझे क्लेश पहुँचा रखा है।
देशाय मरणं श्रेयस्करं भवति।|It is better to die for the nation .|देश के लिए मृत्यु श्रेयस्कर है।
ग्रन्थालयः सुदीर्घः वर्तते।|The library is very big.|पुस्तकालय बहुत बड़ा है।
लशुनं नैवाहं खादामि।|I do not eat garlic.|मैं लहसुन नहीं खाता।
सुखस्य दुःखस्य न कोऽपि दाता, परः ददाति इति कुबुद्धिः, एषा अहं करोमि इति वृथा-अभिमानः, स्व-कर्म-सूत्रे ग्रथितः हि लोकः॥|It is foolish to think that someone else gives happiness or sorrow in life and false pride to believe that 'I do', Our life is tied to the thread of actions.|जीवन में सुख या दुःख कोई दूसरा देता है, ऐसा सोचना ही कुबुद्धि है और 'मैं ही करता हूं' यह मानना झूठा अभिमान, हमारा जीवन कर्मों के सूत्र में बँधा हुआ है।
