Sanskrit|English|Hindi
पाम्पन् सेतोः निर्माणं आगमिनि मासे पूर्णतां प्राप्स्यति।|Construction of the Pampan bridge will be completed next month.|पंपन पुल का निर्माण अगले महीने पूरा हो जाएगा।
चेन्नै> पाम्पन् द्वीपं रामेश्वरं च भूखण्डेन सह संबध्नातुम् आविष्कृतं नूतनलोहमार्गनिर्माणम् अन्तिमपादं प्राप्नोति।|CHENNAI> The construction of a new railway invented to connect Pampan Island and Rameshwaram with the landmass is reaching its final leg.|चेन्नई> पंपन द्वीप और रामेश्वरम को भूभाग से जोड़ने के लिए आविष्कार की गई नई रेलवे का निर्माण अपने अंतिम चरण में पहुंच रहा है।
महानौकायाः गमनसमये सेतुः उपरि उत्थास्यति।|The bridge will rise up as the great boat passes.|जैसे ही बड़ी नाव गुजरेगी, पुल ऊपर उठ जाएगा।
तदर्थं भीमाकारस्य उत्थापनयन्त्रस्य (Lift) Span इत्यस्य अतीव कठिनतरः उद्ग्रथनकर्म एव इदानीं प्रचलत् अस्ति।|Therefore, the very difficult erection of the huge lift span is now underway.|इसलिए, विशाल लिफ्ट स्पैन का बहुत कठिन निर्माण अब चल रहा है।
प्रक्षुब्धे समुद्रे २.८ कि. मि. आयते निर्मितस्य सेतोः३३१ स्थम्भाः९९स्तम्भबन्धाः (Grider ) च सन्ति।|The 2.8 km bridge in the rough sea has 331 pillars and 99 griders.|अशांत समुद्र में 2.8 किमी लंबे पुल में 331 खंभे और 99 ग्रिडर हैं।
जूण् मासस्य अन्तिमपादे सेतोः निर्माणप्रवर्तनानि पूर्णतां प्राप्स्यति इति दक्षिण-रेल्-यानविभागस्य अधिकारिणा प्रोक्तमस्ति।|Construction work on the bridge will be completed by the end of June, an official of the Southern Railway Department said.|दक्षिण रेलवे विभाग के एक अधिकारी ने कहा कि पुल का निर्माण जून के अंत तक पूरा हो जाएगा।
यः ऐश्वर्यमदे लिप्तः वर्तते यः बुभुक्षितः वर्तते यः कामभावनया पूर्णः भवति यश्च अहङ्कारयुक्तः स्यात् एतेषु जनेषु विवेकः न्यूनः भवति।|Those who are intoxicated with the lust of wealth, who are suffering from hunger, who are lustful, who are egotistical, those human beings lack good conscience.|जो ऐश्वर्य के मद से मत्त हैं, भूख से पीड़ित हैं, जो कामी हैं, जो अहंकार युक्त हैं, उन मनुष्यों में सद्विवेक की कमी हो जाती है।
ऐश्वर्य-मद-मत्तानां क्षुधितानां च कामिनाम् अहङ्काररतानां च विवेकः नहि जायते॥|Those who are intoxicated with the lust of wealth, who are suffering from hunger, who are lustful, who are egotistical, those human beings lack good conscience.|जो ऐश्वर्य के मद से मत्त हैं, भूख से पीड़ित हैं, जो कामी हैं, जो अहंकार युक्त हैं, उन मनुष्यों में सद्विवेक की कमी हो जाती है।
ध्येयनिष्ठः क्लेशान् सहते।|One who is focussed on the goal endures hardships.|ध्येयनिष्ठ व्यक्ति कठिनाइयों को सहता है।
दायित्वं स्वीकुरु न त्वं बाला अधुना।|Accept responsibility, you are not child anymore.|दायित्व को स्वीकार करो तुम अब बालिका नहीं हो।
वर्णमालायां कति व्यञ्जनानि सन्ति।|How many consonants are there in the table of alphabets?|वर्णमाला में कितने व्यंजन होते हैं। 
वृक्षेषु अपि चैतन्यं भवति भोः।|There is consciousness even in trees, my friend.|पेड़ों में भी चेतना होती है, मेरे मित्र।
पयोहिमं न उदराय लाभप्रदं स्यात्।|Ice cream is perhaps not beneficial for the stomach.|आईस्क्रीम पेट के लिए लाभकारी नहीं होती है।
सम्यक् गृहाण छूरिकाम्।|Hold the knife properly.|चाकू को सही से पकड़ो।
मातुः स्पर्शः मृदुः भवति।|A mother's touch is gentle.|माँ का स्पर्श कोमल होता है।
सर्पः फूत्कृत्य भाययति अस्मान्।|The snake hissed, frightening us.|साँप फूंककर हमें डराता है।
परिश्रमिणः सर्वसिद्धयः करस्थाः भवन्ति।|Diligent ones attain all the success.|परिश्रमी सभी सफलताओं को प्राप्त कर लेता है। 
चत्वारः पुरुषार्थाः पालनीयाः।|The four purusharthas should be pursued.|चार पुरुषार्थों का पालन करना चाहिए।
घटे अभिमन्त्रितं जलम् आसीत्।|There was consecrated water in the jar.|लोटे में पवित्रीकृत जल था।
