Sanskrit|English|Hindi
केजरीवालः स्वयमेव न्यायालये तर्कं कृतवान्।|Kejriwal himself argued in court.|केजरीवाल ने खुद कोर्ट में दलील दी।
उक्तम् - मुख्यमन्त्रिणं ग्रहीतुं चत्वारि निवेदनानि पर्याप्तानि वा?|It was said: Are four petitions enough to arrest the Chief Minister?|कहा गया, क्या मुख्यमंत्री को गिरफ्तार करने के लिए चार याचिकाएं काफी हैं?
मद्यनीतिप्रकरणे गृहीतः दिल्लीनगरस्य मुख्यमन्त्री अरविन्दकेजरीवालः राउस् एवेन्यू न्यायालये प्रस्तुतः ।|Delhi Chief Minister Arvind Kejriwal, who was arrested in the liquor policy case, was produced before the Rouse Avenue court.|शराब नीति मामले में गिरफ्तार दिल्ली के मुख्यमंत्री अरविंद केजरीवाल को राउज एवेन्यू कोर्ट में पेश किया गया.
केजरीवालः तस्य ग्रहणस्य विरोधं कुर्वन् अवदत् यत् अस्मिन् प्रकरणे मम नाम केवलं चतुर्षु स्थानेषु एव प्रादुर्भूतम्।|"My name appeared in only four places in this case," Kejriwal protested against the arrest.|केजरीवाल ने गिरफ्तारी का विरोध करते हुए कहा, 'इस मामले में मेरा नाम सिर्फ चार जगहों पर आया.'
कतिपयनिवेदनानि दत्तानि।|A few requests were given.|कुछ निवेदन दिये गये।
क्या ये 4 दलीलें मुख्यमंत्री को गिरफ्तार करने के लिए काफी हैं?|Are these 4 submissions enough to arrest the Chief Minister?|क्या ये 4 दलीलें मुख्यमंत्री को गिरफ्तार करने के लिए काफी हैं?
अरविन्दकेजरीवालस्य मुख्यमन्त्रीपदात् निष्कासनार्थं याचिकायाः ​​विषये दिल्ली उच्चन्यायालये श्रवणं जातम्।|The Delhi High Court heard a petition seeking the removal of Arvind Kejriwal as Chief Minister.|दिल्ली हाई कोर्ट ने अरविंद केजरीवाल को मुख्यमंत्री पद से हटाने की मांग वाली याचिका पर सुनवाई की।
दिल्ली-उच्चन्यायालयस्य कार्यवाहकः मुख्यन्यायाधीशः अस्मिन् विषये हस्तक्षेपं कर्तुं न अङ्गीकृतवान्।|The acting chief justice of the Delhi High Court refused to intervene in the matter.|दिल्ली हाई कोर्ट के कार्यवाहक मुख्य न्यायाधीश ने इस मामले में हस्तक्षेप करने से इनकार कर दिया।
एसीजे मनमोहनः अवदत् यत् "अस्माभिः याचना न श्रोतव्या। एषः राजनैतिकः विषयः अस्ति, यः न्यायपालिकायाः ​​कार्यक्षेत्रे न आगच्छति।|एसीजे मनमोहन ने कहा, "हमें याचिका पर सुनवाई नहीं करनी चाहिए। यह एक राजनीतिक मुद्दा है जो न्यायपालिका के दायरे में नहीं आता है।"|"We should not hear the petition. This is a political issue that does not come under the purview of the judiciary," ACJ Manmohan said.
धारावाहिकं गीताप्रश्नोत्तरम् -२७|Gita QnA Series - 27|धारावाहिक-गीताप्रश्नोत्तर -२७
(पञ्चमोऽध्यायः प्रारभ्यते)|(Chapter 5 begins)|(अध्याय 5 आरंभ)
अर्जुनः - हे भगवन्! तव वचनैः अहं नितरां भ्रमितः अस्मि।|Arjuna: O Lord! I am constantly confused by your words.|अर्जुन: हे भगवान! मैं आपकी बातों से लगातार भ्रमित रहता हूं.
त्वं कदाचित् कर्मणां त्यागम् अर्थात् सांख्ययोगं प्रशंससि, कदाचिच्च कर्मयोगं हि प्रशंससि, किमर्थम् एवम्?|You sometimes praise the renunciation of actions, that is, Sankhya Yoga, and sometimes you praise Karma Yoga, why is that?|आप कभी कर्मों के त्याग अर्थात् सांख्य योग की प्रशंसा करते हैं और कभी कर्म योग की प्रशंसा करते हैं, ऐसा क्यों?
