Sanskrit|English|Hindi
इरानस्य राष्ट्रपतिः सहयात्रिकाश्च उदग्रयानदुर्घटनया मृताः।|Iran's president and his passengers have been killed in a car crash.|ईरान के राष्ट्रपति और उनके यात्रियों की एक कार दुर्घटना में मौत हो गई है।
राष्ट्रपतिम् अतिरिच्य उदग्रयाने विदेशकार्यमन्त्री, इतरे प्रशासनकर्ताश्च।|Besides the President, the Minister of Foreign Affairs and other administrators were in the Udgrayana.|उदग्रयान में राष्ट्रपति के अलावा विदेश मंत्री और अन्य प्रशासक थे।
टहरान्> रविवासरे उदग्रयानदुर्घटनावधेयाः इरानस्य राष्ट्रपतिः इब्राहिम रय्सिवर्यः [६३] विदेशकार्यमन्त्री हुसैन् अमीर् अब्दुल्लाहियानः [६०]  अन्ये यात्रिकाश्च मृत्युवशं प्राप्ताः इति इरानराष्ट्रेण दृढीकृतम्।|TEHRAN> Iran has confirmed that Iranian President Ebrahim Raisi, [63] Foreign Minister Hossein Amir Abdullahian, [60] and other passengers were killed in a plane crash on Sunday.|तेहरान> ईरान के राष्ट्रपति इब्राहिम रायसी, [63] विदेश मंत्री हुसैन अमीर अब्दुल्लाहियां, [60] और अन्य यात्री रविवार को एक विमान दुर्घटना में मारे गए, ईरान ने पुष्टि की।
दिनद्वयं यावत् इरानजनतायाः प्रार्थना विफला जाता।|For two days the prayers of the Iranian people failed.|दो दिनों तक ईरानी लोगों की प्रार्थनाएँ विफल रहीं।
राष्ट्रे पञ्चदिनात्मकं दुःखाचरणं प्रख्यापितम्।|A five-day mourning was declared in the nation.|देश में पांच दिन का शोक घोषित किया गया।
इरानस्य उत्तरपश्चिमप्रान्तप्रदेशे असर्बैजानस्थे जोफापर्वतमण्डले रविवासरे मध्याह्ने राष्ट्रपतेः 'बेल् २१२' नामकमुदग्रयानं दुर्घटनाविधेयमभवत्।|The president's Bell 212 crashed in the Jofa mountain range in Azerbaijan, Iran's northwestern province, at noon on Sunday.|राष्ट्रपति का बेल 212 रविवार को दोपहर के समय ईरान के उत्तर-पश्चिमी प्रांत अजरबैजान में जोफ़ा पर्वत श्रृंखला में दुर्घटनाग्रस्त हो गया।
दुष्टं पर्यावरणं हिमानी च अस्याः कारणमिति सूच्यते।|Bad environment and glaciers are suggested to be the cause.|खराब पर्यावरण और ग्लेशियरों को इसका कारण बताया गया है।
तुर्की रष्या राष्ट्रयोः साह्येन कृते अन्वीक्षणे भञ्जितं उदग्रयानं मृतशरीराणि च दृष्टानि।|A search carried out with the assistance of Turkey and Russia found the wrecked plane and dead bodies.|तुर्की और रूस की सहायता से की गई खोज में पलटे हुए वाहन का मलबा और शव मिले।
पञ्चमचरणे मतदानं ६०%।|Voting in the fifth round is 60%.|पांचवें राउंड में 60 फीसदी वोटिंग हुई है।
नवदिल्ली> लोकसभानिर्वाचनस्य पञ्चमे चरणे ६० % जनाः स्वाभिमतं विनियुक्तवन्तः।|New Delhi> 60% of the people cast their votes in the fifth phase of the Lok Sabha elections.|नई दिल्ली> लोकसभा चुनाव के पांचवें चरण में 60 फीसदी लोगों ने वोट डाले।
षट् राज्येषु केन्द्रप्रशासनप्रदेशद्वये च ४९ मण्डलेषु आसीत् ह्यः निर्वाचनं सम्पन्नम्।|Elections were held in 49 districts in six states and two union territories.|छह राज्यों और दो केंद्र शासित प्रदेशों के 49 जिलों में चुनाव हुए।
अधिकतमं मतदानं पश्चिमवंगे आसीत्।|The highest turnout was in West Bengal.|सबसे ज्यादा मतदान पश्चिम बंगाल में हुआ।
न्यूनतमं तु महाराष्ट्रे।|Least in Maharashtra.|कम से कम महाराष्ट्र में।
अनेन ४२८ मण्डलेषु निर्वाचनं पूर्तीकृतम्।|This completed the elections in 428 constituencies.|इससे 428 निर्वाचन क्षेत्रों में चुनाव संपन्न हुआ।
