Sanskrit|English|Hindi
वंगान्तस्समुद्रे चक्रवातसाध्यता।|The possibility of a cyclone in the bay of bengal.|बंगाल की खाड़ी में चक्रवात की आशंका।
केरले वर्षा अनुवर्तते।|Rain follows in Kerala.|केरल में बारिश जारी है।
अनन्तपुरी> वंगान्तस्समुद्रे अद्य न्यूनमर्दरूपीकरणस्य साध्यता प्रोच्यते ऋतुविज्ञानीयविभागेन।|Ananthapuri> The Meteorological Department is reporting the possibility of depression in the bay of bengal today.|अनंतपुरी>मौसम विभाग आज बंगाल की खाड़ी में डिप्रेशन की संभावना बता रहा है।
शुक्रवासरे अयं न्यूनमर्दः चक्रवातेन सह तीव्रन्यूनमर्द इति रूपान्तरं प्राप्स्यतीति सूच्यते।|The low is expected to morph into a severe low with a cyclone on Friday.|शुक्रवार को चक्रवात के साथ न्यूनतम तापमान के गंभीर निम्न स्तर में बदलने की आशंका है।
तीव्रन्यूनमर्दः बङ्लादेश-म्यान्मरादि देशान् प्रति गमिष्यति।|The intense low crush will move towards Bangladesh, Myanmar and other countries.|तीव्र निम्न दबाव बांग्लादेश, म्यांमार और अन्य देशों की ओर बढ़ेगा।
केरले दिनचतुष्टयं यावदनुवर्तमाना ग्रीष्मकालवर्षा दिनत्रयपर्यन्तम् अनुवर्तिष्यते।|The summer rains that continued for four days in Kerala will continue for three days.|केरल में चार दिनों से जारी गर्मी की बारिश तीन दिनों तक जारी रहेगी।
विविधजनपदेषु जागरणनिर्देशः कृतः।|Vigilance were ordered in various districts.|विभिन्न जिलों में चौकसी का आदेश दिया गया।
पत्तनंतिट्टा इटुक्की जनपदाभ्यां अद्य अतितीव्रवर्षायाः रक्तजागरणसूचना दत्ता।|A blood alert has been issued for heavy rains in Pattanantitta and Itukki districts today.|पट्टानंतीटा और इटुकी जिलों ने आज भारी बारिश के लिए रेड अलर्ट जारी किया है।
श्वः इयं सूचना इटुक्की पालक्काट् जनपदाभ्यां च।|This information will be issued tomorrow from Itukki and Palakkad districts.|यह सूचना कल इटुकी और पलक्कड़ जिलों से जारी की जाएगी।
अन्येभ्यः अष्ट जनपदेभ्यः तीव्रवर्षायाः ओरञ्च् जागरणसूचना दत्ता।|Eight other districts have been issued an orange warning of heavy rains.|आठ अन्य जिलों को भारी बारिश की नारंगी चेतावनी जारी की गई है।
