Sanskrit|English|Hindi
पंजाबहरियाणायो: विभिन्नभागेषु अपि भूकम्पः।|The quake also struck various parts of Punjab and Haryana|पंजाब और हरियाणा के विभिन्न हिस्सों में भी भूकंप आया।
राष्ट्रिय-भूकम्प-विज्ञान-केन्द्रेण प्रतिपादितं यत् भूकम्पस्य हिन्डोल: रात्रौ 9:34 वादने अनुभूत:।|The National Seismological Center confirmed that the quake was felt at 9:34 pm.|राष्ट्रीय भूकंप विज्ञान केंद्र ने पुष्टि की कि भूकंप रात 9:34 बजे महसूस किया गया।
चंडीगढम् समेत्य पञ्जाब-हरियाणायो: विभिन्न-भागेषु अपि भूकम्पस्य अल्पप्रभावयुता: हिन्डोला: समनुभूता:।|Various parts of Punjab and Haryana including Chandigarh also felt carousels with little impact of the quake.|चंडीगढ़ सहित पंजाब और हरियाणा के विभिन्न हिस्सों में भी भूकंप का बहुत कम प्रभाव महसूस किया गया।
शिमलायां ऋतुविज्ञानविभागस्य अधिकारिभि: प्रोदितं यत् भूकम्प: चंबा जनपदे 10 किलोमीटर्-मितायां गहनातायाम् आगत:।|शिमला में मौसम विभाग के अधिकारियों ने कहा कि भूकंप चंबा जिले में 10 किमी की गहराई पर आया।|The quake struck at a depth of 10 km in Chamba district, officials of the meteorological department in Shimla said.
अधिकारिण: प्रतिपादितवन्त: यत् कतिपयहोराः यावत् समागते अस्मिन् भूकम्पे हिमाचलप्रदेशस्य केष्वपि भूभागेषु जन-धनक्षति: नैव सूच्यते।|Officials said no casualties were reported in any part of Himachal Pradesh in the quake that lasted for several hours.|अधिकारियों ने बताया कि कई घंटों तक आए भूकंप में हिमाचल प्रदेश के किसी भी हिस्से में किसी के हताहत होने की खबर नहीं है।
हिमाचल-प्रदेशस्य धरा हिन्दोलिता, (5.3) दशमलवोत्तर त्र्यधिक-पञ्च-मिताद् तीव्रतायुताद् भू हिन्डोलनाद् भीता: पर्वता:, परं साम्प्रतं न जाता काचिद् जनधनक्षति:।|The earth in Himachal Pradesh was shaken, (5.3) the mountains were frightened by the earthquake with an intensity of more than three to five degrees north, but at present no damage to people and property has occurred.|दशमलव बिंदु के उत्तर में तीन से पांच डिग्री से अधिक की तीव्रता वाले भूकंप से हिमाचल प्रदेश में धरती हिल गई, (5.3) पहाड़ डर गए, लेकिन फिलहाल जन-धन की कोई क्षति नहीं हुई है।
हिमाचल-प्रदेशस्य चम्बां, हमीरपुरं, कुल्लूं च समेतेषु समीपवर्तिषु अपि क्षेत्रेषु वारद्वयं भूकम्पस्य प्रचण्डः हिन्दोलः अनुभूतः।|Nearby areas including Chamba, Hamirpur and Kullu in Himachal Pradesh were also shaken twice by the earthquake.|हिमाचल प्रदेश के चंबा, हमीरपुर और कुल्लू समेत आसपास के इलाके भी दो बार भूकंप से हिले।
परं सौभागधेयेन कासांचित् जनधनक्षतीनां सूचना नास्ति।|Fortunately, no casualties have been reported.|सौभाग्य से, किसी के हताहत होने की सूचना नहीं है।
नुकसा नेशनल् सेंटर् फॉर् सीस्मोलॉजी इत्यनेन भूकम्प-विज्ञान-विभागेन एतद्विषये पुष्टि: प्रदत्ता अस्ति।|The Nukasa National Center for Seismology has provided confirmation of the incident.|नुकासा नेशनल सेंटर फॉर सीस्मोलॉजी डिपार्टमेंट ऑफ सीस्मोलॉजी ने घटना की पुष्टि की है।
वस्तुतः भागेन प्रतिपाद्यते यत्  भूकम्पमापिन्याम् अस्य भूकम्पस्य तीव्रता 5.3 मिता वेगयुता अवर्तत।|In fact, it is partly stated that the magnitude of the earthquake was 5.3 meters on the seismometer.|वास्तव में, यह आंशिक रूप से कहा गया है कि भूकंप की तीव्रता भूकंपमापी पर 5.3 मीटर थी।
