Sanskrit|English|Hindi
लोकसभा-निर्वाचनस्य चतुर्थचरणस्य मतदानं समारब्धम्।|Polling for the fourth phase of the Lok Sabha elections has begun.|लोकसभा चुनाव के चौथे चरण का मतदान शुरू हो गया है।
लोकसभा निर्वाचनस्य चतुर्थचरणस्य मतदानम् अद्य प्रातः सप्तवादने समारब्धम्।|Polling for the fourth phase of the Lok Sabha elections began at 7 am today.|लोकसभा चुनाव के चौथे चरण का मतदान आज सुबह सात बजे शुरू हो गया।
नवराज्यानाम् एकस्य केद्रशासितप्रदशस्य च षण्णवतिः लोकसभासनेषु भवति अद्यतनमतदानम्।|Today's polls are taking place in 96 Lok Sabha seats in nine states and one union territory.|आज नौ राज्यों और एक केंद्र शासित प्रदेश की 96 लोकसभा सीटों पर मतदान हो रहा है।
मतदानस्य पूर्वदिने झारखण्डे विस्फोटे चतुर्णां मृत्युः।|Four killed in blast in Jharkhand on the eve of polls|मतदान की पूर्वसंध्या पर झारखंड में विस्फोट में चार की मौत।
लोकसभानिर्वाचनस्य चतुर्थचरणस्य मतदानात् एकदिनपूर्वं झारखण्डे महती घटना जाता।|A day before the fourth phase of Lok Sabha polls, a major incident took place in Jharkhand.|लोकसभा चुनाव के चौथे चरण के मतदान से एक दिन पहले झारखंड में बड़ा हादसा हो गया।
अत्र पलामुक्षेत्रे विस्फोटे त्रयः नवयुवकाः अन्यः एकः, आहत्य चत्वारः जनाः मृताः, जनद्वयं च आहतौ इति सूचना अस्ति।|Four people were killed and two others injured in the blast in Palamu area.|पलामू इलाके में हुए विस्फोट में चार लोगों की मौत हो गई और दो अन्य घायल हो गए।
प्राप्तप्रतिवेदनानुसारं मनातूक्षेत्रे एकस्मिन् अवकरविक्रेतुः स्थाने विस्फोटः अभवत्।|According to reports, the blast occurred at a tax shop in the Manatu area.|खबरों के मुताबिक, यह धमाका मनातू इलाके के एक टैक्स दुकान में हुआ।
एकः वरिष्ठः अधिकारी अवदत् यत् राञ्जीतः प्रायः १९० कि.मी दूरे दुर्घटना अभवत्।|A senior official said the accident happened about 190 km from Ranji.|एक वरिष्ठ अधिकारी ने बताया कि हादसा रणजी से करीब 190 किलोमीटर दूर हुआ।
लोकसभानिर्वाचनस्य पूर्वसंध्यायां घटितायाः घटनायाः कारणानाम् अन्वेषणं चलति।|The causes of the incident, which took place on the eve of the Lok Sabha elections, are under investigation.|लोकसभा चुनाव की पूर्व संध्या पर हुई इस घटना के कारणों की जांच की जा रही है।
देहल्याम् उत्तरप्रदेशे च चक्रवातस्य, बिहारतः बङ्गालपर्यन्तं प्रचण्डवृष्टेः सम्भावना।|Chance of cyclones in Delhi and Uttar Pradesh, heavy rains from Bihar to Bengal.|दिल्ली और उत्तर प्रदेश में चक्रवात की आशंका, बिहार से बंगाल तक भारी बारिश।
राष्ट्रराजधानीदिल्लीसहितं सम्पूर्णे उत्तरभारते तप्ततापस्य प्रकोपः निरन्तरं जायमानः अस्ति।|The scorching heat continues to grip across northern India, including the national capital Delhi.|राष्ट्रीय राजधानी दिल्ली समेत पूरे उत्तर भारत में भीषण गर्मी का प्रकोप जारी है।
उष्णपराह्णे जनाः स्वगृहात् निर्गन्तुं कष्टम् अनुभवन्ति।|People find it difficult to leave their homes on a hot afternoon.|तपती दोपहरी में लोगों का घर से निकलना मुश्किल हो जाता है।
रात्रौ अपि तापमानवृद्ध्या जनाः उद्विग्नमनाः सञ्जाताः सन्ति।|Even at night, people are worried about the temperature rise.|रात में भी लोग तापमान बढ़ने से परेशान हैं।
तस्मिन् एव काले अधुना जलवायुविभागेन दक्षिणओडिशा-कर्नाटक-केरल-तेलङ्गान-बिहार-उत्तरप्रदेशराज्येषु चक्रवातस्य सम्भावना प्रकटिता अस्ति।|At the same time, the Met Department has now warned of a cyclone in southern Odisha, Karnataka, Kerala, Telangana, Bihar and Uttar Pradesh.|वहीं, मौसम विभाग ने अब दक्षिणी ओडिशा, कर्नाटक, केरल, तेलंगाना, बिहार और उत्तर प्रदेश में चक्रवात की चेतावनी दी है।
एतेन सह मध्यमवृष्ट्याः च वज्रपातस्य च पूर्वानुमानं कृतम् अस्ति।|Along with this, moderate rain and thunderstorms are forecast.|इसके साथ ही मध्यम बारिश और आंधी का भी अनुमान है।
अहो! देवस्य करुणा गतिः, संस्कृतस्य महान् विद्वान् प्रचारकः डॉ. गजेन्द्रपण्डा दिवङ्गतवान्।|Oh! The compassionate move of God, the great scholar and preacher of Sanskrit, Dr. Gajendra Panda passed away.|ओह! ईश्वर की दयालु चाल, संस्कृत के महान विद्वान एवं उपदेशक डॉ. गजेंद्र पांडा का निधन।
गुजरातस्य अग्रगण्यः संस्कृतविद्वान् डॉ. गजेन्द्रपण्डामहोदयस्य हृदयाघातेन निधनं जातम्।|The leading Sanskrit scholar of Gujarat, Dr. Mr. Gajendra Panda died of a heart attack.|गुजरात के प्रमुख संस्कृत विद्वान डॉ. श्री गजेंद्र पांडा का दिल का दौरा पड़ने से निधन हो गया।
महोदयः अहमदाबादनगरस्य एल.डी.आर्ट्समहाविद्यालये प्राध्यापकः आसीत्।|The gentleman was a professor at L.D. Arts College, Ahmedabad.|श्रीमान एल.डी. आर्ट्स कॉलेज, अहमदाबाद में प्रोफेसर थे।
सः संस्कृतक्षेत्रे अतीव सम्माननीयः आसीत्।|He was very respected in the field of Sanskrit.|संस्कृत के क्षेत्र में उनका बहुत सम्मान था।
