Sanskrit|English|Hindi
प्रशासनरूपीकरणाय मोदिवर्ये राष्ट्रपतिभवने प्राप्ते।|After Mr. Modi arrived at the Rashtrapati Bhavan for government formation.|श्री मोदी सरकार गठन के लिए राष्ट्रपति भवन पहुंचने के पश्चात।
केरलाय द्वौ केन्द्रमन्त्रिणौ।|Two Union Ministers for Kerala.|केरल के लिए दो केंद्रीय मंत्री।
सुरेष् गोपिः जोर्ज्कुर्यश्च सत्यवाचनमकुरुताम्।|Suresh Gopi and George Kurien took the oath.|सुरेश गोपी और जॉर्ज कुरियन ने शपथ ली।
नवदिल्ली> इदंप्रथमतया लोकसभां प्रति केरलराज्यात् भाजपा सदस्यरूपेण चितः कैरल्याः अतुल्यः चलच्चित्राभिनेता सुरेष् गोपिः समेषां केरलीयानाम् अभिलाषं सार्थकं कृत्वा केन्द्रमन्त्रिरूपेण दैवनाम्नि शपथवाचनमकरोत्।|NEW DELHI: Kerala's incomparable film actor Suresh Gopi, who was elected as a BJP member from Kerala for the first time to the Lok Sabha, took oath as a Union Minister in the name of God, fulfilling the wishes of all Keralites.|नई दिल्ली> केरल के अतुलनीय फिल्म अभिनेता सुरेश गोपी, जो पहली बार केरल से भाजपा सदस्य के रूप में लोकसभा के लिए चुने गए, ने सभी केरलवासियों की इच्छाओं को पूरा करते हुए, भगवान के नाम पर केंद्रीय मंत्री के रूप में शपथ ली।
तृश्शूर मण्डलादेव सः भाजपा स्थानाशिरूपेण स्पर्धयित्वा विजितवान्।|From Thrissur constituency, he contested as a BJP candidate and won.|त्रिशूर निर्वाचन क्षेत्र से उन्होंने भाजपा उम्मीदवार के रूप में चुनाव लड़ा और जीत हासिल की।
सहमन्त्रिपदमेव तेन लब्धम्।|He got the post of minister of state.|उन्हें राज्य मंत्री का पद मिला।
संसदीयसदस्यत्वं विना नरेन्द्रमोदिनः सर्वकारे अन्तर्भूतस्य जोर्ज् कुर्यस्य मन्त्रिपदप्राप्तिः अप्रतीक्षिता आसीत्।|George Lurien, who was in Narendra Modi's government without being a member of parliament, was unexpected to become a minister.|जॉर्ज कुरियन, जो संसद सदस्य न होते हुए भी नरेन्द्र मोदी की सरकार में थे, का मंत्री बनना अप्रत्याशित था।
४४ वर्षाणि यावत् भाजपा दलाय अनुवर्तितस्य अचञ्चलविश्वासस्य श्रद्धायाश्च प्रतिफलं भवति कुर्यवर्यं केन्द्रमन्त्रिपदं नीतम्।|Mr. Kurien has been appointed as a Union Minister as a reward for his unwavering faith and devotion to the BJP for 44 years.|श्री कुरियन को 44 वर्षों तक भाजपा के प्रति उनकी अटूट आस्था और समर्पण के पुरस्कार स्वरूप केन्द्रीय मंत्री नियुक्त किया गया है।
भाजपादलस्य केन्द्रनिर्वाहकसमित्यङ्गः, न्यूनपक्षायोगस्य उपाध्यक्षः एवं दलेन नियुक्तानि नैकानि स्थानानि तेनालङ्कृतानि।|He is a member of the Central Executive Committee of the BJP, Vice-Chairman of the Minority Party Commission and has held several posts appointed by the party.|वह भाजपा की केंद्रीय कार्यकारी समिति के सदस्य, अल्पसंख्यक पार्टी आयोग के उपाध्यक्ष और पार्टी द्वारा नियुक्त कई पदों पर रहे हैं।
मोदिनः शपथवाचनसमारोहे विदेशराष्ट्रनेतारः भागं स्वीकुर्वन्ति।|Foreign leaders will attend Modi's swearing-in ceremony.|मोदी के शपथ ग्रहण समारोह में विदेशी नेता शामिल होंगे।
