Sanskrit|English|Hindi
विक्रयिकः अवञ्चित्वा विक्रीणीते।|The seller sells without cheating.|विक्रेता वञ्चना किए बिना बेचता है।
उपनेत्रस्य वामकाचः मनाग् भग्नः।|The left lens of the glasses is slightly broken.|चश्मे का बायां कांच थोड़ा टूटा हुआ है।
इक्षुदण्डरसः रोचते मह्यम्।|I like sugarcane juice.|मुझे गन्ने का रस अच्छा लगता है।
आकाशात् पतितं तोयं यथा गच्छति सागरम्।|As the water that falls from the sky goes (flows) into the ocean.|जैसे आकाश से गिरा जल समुद्र में जाता है।
पञ्चाङ्गं दृष्ट्वा तिथिं ज्ञापय माम्।|Look at the calendar and inform me the date.|पंचांग देखकर मुझे तिथि बताओ।
दूरनियन्त्रकेन किं वाहिनीपरिवर्तनं कुर्याम्।|Could I change the channel with the remote?|क्या मैं दूरनियन्त्रक से वाहिनी बदलूँ।
सर्वदेवनमस्कारः केशवं प्रति गच्छति।|Salutations to all the devas transfer to Keshava.|सभी देवताओं को किया गया नमस्कार केशव को जाता है।
अनया कुञ्चिकया पिधेहि।|Lock with this key.|इस कुञ्चिका से बंद करो।
नीलवर्णीया एषा शाटिका।|This sari is blue.|यह साड़ी नीले रंग की है।
न मे भक्तः प्रणश्यति।|My devotee never perishes.|मेरा भक्त कभी नष्ट नहीं होता।
दुःखानि प्राप्यन्ते दुरभ्यासैः न तु दुरदृष्टैः।|Sorrows are obtained through bad habits, not bad luck.|दुःख अनुचित अभ्यास से प्राप्त होते हैं न कि कुभाग्य से।
नारिकेलतैलं लेपयामि।|I am applying coconut oil.|मैं नारियल तेल लगाता हूँ।
नामपट्टिका नास्ति गृहस्य पुरतः।|There is no nameplate in front of the house.|घर के सामने नामपट्टिका नहीं है।
नृत्यन्तः विवाहस्थलं यान्ति।|They go dancing to the wedding venue.|वे नाचते हुए विवाहस्थल जाते हैं।
दीर्घतराय आयुषे अल्पतरं धनं पर्याप्तम्।|Less wealth is sufficient for a longer life.|लंबे जीवन के लिए कम धन पर्याप्त है।
राष्ट्रभक्तिः सार्थकजीवनाय अलम्।|Patriotism is enough for a meaningful life.|राष्ट्रभक्ति सार्थक जीवन के लिए पर्याप्त है।
न हि ज्ञानसदृशं पवित्रम् इह विद्यते।|There is nothing as pure as knowledge in this world.|इस लोक में ज्ञान के समान पवित्र कुछ भी नहीं है।
कृषकः हलेन भूमिं कर्षति।|The farmer tills the land with a plow.|किसान हल से भूमि जोतता है।
सुराणाम् ईशः सुरेशः अस्ति।|The lord of the Suras (Devas) is Suresha.|सुरों का शासक सुरेश है।
द्वादश रोटिकाः खादति दिनं दिनं सः।|He eats twelve rotis every day.|वह प्रतिदिन बारह रोटियाँ खाता है।
अन्यायपूर्वकम् अर्जितं धनं नश्यति इत्यस्मिन् विषये किञ्चन चिन्तनमत्र विधीयते।|Reflection on the topic that unjustly acquired wealth is destroyed.|
केनचन अध्यापकेन पूर्वं कदाचिद् अहमुक्तः आसं यत् तस्य मित्रेण केनचन वणिजा एकं महार्घं नूतनकारयानं क्रीतमासीत्।|Once a teacher told me that one of his merchant friends had bought a very expensive new car.|
क्रयणस्य केषाञ्चन दिनानाम् अनन्तरं हि सहसा तत् कारयानम् एकस्मिन् गर्ते पतित्वा पूर्णतः भग्नं जातम्।|A few days after the purchase, the car suddenly fell into a ditch and was completely destroyed.|
चालकेन सह अन्ये पञ्च तद्यानरूढाः कथञ्चिद् दैवाद्वा जीविताः।|The driver and five others who were in the car somehow survived by divine intervention.|
यदा सः अध्यापकः तस्य वणिजः सान्त्वनार्थं तस्य समीपं गतवान् तदा सः वणिक् तं स्वयमेव पश्चातापेन वक्तुम् आरभत - मित्र ! यत् जातं सम्यगेव जातम्, अशुद्धतया अर्जितधनं नष्टम्।|When the teacher went to console the merchant, the merchant began to speak in repentance: "Friend, what happened was right, the illicitly acquired wealth is lost."|
ममैव दुष्कर्मफलमेतत्। इयमेव ममोपरि ईश्वरकृपा यत् अनया घटनया न कोऽपि मृतः।|This is the result of my bad deeds. It is God's grace upon me that no one died in this incident.|
