Sanskrit|English|Hindi
२० - २० क्रिकेट विश्वचषकस्पर्धायां पाकिस्थानं विरुध्य भारतस्य विजयः।|India's victory over Pakistan in the 20-20 Cricket World Cup.|20-20 क्रिकेट वर्ल्ड कप में भारत की पाकिस्तान पर जीत।
न्यूयोर्क्> विश्वचषकस्पर्धासु चिरवैरिणः पाकिस्थानस्य उपरि आधिपत्यमनुवर्त्य भारतम्।|NEW YORK> India followed their dominance over long-time rivals Pakistan in the World Cup.|न्यूयॉर्क> भारत ने विश्व कप में अपने लंबे समय के प्रतिद्वंद्वी पाकिस्तान पर अपना दबदबा बरकरार रखा।
रविवासरे सम्पन्ने विंशति - २० विश्वचषकस्पर्धायां पाकिस्थानं षट् धावनाङ्कैः पराजित्य पट्टिकायां प्रथमस्थानं प्राप।|Pakistan was beaten by six runs to top the table in the Twenty20 World Cup on Sunday.|रविवार को ट्वेंटी-20 विश्व कप में पाकिस्तान को छह रन से हराकर तालिका में शीर्ष पर पहुंच गया।
प्रतिद्वन्द्वस्य प्रथमचरणे भारतं २० क्षेपणचक्रेषु ११९ धावनाङ्कान् सम्पाद्य बहिर्गतम्।|In the first innings of the match, India were bowled out for 119 in 20 rounds.|मैच की पहली पारी में भारत 20 ओवर में 119 रन पर आउट हो गया।
अनन्तरं क्षेपणचरणे जस्प्रीत बुम्रस्य अत्युज्वले क्षेपणचक्रे पाकिस्थानं २० क्षेपणचक्रेषु ७ - ११३ इति क्रमेण बहिरनयत्।|Later in the throwing phase, Jasprit Bumrah's bright throwing wheel took Pakistan out 7-113 in 20 wickets.|बाद में थ्रोइंग चरण में, जसप्रित बुमरा के उज्ज्वल थ्रोइंग व्हील ने पाकिस्तान को 20 विकेट में 7-113 से बाहर कर दिया।
एकस्मिन् समये पराजयम् अभिमुखीकृतं भारतं बुम्रस्य श्रेष्ठं क्षेपणमेव विजयप्रापणाय सहायकमभवत्।|India, who were facing defeat at one point, were helped to win by Bumrah's excellent throw.|एक समय हार का सामना कर रहे भारत को बुमराह के बेहतरीन थ्रो ने जीत दिलाई।
अतः स एव श्रेष्ठक्रीडकः।|So he is the best player.|इसलिए वह सर्वश्रेष्ठ खिलाड़ी हैं।
नुस्रैत् आक्रमणे मरणानि २७८ अभवन्।|The death toll from the Nusrait attack was 278.|नुसरित हमले में मरने वालों की संख्या थी 278।
गासा सिटि> मध्यगासायां 'नुस् रैत्' नामके अभयार्थिशिबिरे हमासेन वासं कारितवतां बन्धितानां मोचनाय इस्रायलेन कृते सैनिकप्रक्रमे निहतानां संख्या २७४ जाता।|Gaza City> The death toll from an Israeli military operation to free Hamas hostages in the Nusrait refugee camp in central Gaza has risen to 278.|गाजा सिटी> मध्य गाजा में नुसरित शरणार्थी शिविर में हमास के बंधकों को मुक्त कराने के लिए इजरायली सैन्य अभियान में मरने वालों की संख्या 278 तक बढ़ गई है।
असंख्यैः जनैः निवासं क्रियमाणः प्रदेशो भवति नुस् रैत्।|Nusrait is a region inhabited by countless people.|नुसरित एक ऐसा क्षेत्र है जहां अनगिनत लोग रहते हैं।
तत्र शनिवासरे इस्रायलेन भुषुण्डिप्रयोगः आरब्धः।|Israel began using firearms there on Saturday.|इजराइल ने शनिवार को वहां आग्नेयास्त्रों का प्रयोग शुरू कर दिया।
हमासेन प्रत्याक्रमणं कृतम्।|Hamas counterattacked.|हमास ने पलटवार किया।
सैनिकप्रमेण चत्वारः बन्धिताः मोचिताः इति इस्रायलेन निगदितम्।|Israel reported that four hostages were released on military grounds.|इज़राइल ने बताया कि चार बंधकों को सैन्य आधार पर रिहा कर दिया गया।
गुणवन्तः क्लिश्यन्ते प्रायेण भवन्ति निर्गुणाः सुखिनः। बन्धनम् आयान्ति शुकाः यथा-इष्ट-संचारिणः काकाः॥|The virtuous person has to suffer pain and the one without virtue remains happy like the parrot is put in a cage because of its beauty but the crow roams freely in the sky.|गुणवान को क्लेश भोगना पड़ता है और निर्गुण सुखी रहता है जैसे कि तोता अपनी सुन्दरता के गुण के कारण पिंजरे में डाल दिया जाता है किन्तु कौवा आकाश में स्वच्छन्द विचरण करता है।
धारावाहिकं गीताप्रश्नोत्तरम् - ६२||
श्रीकृष्णः -  किञ्चित्पूर्वम् एतत् सर्वम् उचितमेव इत्युक्तं त्वया नु ! तत् कथम् अर्जुन?||
अर्जुनः - यतोहि भगवन् ! त्वम् अनन्तः, सकलदेवानाम् अधिपतिः, अखिलजगतः मूलाधारः च असि । त्वमेव अक्षरस्वरूपः, सदसच्च, तत्परमपि यत्किञ्चित् स्यात्, तत्सर्वं त्वमेव असि । हे परमेश्वर ! त्वं गुरूणाम् अपि गुरुः, अन्यत्किं, ब्रह्मणोऽपि जनयिता असि । एतादृशं त्वां सिद्धसमुदायाः, समस्तदेवाः च कथं वा न नमस्कुर्युः।||
