Sanskrit|English|Hindi
पुल्वामायां द्वौ भीकरौ हतौ।|Two terrorists were killed in Pulwama.|पुलवामा में दो आतंकी मारे गए।
श्रीनगरम्> जम्मु काश्मीरस्य पुल्वामा जनपदे द्वौ लष्कर् ई तोयबा भीकरौ भारतसैन्येन सह प्रतिद्वन्द्वे हतौ।|Srinagar - Two Lashkar-e-Toiba militants were killed in an encounter with Indian troops in Pulwama district of Jammu and Kashmir.|श्रीनगर: जम्मू-कश्मीर के पुलवामा जिले में भारतीय सैनिकों के साथ मुठभेड़ में लश्कर-ए-तैयबा के दो आतंकवादी मारे गये।
रियास् दरः, रयीस् दरः इत्येतौ एव हतौ।|Rias Dar and Rayis Dar were the only ones killed.|रियास दर और रईस दर ही मारे गए थे।
गुप्तसूचनामनुसृत्य दक्षिणकाश्मीरस्य निहामप्रदेशे रविवासरस्य रात्रावेव ससैन्येन काश्मीर् आरक्षकदलेन अन्वेषणमारब्धमासीत्।|Following a tip-off, an army-led Kashmir Reserve Team had launched a search operation in Niham region of southern Kashmir on Sunday night.|एक गुप्त सूचना के बाद, कश्मीर रिजर्व टीम (केआरजी) ने रविवार रात दक्षिणी कश्मीर के निहाम क्षेत्र में एक तलाशी अभियान शुरू किया।
अन्येद्युः प्रभाते एकस्मात् गृहात् सैन्यं प्रति भुषुण्डिप्रयोगः जातः।|The next morning a gunshot was fired from a house at the army|अगली सुबह एक घर से सेना पर गोली चलाई गई।
प्रत्याक्रमणे गृहस्थितौ द्वौ भीकरौ हतौ च।|Two terrorists who were at home were killed in the counterattack|जवाबी कार्रवाई में घर पर मौजूद दो आतंकवादी मारे गए।
उष्णतरङ्गेण भारते २०० जनाः हताः।|Heat wave kills 200 people in India.|भारत में लू से 200 लोगों की मौत।
नवदिल्ली> उष्णतरङ्गदुर्घटनया भारतस्य विविध-प्रदेशेषु द्विशताधिकाः जनाः मृत्युमुपगताः १४१ जनाः ओडीषा देशेशे मृताः।|New Delhi> More than 200 people have died in various parts of India in the heat wave disaster, with 141 deaths in Odisha.|नई दिल्ली> लू की आपदा के कारण भारत के विभिन्न हिस्सों में 200 से अधिक लोगों की मौत हो गई है, जिनमें से 141 मौतें ओडिशा में हुई हैं।
उत्तरप्रदेश-बिहार-ओडीषा प्रदेशेषु त्रिंशदधिकाः निर्वाचनोद्योगिनः सूर्यातपेन मृताः आसन्।|More than thirty election workers in Uttar Pradesh, Bihar and Odisha had died in the sun.|उत्तर प्रदेश, बिहार और ओडिशा में तीस से अधिक चुनाव कर्मियों की धूप से झुलसने से मौत हो गई थी।
एषु दिनेषु सूर्यातपतापमानः ५० डिग्रि सेल्स्यस् आसीत्।|These days the sunny temperature was 50 degrees Celsius.|इन दिनों धूप का तापमान 50 डिग्री सेल्सियस था।
