Sanskrit|English|Hindi
धारावाहिकं गीताप्रश्नोत्तरम् -४५||
अर्जुनः - भगवत्प्राप्तिद्वारा किं भवेत् भगवन्?||
श्रीकृष्णः - ये मद्भक्तजनाः महात्मानः मय्येव परमं प्रेम कृत्वा मां प्राप्नुयुः, ते प्रतिक्षणं विनाशशीलमिदं दुःखालयं, पुनर्जन्म च न प्राप्नुवन्ति।||
अर्जुनः - यदि तादृशानां पुनर्जन्म न भवति, तर्हि केषां पुनर्जन्म भवति भगवन्?||
श्रीकृष्णः - हे धनञ्जय! आब्रह्मलोकं सर्वे लोकाः पुनरावर्तिनः सन्ति।||
एतान् लोकान् प्राप्य तेषां पुनरावर्तनं सम्भवति, अर्थात् ते पुनर्जन्म प्राप्नुवन्ति एव।||
परन्तु हे पार्थ! मां प्राप्य ते पुनः न जायन्ते, अपितु मत्स्वरूपम् एव प्राप्नुवन्ति।||
अर्जुनः - भगवन्! मया स्पष्टं न ज्ञातं यत्, ते लोकाः पुनरावर्तिनः इति, तत्कथम्?||
श्रीकृष्णः - अर्जुन! ते लोकाः कालावधियुक्ताः सन्ति, अर्थात् नश्वराः सन्ति इति विद्धि।||
अर्जुनः - कालावधिः इत्युक्ते किं भगवन्?||
श्रीकृष्णः - कालेन सीमिताः एते लोकाः।||
शृणु, कालतत्त्वस्य ज्ञानिनः जानन्ति यत् ब्रह्मणः एकं दिनं मनुष्यस्य सहस्रयुगसमं भवति, तावान् एव कालावधिः ब्रह्मणः एकः रात्रिसमः भवति।||
कालद्वयस्य साकल्यात् एतावान् दीर्घकालः ब्रह्मणः एकः अहोरात्रः भवति।||
ब्रह्मणः दिनारम्भे, तस्य सूक्ष्मशरीरात् सर्वे प्राणिनः प्रकटीभवन्ति।||
पुनश्च, ब्रह्मणः रात्र्यारम्भे तस्य सूक्ष्मशरीरे ते सर्वे प्राणिनः विलीयन्ते।||
प्राणिजगतः अयमेव सृष्टिप्रलयक्रमः स्यात्।||
अर्जुनः - एवं किमर्थं वा ते प्राणिनः पुनः पुनः जायन्ते, म्रियन्ते च भगवन्?||
श्रीकृष्णः - अर्जुन! प्राणिनां समुदायः रागद्वेषयुक्तस्य स्वभावस्य कारणतः, प्रकृतिवशः भवति।||
अतः ब्रह्मणि जागरिते, अर्थात् दिनारम्भे ते तस्मात् उत्पद्यन्ते, ब्रह्मणि सुप्ते सति, अर्थात्  रात्र्यारम्भे च ते तस्मिन् विलीयन्ते।||
अर्जुनः - भगवन्! ब्रह्मणोऽपि, अर्थात् अव्यक्तात् अपि अन्यः कश्चन श्रेष्ठः अस्ति किम्, यश्च न कदापि विनश्यति?||
श्रीकृष्णः - शोभना जिज्ञासा तव, अर्जुन ! ब्रह्मणोऽपि श्रेष्ठः अस्ति एकः सनातनः, निरन्तरं विद्यमानः, भावरूपः, अव्यक्तः, यश्च 'परमात्मा' इति नाम्ना ज्ञायते।||
यः सर्वेषु प्राणिषु विनश्यत्सु अपि न नश्यति, सः एव अव्यक्तः, अक्षरः, परमगतिः इति विविधैः नामभिः आख्यायते।||
यं प्राप्य जीवाः पुनः दुःखमये संसारेऽस्मिन् न आवर्तन्ते, तदेव मदीयं परमं धाम, अर्थात् मत्स्वरूपं वर्तते अर्जुन।||
इति (गीता - ८/१५-२१)||
भूमेः अन्त्यं  निर्णीतम्।|The end of the earth is decided.|पृथ्वी का अंत तय हो गया है।
अतितापम् अतिजीवितुं प्रयासः भविष्यति।|It will be an attempt to survive the overheating.|यह अति ताप से बचने का एक प्रयास होगा।
भूमिः एकभूखण्डः भविष्यति इति अध्ययनम्।|The study that the land will be a single block.|अध्ययन है कि भूमि एक ही भूखंड होगी।
कस्मिंश्चित् दिने विश्वान्त्यं भविष्यति इति प्रायेण सर्वे जनाः विश्वसन्ति।|Almost everyone believes that the world will end someday.|लगभग हर कोई मानता है कि दुनिया एक दिन खत्म हो जाएगी।
किन्तु २५० दशलक्षं संवत्सराणाम् अन्तराले अधुना एव भूमौ तापमानम् अत्युन्नतिं प्राप्स्यन्ति।|But in 250 million years, Earth's temperature will rise dramatically right now.|लेकिन 250 मिलियन वर्षों में, पृथ्वी का तापमान अभी नाटकीय रूप से बढ़ जाएगा।
तत्कारणेन भूमेः अन्त्यं भविष्यति इति अध्ययनफलं बहिरागतमस्ति।|That is why the results of the study have come out that the earth will come to an end.|इसीलिए अध्ययन के नतीजे यह निकले हैं कि पृथ्वी का अंत हो जाएगा।
सङ्गणकानुकरणानि उपयुज्य ब्रिस्टोल् विश्वविद्यालयस्य वैज्ञानिकाः एव अध्ययनमिदं आयोजितम्।|The study was conducted by scientists at the University of Bristol using computer simulations.|यह अध्ययन ब्रिस्टल विश्वविद्यालय के वैज्ञानिकों द्वारा कंप्यूटर सिमुलेशन का उपयोग करके आयोजित किया गया था।
स्तनन्धयाः जीविनः भूमुखात् संपूर्णतया वंशनाशम् एष्यति इति अध्ययनं सूचयति।|Studies suggest that mammals will be completele extinct from the face of the earth.|अध्ययनों से पता चलता है किस्तनपायी प्रा‍णी पृथ्वी से पूरी तरह विलुप्त हो जाएगा।
जीवजालानि एताम् अवस्थाम् अतिजीवन्ति चेत् ४०° -७०° सेल्ष्यस् मध्ये तापमाने जीवनं नेतुं निर्बन्धितानि च भविष्यन्ति।|If the organisms survive this condition, they will be restricted to living at temperatures between 40° and 70° Celsius.|यदि जीव इस स्थिति में जीवित रहते हैं, तो वे 40° और 70° सेल्सियस के बीच तापमान पर रहने तक सीमित रहेंगे।
जम्मुकाश्मीरे पूञ्च् प्रदेशे भीकराक्रमणः।|Terrible attack in Poonch region of Jammu and Kashmir.|जम्मू-कश्मीर के पुंछ इलाके में भयानक हमला।
सैनिकस्य वीरमृत्युः।|The heroic death of a soldier.|एक सैनिक की वीरतापूर्ण मृत्यु।
पञ्च सैनिकाः व्रणिताः।|Five soldiers were wounded.|पांच सैनिक घायल हो गये।
जम्मुकाश्मीरस्य पूञ्च् प्रदेशे व्योमसेनायाः यानं प्रति जायमाने भीकराक्रमणे एकस्य सैनिकस्य वीरमृत्युः अभवत्।|A soldier was killed in a terrorist attack on an Air Force vehicle in Poonch region of Jammu and Kashmir.|जम्मू-कश्मीर के पुंछ इलाके में वायुसेना की गाड़ी पर हुए आतंकी हमले में एक जवान शहीद हो गया।
एकस्य स्थितिः गुरुतरा वर्तते।|One's situation is more serious.|किसी की स्थिति और गम्भीर है।
सुरान् कोट्टे मण्डलस्य सनायि-ग्रामे आसीत् भीकराणाम् आक्रमणम्।|The attack by terrorists took place in the village of Sanai in Surankote district.|यह आतंकियों द्वारा हमला सुरनकोट जिले के सनाई गांव में हुआ।
सैनिकवाहनस्योपरि द्वौ भीकरौ गोलिकाप्रहरं कृतवन्तौ आस्ताम्।|Two terrorists had opened fire on the military vehicle.|दो आतंकियों ने सैन्य वाहन पर फायरिंग कर दी थी।
व्रणिताः सैनिकाः उदम्पूरस्य सैनिकातुरालयं प्रविष्टाः।|The wounded soldiers were admitted to the military hospital in Udampur.|घायल जवानों को उदमपुर के सैन्य अस्पताल में भर्ती कराया गया।
राष्ट्रियरैफिल्स् इति सैनिकविभागेन घटनासंबन्धितया अन्वेषणम् आरब्धम्।|The Rashtritya Rifles have launched an investigation into the incident.|नेशनल रैफल्स ने घटना की जांच शुरू कर दी है।
नारी-स्तनभर-नाभी-देशं दृष्ट्वा मा गा मोह-आवेशम्, एतत् मास-वसा-आदि विकारं मनसि विचिन्तय वारं वारम्।|Seeing a woman's full breasts and the region of around the navel, do not be deluded, think about this disorder of flesh and fat in your mind again and again.|किसी स्त्री के भरे हुए स्तनों और नाभि के आसपास के क्षेत्र को देखकर भ्रमित न हो, बार-बार मन में मांस और मेद के इस विकार के बारे में सोचें।
वरटा तु बहुना बलेन दंशति।|The wasp stings with great force.|ततैया बड़ी शक्ति से डंक मारता है।
तिमिङ्गिलः न एषु प्रदेशेषु प्राप्यते।|Whale is not found in these regions.|इन प्रदेशों में व्हेल नहीं मिलती।
श्लोकस्य अन्वयमपि कुरुत।|(You all) explain the meaning of the verse as well.|(तुम लोग) श्लोक का अन्वय भी करो।
पठितः पाठः बाल्यं स्मारितवान्।|The lesson read, reminded of childhood.|पढ़े हुए पाठ ने बाल्यकाल का स्मरण करा दिया ।
ईशभजनं वर्धतां शीघ्रम्।|Devotion to God should grow rapidly.|भगवान् के प्रति भक्ति शीघ्रता से बढ़े।
जवनिका पुटीकृता।|The curtain is folded (pleated).|परदा घरी किया गया।
धैर्यशाली धनम् अवाप्नोति।|Courageous person attains wealth.|धैर्यशील व्यक्ति धन प्राप्त करता है।
शङ्खं धमति सः उच्चैः।|He blows the conch loudly.|वह शंख को ऊंचे स्वर में बजाता है।
कृशः स्थूलम् आह्वयति युद्धार्थम्।|The weak challenges the strong for the battle.|बलहीन व्यक्ति बलवान् को युद्ध के लिए ललकारता है।
भृत्यः भारं वहति सर्वत्र।|The servant carries the load  everywhere.|सेवक सर्वत्र बोझ उठाकर ले जाता है।
विषयवासनायाः कारणेन चित्तस्य या विषमता उत्पन्ना सा एव विषमस्ति न तु सामान्यविषं विषमिति उच्यते यतो हि विषस्तु एकस्य जन्मनः एव नाशं करोति किन्तु विषयाणां वासना तु नैकानि जन्मानि एव नाशयति।|The disparity of the mind due to sense gratification is poison, poison is not called poison, because poison destroys only one birth, sense gratification destroys birth after birth.|विषय-वासना के कारण चित्त की विषमता ही विष है, विष - विष नहीं कहलाता है, क्योंकि विष तो एक जन्म का ही विनाश करता है, विषय-वासना तो जन्म-जन्मांतर को नष्ट कर देते हैं।
