Sanskrit|English|Hindi
कालः सर्वेषां परीक्षां करोति।|Time tests everyone.|समय सबकी परीक्षा लेता है।
धारावाहिकं गीताप्रश्नोत्तरम् -२९|Serial Gita QnA - 29|धारावाहिक गीताप्रश्नोत्तर -29
अर्जुनः - भगवन्! ज्ञानयोगी न वा कर्म करोति, न च कारयति इत्युक्तं त्वया, परन्तु किं परमात्मा एव कर्मार्थं वाध्यपूर्वकं तं कर्मणि नियोजयति किम्?|Arjuna: Lord! You have said that the yogi of knowledge neither does nor causes to be done, but does the Supreme Self Himself forcefully engage him in action for the sake of action?|अर्जुन - भगवन्! आपने कहा है कि ज्ञानयोगी न तो कर्म करता है और न ही कराता है, परन्तु क्या स्वयं परमात्मा उसे कर्म के लिये बलपूर्वक कर्म में प्रवृत्त करता है?
श्रीकृष्णः - नहि अर्जुन! परमात्मा न कस्यचिदपि कर्तृत्वं रचयति, न वा केनचित् कर्म कारयति, नहि वा कर्मणा सह फलस्य संयोगं हि करोति।|Sri Krishna: No, Arjuna! The Supreme Self does not create the doership of anyone, nor does He cause anyone to act, nor does He associate the fruit with the action.|श्रीकृष्ण: नहीं अर्जुन! परमात्मा न तो किसी का कर्तृत्व बनाता है, न किसी से कर्म कराता है और न ही कर्म के साथ फल को जोड़ता है।
परन्तु मनुष्याः स्वकीयेन स्वभावेन एव कर्म कुर्वन्ति, स्वात्मनि कर्तृत्वम् आरोपयन्ति, तस्मात् हि कर्मफलेन सह स्वतः सम्बन्धः भवति।|But men act by their own nature, attributing doership to themselves, and therefore have an automatic relationship with the fruit of action.|लेकिन मनुष्य अपने स्वभाव के अनुसार कार्य करते हैं, कर्तापन का श्रेय स्वयं को देते हैं, और इसलिए कर्म के फल के साथ उनका स्वचालित संबंध होता है।
अर्जुनः - तर्हि परमात्मा कस्यचिदपि कर्तृत्वादीनि न रचयति, किन्तु प्राणिनां कर्मफलं तु ग्रहिष्यति किल?|Arjuna: Then the Supreme Soul does not create anyone's doership, etc., but will He take the fruits of the actions of living beings?|अर्जुन: तो फिर परमात्मा किसी का कर्तृत्व आदि नहीं बनाता, लेकिन क्या वह प्राणियों के कर्मों का फल लेगा?|
श्रीकृष्णः - कस्यचित् कर्मफलम् अर्थात् पापपुण्यादिकं सर्वव्यापि परमात्मा नैव कदापि ग्रहिष्यति अर्जुन! परन्तु अज्ञानेन आवृताः मूढमतयः मनुष्याः मुह्यन्ति अर्थात् स्वयमेव कर्मणां कर्तृत्वं, भोक्तृत्वं च मन्यन्ते, तस्मादेव ते वारम्वारं जायन्ते, म्रियन्ते च।||
ज्ञानाभावात् तेषां गमनागमनरूपा संसृतिः एवमेव सततं प्रवर्तते।|Because of the lack of knowledge, their life and death cycle in the form of coming and going continues in this way constantly.|ज्ञान के अभाव के कारण उनका जीवन और मृत्यु का आना-जाना रूपी चक्र इसी प्रकार निरंतर चलता रहता है।
अर्जुनः - तर्हि किं भगवन्! सर्वे अपि प्राणिनः स्वात्मानं कर्तारं, भोक्तारं च मत्वा मोहिताः भवेयुः वा?|Arjuna: Then what, Lord! Should all beings be deluded into thinking of themselves as doers and enjoyers?|अर्जुन: फिर क्या, भगवन्! क्या सभी प्राणियों को स्वयं को कर्ता और भोक्ता समझने का भ्रम होना चाहिए?
श्रीकृष्णः - सर्वे नहि अर्जुन! ये आत्मज्ञानद्वारा स्वस्मिन् स्थितम् अज्ञानं नाशितवन्तः, तेषां तत् सूर्यप्रकाशवत् ज्ञानं तान् कर्तृत्वभोक्तृत्वरहितान् विधाय परमात्मानं प्रकाशयति, अर्थात् तान् परमात्मानम् अनुभावयति।|Sri Krishna: Not all, Arjuna! Those who have destroyed the ignorance in themselves through self-knowledge, that knowledge, like the light of the sun, illuminates the Supreme Self by making them devoid of doer and consumer, that is, it perceives the Supreme Self.|श्रीकृष्ण - बिल्कुल नहीं, अर्जुन! जिन्होंने आत्म-ज्ञान के द्वारा अपने अन्दर के अज्ञान को नष्ट कर लिया है, वह ज्ञान सूर्य के प्रकाश की भाँति उन्हें कर्ता और भोक्ता से रहित बनाकर परमात्मा को प्रकाशित करता है अर्थात् परमात्मा का साक्षात्कार कराता है।
