Sanskrit|English|Hindi
सर्वथा न एतत् आश्चर्यं यत् त्वं हरि-गणेश्वर न विस्मरसि सुस्निग्धम् उपकारं कृतम् शुभम्।|Hey Kapiraja! If you are not forgetting the great favor done by your friend with great affection, then there is nothing surprising in it, because such is the nature of good men.|हे कपिराज! मित्र के द्वारा अत्यन्त स्नेहपूर्वक किए गए उत्तम उपकार को यदि आप भूल नहीं रहे हैं तो इसमें कोई आश्चर्य की बात नहीं है, क्योंकि अच्छे पुरुषों का ऐसा ही स्वभाव होता है।
हे चाञ्चलहृदये त्वया खलु सती-पत्नी-व्रतादिकं निरास्तं चकृषे तथा च स्वपरिवारजनानाम् अपि गालीवचांसि आकर्ण्य तद्युवकस्य तव मेमिलीषा न अपास्ता ईषदपि।|“O fickle-hearted girl, You have broken Your marriage vow. Everyone knows how Your family members are criticizing You, but still You stubbornly persist in seeing that fellow.”|“हे चंचल हृदय वाली लड़की, तुमने अपनी विवाह प्रतिज्ञा तोड़ दी है। सभी जानते हैं कि तुम्हारे परिवार वाले आपकी कितनी आलोचना कर रहे हैं, लेकिन फिर भी आप उस व्यक्ति से मिलने की जिद करते हैं।
अहह प्रिये सखि अहं किं करवाणि यदा दैत्यशत्रोः वेणुशब्दं मत्कर्णपथे आयाति तदानीम् एव क्षणम् अपि आत्मनं नियन्तुं न पारये।|Radha replied, “Ah friend! What can I do? As soon as I hear the first sound of the flute of the enemy of the demons, I am simply unable to restrain Myself.”|राधा ने उत्तर दिया, “अरे सखी! मैं क्या कर सकती हूँ? जैसे ही मैं राक्षसों के शत्रु की बांसुरी की पहली ध्वनि सुनती हूं, मैं स्वयं को रोकने में असमर्थ हो जाती हूं।
गतं कुल-वधू-व्रतं विदितम् एव तत्-तत्-वचस् तथापि तरलाशये न विमता असि। कः दुर्ग्रहः?|The bride's vow and your own promise were broken, yet you did not turn away from the instability of the mind. Why this obsession?|कुलवधू का व्रत और स्वयं का वचन भंग हो गया फिर भी मन की अस्थिरता से विमुख नहीं। क्यों यह मनोग्रस्ति।
करोमि सखि किं श्रुते दनुज-वैरि-वंशी-रवे मनागपि मनः न मे सुमुखि धैर्यम् आलम्बते।|O friend, what can I do? When I hear the sound of the demon-enemy's flute, I have no patience in my mind?|हे सखी, क्या कर सकती हूं? जब मैं दैत्य-शत्रु की बांसुरी का नाद सुनती हूं तो मेरे मन धैर्य नहीं रहता।
अञ्जना-नन्दनं वीरं जानकी-शोक-नाशनम् कपीशम् अक्ष-हन्तारं वन्दे लङ्का-भयङ्करम्॥|I make obeisance to the hero who's dear to Anjana (his mother), the destroyer of Sita's sorrow, the lord of the monkeys, the slayer of (Ravana's son)  AkSha, and a terror to Lanka.|मैं उस वीर को नमस्कार करता हूं जो अंजना (उनकी मां) को प्रिय है, जो सीता के दुःख का हरण करने वाला, वानरों का स्वामी, (रावण के पुत्र) अक्ष का वध करने वाला और लंका को आतंकित करने वाला है।
किशोरः गायकः अस्ति।|Kishore is a singer.|किशोर गायक है।
मातामही मह्यम् ऊर्णायुं ददाति।|Grandmother gives me a woollen blanket.|नानी मुझे ऊनी शाल देती है।
अनुजा उर्णनाभात् बिभेति।|The younger sister is afraid of a spider.|छोटी बहन मकड़े से डरती है।
हस्तिनापुरस्य दुर्दैवम् एतत्।|This is the misfortune of Hastinapur.|हस्तिनापुर का यह दुर्भाग्य है।
किं मया कर्तव्यं गुरो।|What should I do, teacher?|मैं क्या करूँ, गुरुजी?
माता स्वशिशोः मुखं जिघ्रति।|Mother smells her baby's face.|मां अपने शिशु का मुँह सूंघती है।
सेवकः हट्टं गच्छति।|The servant goes to the market.|सेवक बाजार जाता है।
शकुन्तलया भरतः पोषितः।|Bharata is fostered by Shakuntala.|भरत को शकुन्तला ने पाला है।
वानराः वस्तूनि चोरयन्ति।|The monkeys steal things.|बंदर सामान चुरा लेते हैं।
मम पितुः नाम न जानासि।|You do not know my father's name.|तुम मेरे पिता का नाम नहीं जानते।
यः समस्यां पुरतः विलोक्य न क्लेशते अपितु बुद्ध्या निवारणाय प्रयतते दुःखं च शान्त्या सहते सः सर्वान् शत्रून् जयति।|The brave man who never gets sad when faced with any problem, but takes recourse to industriousness with caution and bears sorrow at the right time, his enemies are always defeated.|जो धुरंधर महापुरुष आपत्ति पड़ने पर कभी दुःखी नहीं होता, बल्कि सावधानी के साथ उद्योग का आश्रय लेता है तथा समय पर दुःख सहता है, उसके शत्रु सदैव पराजित ही रहते हैं।
प्राप्य आपदं न व्यथते कदाचिद् उद्योगम् अन्विच्छति च अप्रमत्तः दुःखं च काले सहते महात्मा धुरन्धरः तस्य जिताः सपत्नाः।|The brave man who never gets sad when faced with any problem, but takes recourse to industriousness with caution and bears sorrow at the right time, his enemies are always defeated.|जो धुरंधर महापुरुष आपत्ति पड़ने पर कभी दुःखी नहीं होता, बल्कि सावधानी के साथ उद्योग का आश्रय लेता है तथा समय पर दुःख सहता है, उसके शत्रु सदैव पराजित ही रहते हैं।
