Sanskrit|English|Hindi
लोकसभानिर्वाचनस्य षष्ठं चरणमद्य।|The sixth phase of the Lok Sabha elections is underway today.|लोकसभा चुनाव का छठा चरण आज जारी है।
नवदिल्ली> भारते लोकसभानिर्वाचनस्य षष्ठं चरणम् अद्य सम्पद्यते।|New Delhi> The sixth phase of Lok Sabha elections in India is underway today.|नई दिल्ली> भारत में लोकसभा चुनाव का छठा चरण आज जारी है।
सप्त राज्येषु एकस्मिन् केन्द्रप्रशासनप्रदेशे च व्याप्य स्थितेषु ५८ मण्डलेषु जनाः स्वाभिमतम् उल्लेखयन्ति।|People are voting in 58 districts spanning seven states and one union territory.|सात राज्यों और एक केंद्र शासित प्रदेश के 58 जिलों में लोग मतदान कर रहे हैं।
ओडीशा विधानसभायाः चतुर्षु मण्डलेषु च अद्य निर्वाचनं प्रचलति।|Elections are underway in four districts of the Odisha Assembly today.|ओडिशा विधानसभा के चार जिलों में आज चुनाव हो रहे हैं।
दिल्ली - ७, उत्तरप्रदेशः १४ इत्येतानि मण्डलानि विना पञ्चाबः हरियानं मध्यप्रदेशः इत्यादिषु राज्येषु च निर्वाचनं सम्पद्यते।|Elections are also being held in states like Punjab, Haryana and Madhya Pradesh except Delhi - 7, Uttar Pradesh and 14 constituencies.|दिल्ली - 7, उत्तर प्रदेश और 14 निर्वाचन क्षेत्रों को छोड़कर पंजाब, हरियाणा और मध्य प्रदेश जैसे राज्यों में भी चुनाव हो रहे हैं।
राफादेशे सैनिकप्रक्रमान् स्थगयितुम् अन्ताराष्ट्रन्यायालयेन इस्रायेलः आदिष्टः।|The International Court of Justice has ordered Israel to suspend military operations in Rafah.|अंतर्राष्ट्रीय न्यायालय ने इज़राइल को राफ़ा में सैन्य अभियान निलंबित करने का आदेश दिया है।
राफादेशे सैनिकप्रक्रमान् स्थगयितुम् अन्ताराष्ट्रन्यायालयेन इस्रायेलः आदिष्टः।|The International Court of Justice has ordered Israel to suspend military operations in Rafah.|अंतर्राष्ट्रीय न्यायालय ने इज़राइल को राफ़ा में सैन्य अभियान निलंबित करने का आदेश दिया है।
तथापि इदानीमपि इस्रायेलेन पुनरपि व्योमाक्रमणं कृतम्।|However, Israel has launched another air strike.|हालाँकि, इज़राइल ने एक और हवाई हमला किया है।
आक्रमणस्य स्थगनाय शुक्रवासरे न्यायालयेन निर्दिष्टः आसन्।|were ordered by the court on Friday to stop the attack.|अदालत ने शुक्रवार को हमला रोकने का आदेश दिया था।
राफादेशे इस्रायेलः वंशहत्यां करोति इति उक्त्वा दक्षिणाफ्रिक्कया अन्ताराष्ट्रन्यायालयः संप्रार्थितः।|South Africa has petitioned the International Court of Justice for Israel's genocide in Rafah.|दक्षिण अफ़्रीका ने रफ़ा में इज़राइल के नरसंहार के लिए अंतर्राष्ट्रीय न्यायालय में याचिका दायर की है।
अत एव आसीत् न्यायालये वादः आरब्धः।|That was why the argument started in court.|तभी कोर्ट में बहस शुरू हो गई।
धारावाहिकं गीताप्रश्नोत्तरम् -५६||
अर्जुनः - अहो, महाकालः अपि भवान् एव अस्ति । पुनः अन्यत्र च त्वं क्व विराजसे, भगवन् ? किं स्वरूपं तव?||
