Sanskrit|English|Hindi
नियमविरुद्धं नियुक्तिप्रकरणे देहली-महिला-आयोगस्य २२३ कर्मचारिणः निष्कासिताः।|223 employees of the Delhi Commission for Women have been sacked in a case of recruitment against rules.|नियमों के विरुद्ध भर्ती के मामले में दिल्ली महिला आयोग के 223 कर्मचारियों को बर्खास्त कर दिया गया है।
एलजी वीके सक्सेनाद्वारा आदेशः।|Order by LG VK Saxena.|एलजी वीके सक्सेना का आदेश।
देहल्याम् एलजीवीके सक्सेना इत्यस्य आदेशेन महिला-आयोगस्य २२३ कर्मचारिणः तत्कालप्रभावेण निष्कासिताः।|In Delhi, 223 employees of the Women Commission have been sacked with immediate effect on the orders of LGVK Saxena.|एलजीवीके सक्सेना के आदेश पर दिल्ली में महिला आयोग के 223 कर्मचारियों को तत्काल प्रभाव से बर्खास्त कर दिया गया है।
दिल्लीमहिलाआयोगस्य अध्यक्षा स्वातिमालीवाला नियमविरुद्धं अनुमतिं विना नियुक्तवती इति आरोपः अस्ति।|Delhi Commission for Women chairperson Swatimaliwal has been accused of appointing her without permission contrary to rules.|दिल्ली महिला आयोग की अध्यक्ष स्वातिमालिवाल पर नियमों के विपरीत बिना अनुमति के नियुक्ति करने का आरोप लगा है।
डीसीडब्ल्यू-अधिनियमस्य उद्धरणं दत्त्वा आदेशे उक्तं यत् आयोगः केवलं ४० कर्मचारिणः एव नियोक्तुं शक्नोति।|Citing the DCW Act, the order said the commission can employ only 40 employees.|डीसीडब्ल्यू अधिनियम का हवाला देते हुए आदेश में कहा गया कि आयोग केवल 40 कर्मचारियों को ही नियुक्त कर सकता है।
परन्तु, एलजी इत्यस्य अनुमोदनं विना २२३ नूतनानि पदानि निर्मितानि सन्ति।|But, 223 new steps have been created without LG's approval.|लेकिन, एलजी की मंजूरी के बिना 223 नए कदम बनाए गए हैं।
स्वातिमालीवाला २०२४ तमस्य वर्षस्य जनवरीमासे आयोगस्य अध्यक्षपदं त्यक्तवती।|Swatimaliwala stepped down as chairperson of the commission in January.|स्वातिमालीवाला ने जनवरी में आयोग के अध्यक्ष पद से इस्तीफा दे दिया था।
अरविन्दकेजरीवालः ताम् आदमीदलस्य पक्षतः राज्यसभायां सांसदत्वेन नामाङ्कितं कृतवान् आसीत्।|Arvind Kejriwal had nominated her as an MP in the Rajya Sabha on behalf of the Aam Aadmi Party.|अरविंद केजरीवाल ने उन्हें आम आदमी पार्टी की ओर से राज्यसभा में सांसद के रूप में नामित किया था।
प्रधानमन्त्रिणः नरेन्द्रमोदिनः CAA विषये कोङ्ग्रेसचिन्तनस्य स्पष्टता|Prime Minister Narendra Modi's clarity of Congress thinking on CAA|CAA पर कांग्रेस की सोच पर प्रधानमंत्री नरेंद्र मोदी की स्पष्टता
लोकसभानिर्वाचनं २०२४ इत्यस्य दृढप्रचारः जायमानः अस्ति।|There is a strong campaign for the 2024 Lok Sabha elections.|2024 के लोकसभा चुनाव के लिए जोरदार प्रचार चल रहा है।
द्वयोः चरणयोः अनन्तरं अधुना तृतीयचरणस्य मतदानं ७ दिनाङ्के भविष्यति।|After two phases, the third phase of voting will now be held on the 7th.|दो चरणों के बाद अब 7 तारीख को तीसरे चरण का मतदान होगा।
अस्मात् पूर्वं सर्वेषां राजनैतिकदलानां नेतारः स्वस्वपक्षाय प्रचारं कुर्वन्तः स्वविरोधिनां उपरि आक्रमणं कुर्वन्तः सन्ति।|Prior to this, leaders of all political parties have been campaigning for their respective parties and attacking their opponents.|इससे पहले सभी राजनीतिक दलों के नेता अपनी-अपनी पार्टियों के लिए प्रचार कर रहे हैं और विरोधियों पर हमला बोल रहे हैं।
प्रधानमन्त्री नरेन्द्रमोदी गुरुवासरे गुजरातस्य जूनागढे अवदत् यत् कोङ्ग्रेसस्य कार्यसूच्यां द्वितीयक्रम सीएए अस्ति।|Prime Minister Narendra Modi said in Junagadh, Gujarat on Thursday that the second order on the Congress agenda is the CAA.|प्रधानमंत्री नरेंद्र मोदी ने गुरुवार को गुजरात के जूनागढ़ में कहा कि कांग्रेस के एजेंडे में दूसरे नंबर पर सीएए है।
अस्माकं समीपस्थेषु देशेषु ये जनाः निवसन्ति।|People who live in our neighboring countries.|जो लोग हमारे पड़ोसी देशों में रहते हैं।
तेषां दोषः अस्ति यत् ते हिन्दु-जैन-बौद्ध-ईसाई-पारसीधर्मावलभिनः सन्ति, ते तत्र उत्पीडिताः भवन्ति तिरस्क्रियन्ते च।|Their fault is that they are Hindu, Jain, Buddhist, Christian and Parsi, they are persecuted and rejected there.|उनका दोष यह है कि वे हिंदू, जैन, बौद्ध, ईसाई और पारसी हैं, उन्हें वहां प्रताड़ित किया जाता है और खारिज कर दिया जाता है।
तेषां केवलम् एकः एव आश्रयः अस्ति – मातुः भारत्याः अङ्कः।|They have only one refuge – the lap of Mother India.|उनका एक ही सहारा है- भारत माता की गोद।
ते कुत्र गमिष्यन्ति?|Where will they go?|वे कहाँ जाएंगे?
मया तेषां कृते नागरिकतानियमः आनीतः, परन्तु ते (कोङ्ग्रेसः) वदन्ति यत् ते अपि तस्य उन्मूलनं करिष्यन्ति।|I have brought the Citizenship Act to them, but they (Congress) say they will also abolish it.|मैं उनके लिए नागरिकता कानून लेकर आया हूं, लेकिन वे (कांग्रेस) कहते हैं कि हम इसे भी खत्म कर देंगे।
अहं कोङ्ग्रेसपक्षाय आह्वानं करोमि – भवन्तः न अनुच्छेदं ३७० पुनः स्थापयितुं शक्नुवन्ति, न च CAA-इत्यस्य उन्मूलनं कर्तुं शक्नुवन्ति” इति।|I challenge the Congress – you cannot restore Article 370 or abolish the CAA”.|मैं कांग्रेस को चुनौति देता हूं- आप धारा 370 को बहाल नहीं कर सकते या सीएए को खत्म नहीं कर सकते।
यया विना जगत्सर्वं शश्वज्-जीवन्-मृतं भवेत् ज्ञान-अधिदेवी या तस्यै सरस्वत्यै नमः नमः॥|Prostrations to Sarasvati, Without whom, the whole world would appear dead even though living and who is the presiding deity of knowledge.|सरस्वती को प्रणाम, जिनके बिना सारा संसार जीवित होते हुए भी मृत प्रतीत होता है और जो ज्ञान की अधिष्ठात्री देवी हैं।
मम पौत्रः तत्र क्रीडति।|My grandson plays there.|मेरा पोता वहाँ खेलता है।
लोमहर्षणस्य पुत्रः उग्रश्रवाः आसीत्।|Lomaharshana's son was Ugrashrava.|लोमहर्षण के पुत्र उग्रश्रवा थें।
कति दिनानि विगतानि।|How many days have passed?|कितने दिन बीत गए हैं?
उलूकः दर्पणं पश्यति।|The owl sees the mirror.|उल्लू दर्पण देखता है।
पर्वते हनूमान् तिष्ठति।|Hanuman stands on the mountain.|हनुमान् पर्वत पर खड़े हैं।
जिह्वालौल्यात् मांसं भक्षयसि।|Due to tongue's cravings, you eat meat.|जिह्वा के लोलुपता से तुम मांस खाते हो।
को नाम कौरवाणां पितामहः।|Who is the grandfather of the Kauravas?|कौरवों के पितामह कौन हैं?
सञ्जयदत्तस्य प्रशंसकः अस्ति सः।|He is a fan of Sanjaya Dutta.|वह संजय दत्त का प्रशंसक है।
किं कार्यं निर्दोषं जगति।|What work is faultless in this world?|इस संसार में कौनसा कार्य निर्दोष है?
शङ्कराचार्यः बहुज्ञः आसीत्।|Shankaracharya was highly knowledgeable.|शङ्कराचार्य बहुत ज्ञानी थें।
ऊर्णवस्त्रेषु स्फुलिङ्गाः दृश्यन्ते शिशिरे।|There are some sparks visible on woolen clothes during winter.|सर्दियों के दौरान ऊनी कपड़ों पर कुछ चमक दिखाई देती है।
वातावरणवैपरीत्येन ब्रसील् राष्ट्रे अतिवृष्टिः, जलोपप्लवेन ३० जनाः हताः।|Heavy rains and floods have killed 30 people in Brazil.|ब्राज़ील में भारी बारिश और बाढ़ से 30 लोगों की मौत हो गई है।
