Sanskrit|English|Hindi
सुनिल् छेत्री अन्ताराष्ट्रियपादकन्दुकक्रीडायाः निवृत्तः।|Sunil Chhetri retires from international football.|सुनील छेत्री ने अंतरराष्ट्रीय फुटबॉल से संन्यास ले लिया है।
कोल्कोत्ता> भारतस्य पादकन्दुकेतिहासः सुनिल् छेत्री वर्याय आराधकाणाम् अश्रुपूर्णं यात्रामङ्गलम्।|Kolkata> A tearful journey from the worshipers to Sunil Chhetri, the history of Indian football.|कोलकाता> भारतीय फुटबॉल का इतिहास, उपासकों से सुनील छेत्री तक का अश्रुपूर्ण सफर।
ह्यः कोल्कोत्तायां 'साल्ट् लैक्' क्रीडाङ्कणे सम्पन्नः भारत-कुवैट् विश्वचषकयोग्यताप्रतिद्वन्द्वः तस्य अन्तिमा अन्ताराष्ट्रियक्रीडा आसीत्।|His last international match was the India-Kuwait World Cup qualifier at the Salt Lake Stadium in Kolkata.|उनका आखिरी अंतरराष्ट्रीय मैच कोलकाता के साल्ट लेक स्टेडियम में भारत-कुवैत विश्व कप क्वालीफायर था।
भारत-कुवैट् स्पर्धा लक्ष्यकन्दुकरहितसमस्थितिं प्राप्ता।|The India-Kuwait match reached a goalless draw.|भारत-कुवैत मैच गोलरहित बराबरी पर पहुंच गया।
२००५ तमे वर्षे भारतस्य पादकन्दुकवस्त्रं धृतवान् छेत्रिवर्यः १९संवत्सराणि भारताय अक्रीडत्।|Chhetri, who took on the Indian football uniform in 2005, played for India for 19 years.|2005 में भारतीय फुटबॉल की वर्दी पहनने वाले छेत्री ने 19 साल तक भारत के लिए खेला।
२०१४ तमे वर्षे भारतस्य नायकपदम् अलंकृतवान्।|In 2014, he was named the Hero of India.|2014 में उन्हें भारत का हीरो नामित किया गया था।
१५१ क्रीडेभ्यः ९४ लक्ष्यकन्दुकाणि सम्पादितवान्।|Handled 94 target balls from 151 games.|151 खेलों में 94 लक्ष्य गेंदों को संभाला।
लोकसभानिर्वाचनं - एन् डि ए सख्याय निष्प्रभविजयः।|Lok Sabha elections - a disappointing victory for the NDA ally.|लोकसभा चुनाव - एनडीए सहयोगी के लिए निराशाजनक जीत।
मोदिनः नेतृत्वे तृतीयं प्रशासनं नवमदिनाङ्के।|Third administration led by Modi on the ninth.|नौवें पर मोदी के नेतृत्व में तीसरा प्रशासन।
वदिल्ली> भारतस्य अष्टादशे लोकसभानिर्वाचने भाजपादलेन नेतृत्वमावहते एन् डि ए सख्याय प्रतीक्षितः विजयः न लब्धः।|Delhi> The BJP-led NDA ally has not won the expected victory in India's 18th Lok Sabha elections.|दिल्ली> भारत के 18वें लोकसभा चुनाव में बीजेपी के नेतृत्व वाले एनडीए सहयोगी दल को अपेक्षित जीत नहीं मिली है।
