Sanskrit|English|Hindi
किर्गिस्थाने स्वदेशि-विदेशिसंघर्षः - भारतीयछात्राणां कृते जागरणनिर्देशः।|native-foreigner conflict in Kyrgyzstan - A warning message for Indian students.|किर्गिस्तान में देशी-विदेशी संघर्ष - भारतीय छात्रों के लिए एक चेतावनी संदेश।
नवदिल्ली> किर्गिस्थानराष्ट्रे स्वदेशीयाः विदेशीयाश्च मिथः प्रतिद्वन्दः अभवत्।|New Delhi> The country of Kyrgyzstan has become a clash between locals and foreigners.|नई दिल्ली> किर्गिस्तान देश स्थानीय और विदेशियों के बीच मुठभेड़ बन गया है।
अतः भारतीयछात्राः वासस्थानात् बहिर्गमनाय न उत्सहेरन्  इति विदेशकार्यमन्त्रालयेन  निर्दिष्टम्।|Therefore, the Ministry of External Affairs has directed that Indian students should not be encouraged to leave their residences.|इसलिए, विदेश मंत्रालय ने निर्देश दिया है कि भारतीय छात्रों को अपना निवास स्थान छोड़ने के लिए प्रोत्साहित नहीं किया जाना चाहिए।
मेय् १३ तमे दिनाङ्के किर्गिस्थानस्य राजधान्यां बिष्कनगरे तद्देशीयछात्रैः सह  ईजिप्तीयछात्राः प्रतिद्वन्द्वमकुर्वन्।|On May 13, Egyptian students competed with local students in Bishkek, the capital of Kyrgyzstan.|13 मई को किर्गिस्तान की राजधानी बिश्केक में मिस्र के छात्रों ने स्थानीय छात्रों के साथ प्रतिस्पर्धा की।
मेय् १३ तमे दिनाङ्के किर्गिस्थानस्य राजधान्यां बिष्कनगरे तद्देशीयछात्रैः सह ईजिप्तीयछात्राः प्रतिद्वन्द्वमकुर्वन्।|On May 13, Egyptian students competed with local students in Bishkek, the capital of Kyrgyzstan.|13 मई को किर्गिस्तान की राजधानी बिश्केक में मिस्र के छात्रों ने स्थानीय छात्रों के साथ प्रतिस्पर्धा की।
तस्य दृश्यप्रचरणानन्तरं गतशुक्रवासरस्य रात्रौ तद्देशीयाः जनाः विदेशछात्राश्च मिथः संघर्षः अभवत्।|Following the show, clashes broke out between locals and foreign students last Friday night.|प्रदर्शन के बाद, पिछले शुक्रवार की रात स्थानीय लोगों और विदेशी छात्रों के बीच झड़पें हुईं।
एतस्याधारेणैव भारतेन छात्राणां कृते जागरणनिर्देशः कृतः।|It is on this basis that India has issued awareness advice for students.|इसी आधार पर भारत ने छात्रों के लिए जागरूकता निर्देश जारी किए हैं।
पाकिस्थानेनापि एतादृशः निर्देशः कृतः।|Pakistan has also issued a similar directive.|पाकिस्तान ने भी ऐसा ही निर्देश जारी किया है।
१५,००० भारतीययुवकाः १०,००० पाकिस्थानीययुवकाश्च बिष्कनगरे वैद्यतन्त्रं पठन्तीति सूच्यते।|15,000 Indian youths and 10,000 Pakistani youths are reported to be studying medicine in Bishkek.|बताया जाता है कि 15,000 भारतीय युवा और 10,000 पाकिस्तानी युवा बिश्केक में मेडिकल की पढ़ाई कर रहे हैं।
उत्तरगासायां तीव्रः युद्धः; 'जबलिया'नगरं नूतनं युद्धमुखम्।|intense fighting in North Gasa; The city of Jabalia is a new battlefield.|उत्तरी गैसा में तीव्र लड़ाई; जबालिया शहर एक नया युद्धक्षेत्र है।
जबलियानगरस्थे अभयार्थिशिबिरे कृते बोम्बवर्षस्य अनन्तरम्।|After the bombing of the refugee camp in Jablia.|जबलिया में शरणार्थी शिविर पर बमबारी के बाद।
राफा> हामासः उन्मूलित इति इस्रालयेन प्रख्यापिते गासाप्रदेशे तीव्रयुद्धः।|Rafa> Heavy fighting in the Gaza Strip, where Israel has declared Hamas eliminated.|राफा> गाजा पट्टी में भारी लड़ाई, जहां इजरायल ने हमास को खत्म करने की घोषणा की है।
उत्तरगासायां जननिबिडतमं द्वितीयं नगरं जबलिया भवति नूतनं युद्धमुखम्।|Jabalia, the second most densely populated town in northern Gasa, is becoming the new battlefront.|जबालिया, उत्तरी गैसा का दूसरा सबसे घनी आबादी वाला शहर, नया युद्धक्षेत्र बनता जा रहा है।
सप्तमासाभ्यन्तरे प्रचाल्यमानं तीव्रयुद्धम् इति इस्रयेलेन अभिमानीकृतम्।|Israel boasted of an intense war that had been going on for seven months.|इसराइल ने सात महीने से चल रहे एक गहन युद्ध का दावा किया।
जबलियस्थम् अभयार्थिशिबिरमासीत् हमाससेनायाः प्रवर्तनकेन्द्रमिति इस्रयेलेन सूच्यते।|Israel says the refugee camp in Jabalia was a Hamas operations center.|इज़राइल का कहना है कि जबालिया में शरणार्थी शिविर हमास का संचालन केंद्र था।
लक्षाधिकम् अभयार्थिनः जबलियानगरम् अधिवसन्तीति गण्यते।|More than a lakh refugees are estimated to live in Jablia.|अनुमान है कि जाबलिया में दस लाख से अधिक शरणार्थी रहते हैं।
रविवासरे आरब्धे युद्धे २०० हमाससैनिकाः हताः इति इस्रयेलेन सूचितम्।|Israel reported that 200 Hamas soldiers were killed in the fighting that began on Sunday.|इजराइल ने बताया कि रविवार को शुरू हुई लड़ाई में हमास के 200 सैनिक मारे गए।
जबलियानगरस्थे अभयार्थिशिबिरे कृते विस्फोटकवर्षायाः अनन्तरम्।|After the rain of bombs that hit the refugee camp in Jablia.|जाबलिया में शरणार्थी शिविर में हुई बमबारी के बाद।
निर्मितबुद्धिः इति विषये अध्यापकानां कृते विशेषानुशीलनं समारब्धम्॥|Special research has been initiated for teachers on the subject of built intelligence.|शिक्षकों के लिए निर्मित बुद्धि विषय पर विशेष शोध शुरू किया गया है।
