Sanskrit|English|Hindi
नीर-क्षीर-विवेके हंस आलस्यं त्वम् एव तनुषे चेत् विश्वस्मिन् अधुना अन्यः कुलव्रतं पालयिष्यति कः।|O swan, if you stop separating water and milk, who else can observe your family vow here?|अरे हंस यदि तुम ही पानी तथा दूध भिन्न करना छोड़ दोगे तो दूसरा कौन तुम्हारा यहाँ कुलव्रत का पालन कर सकता है?
वृक्ष छिन्नः अपि पुनः वर्धते चन्द्रोऽपि क्रमशः पुनः पूर्णताम् अवाप्नोति अतः धीराः न क्लेशान् अनुभवन्ति समस्या प्राप्या अपि।|Even a tree that's been cut down can grow back, and even a moon that's faded can become full again. Knowing this, wise people don't panic during tough times.|कटा हुआ वृक्ष भी बढ़ता है, क्षीण हुआ चन्द्रमा भी पुनः बढ़कर पूर्ण हो जाता है, इस बात को समझकर सन्त पुरुष अपने आपातकाल में नहीं घबराते हैं।
छिन्नः अपि रोहति तरुः क्षीणः अपि उपचीयते पुनः चन्द्रः इति विमृशन्तः सन्तः सन्तप्यन्ते न विप्लुता लोके॥|||Even a tree that's been cut down can grow back, and even a moon that's faded can become full again. Knowing this, wise people don't panic during tough times.|कटा हुआ वृक्ष भी बढ़ता है, क्षीण हुआ चन्द्रमा भी पुनः बढ़कर पूर्ण हो जाता है, इस बात को समझकर सन्त पुरुष अपने आपातकाल में नहीं घबराते हैं।
त्वम् अत्र उपविश्य हससि।|You sit here and laugh.|तुम यहाँ बैठकर हँसते हो।
मम पितुः पत्रं देहि।|Give the letter of my father.|मेरे पिताजी का पत्र दें।
३। त्वं मां न जानासि बाले।|You don't know me, girl.|बच्ची, तुम मुझे नहीं जानती।
कस्य पाणौ पिनाकः भवति।|Whose hand holds the Pinaka bow?|किसके हाथ में पिनाक धनुष होता है?
दीपा प्रशान्ते न स्निह्यति।|Deepa doesn't love Prashanta.|दीपा प्रशान्त में स्नेह नहीं रखती।
विधायकः कार्यं न करोति।|The legislator does not perform the duty.|विधायक कार्य नहीं करता।
श्वः मतदानदिवसः भविता।|Tomorrow is election day.|कल मतदान का दिन है।
बालकः मातुः अङ्के शेते।|The boy sleeps in the mother's lap.|लड़का माँ की गोद में सोया है।
भृगुः ऋषिः क्रुद्धः अस्ति।|Sage Bhrigu is angry.|ऋषि भृगु क्रोधित हैं।
रुद्रः अरोध्यः अस्ति।|Rudra is unstoppable.|रुद्र रुकने वाले नहीं हैं।
धारावाहिकं गीताप्रश्नोत्तरम् -३३||
अर्जुनः - त्वया उक्तं यत् ध्यानार्थं स्थिरः भूत्वा साधकः उपविशेत् इति  एतत्तु सम्यगेव, परन्तु केन भावेन सः उपविशेत् भगवन्?||
श्रीकृष्णः - अर्जुन! यस्य अन्तःकरणं रागद्वेषादिद्वन्द्वैः रहितं स्यात्, सः स्वयं भयरहितः सन् ब्रह्मचर्यव्रतम् आचरति।||
एतादृशः सततं सावधानयुक्तः ध्यानयोगी स्वकीयं मनः संसारात् निवर्त्य मयि एव स्थिरीकुर्वन्, मत्परायणः च सन् ध्यानार्थम् उपविशेत्।||
अर्जुनः - तथा उपवेशनात् फलं किं स्याद् भगवन्?||
श्रीकृष्णः -  एवं स्वकीयं मनः मयि आविशन्, स्वान्तःकरणं वशीकुर्वन् च यः ध्यानयोगी स्यात्, सः मयि विद्यमानां निर्वाणयुतां परमां शान्तिम् आप्नोति।||
अर्जुनः - परन्तु भगवन्! एतादृशाः ध्यानपरायणाः बहवः योगिनः लोके अवलोक्यन्ते, तथापि कस्मात् कारणाद् वा तेषां ध्यानयोगः सिद्धः न भवति?||
श्रीकृष्णः - हे पार्थ! यः अधिकं भोजनं करोति, यः भोजनं हि त्यजति, एवं यः अधिकां निद्रां स्वीकरोति, यः च निद्रां हि त्यजति इत्येतादृशानां कृते ध्यानयोगः न कदापि सिद्ध्यति।||
अर्जुनः - तर्हि योगोऽयं कस्य सिद्धः भवति भगवन्?||
श्रीकृष्णः - पार्थ! यस्य आहारविहारौ उपयुक्तौ, समुचितौ वा भवतः, यस्य कर्मसु चेष्टा यथोचिता भवति, यस्य शयनं, जागरणं च यथोचिते भवतः, तस्यैव अयं दुःखनाशकः ध्यानयोगः सिद्धः भवति।||
अर्जुनः - भगवन्! दुःखनाशकः योगः इत्युक्ते किम्?||
सः कदा सिद्ध्यति?||
श्रीकृष्णः - संसारदुःखसागरात् यः विमुक्तिं दद्यात्, सः दुःखनाशकः योगः कथ्यते।||
यदा यस्य विनियतं मनः स्वकीये स्वरूपे तिष्ठति, ध्यानयोगी स्वयं च संसाराद् विमुखः भवति, अर्थात् स्वस्य कृते स्वयं कस्यापि वस्तुपदार्थादिकस्य अपेक्षाम्, आवश्यकतां वा न मन्यते, एतादृशः मत्परायणः साधकः हि योगी उच्यते।||
तस्यैव ध्यानयोगः अपि सिद्धः भवति।||
अर्जुनः - तादृशस्य ध्यानयोगिनः चित्तस्य अवस्था का भवति भगवन्?||
श्रीकृष्णः - अर्जुन! यथा वायुस्पन्दनरहिते स्थाने स्थिता दीपशिखा, दीपज्योतिः वा किञ्चिन्मात्रमपि चलायमानं न भवति, स्थिरतया वा तिष्ठति, तथैव ध्यानं कुर्वतः योगिनः चित्तमपि अचञ्चलं, सुस्थिरं वा भवति।||
तस्य चित्तस्य स्थितिः परमात्मनि एव निरन्तरं भवति इति।||
(गीता - ६/१३-१९)||
धारावाहिकं गीताप्रश्नोत्तरम् -३४||
अर्जुनः - ध्यानिनः चित्तस्य एतादृश्याम् अवस्थायां सत्यां का प्रतिक्रिया भवति भगवन्?||
श्रीकृष्णः - ध्यानपरायणस्य योगिनः अभ्यासात् निरुद्धं चित्तं समाधिसुखादपि उपरमतिं प्राप्नोति, तत्समये सः योगी आत्मनि आत्मानं पश्यन् आत्मनि एव तुष्यति।||
अर्जुनः - स्वात्मनि सन्तुष्टः भवति इत्युक्ते भगवन्?||
श्रीकृष्णः - सः ध्यानयोगी सीमारहितम्, इन्द्रियातीतं, बुद्ध्या ग्राह्यम् अर्थात् सात्त्विक-राजसिक-तामसिकसुखेभ्यः भिन्नम्, एतेभ्यः सुखेभ्यः अतीतं वा दिव्यसुखम् अनुभवति।||
एतादृशे वास्तविके दिव्यसुखे स्थितः योगी स्वस्वरूपात् न कदापि विचलितः भवति।||
तस्य कारणन्तु एतदेव यत् - सः यस्यां स्थितौ स्थितः भवति, तत्र सुखस्य न्यूनता न विद्यते इत्यतः बाह्यिकं दुःखं तत्र प्रवेष्टुं नार्हति।||
अर्जुनः - सः केन हेतुना स्वस्वरूपात्  विचलितः न भवति भगवन्?||
श्रीकृष्णः - पार्थ! सः योगी यं लाभम् अनुभवति, तस्माल्लाभात् अधिकं न अन्यं कञ्चनापि लाभं मन्यते।||
एवमेव यस्मिन् सुखे सः स्थितः भवति, सः महता दुःखेन अपि न कदापि विचाल्यते।||
अर्जुनः - भगवन्! एतादृशं विलक्षणं सुखं प्राप्तुञ्चेत् मया किं करणीयम्?||
श्रीकृष्णः - हे कुन्तीनन्दन! शृणु, यस्मिन् दुःखसंयोगस्य एव वियोगः अस्ति, अर्थात् यत्र संसारस्य सर्वतोभावेन सम्बन्धविच्छेदः अस्ति, तत्रैव तत् परमं सुखं विद्यते।||
