Sanskrit|English|Hindi
वृषभः क्षेत्रं कर्षति।|The bull plows the field.|बैल खेत जोतता है।
तस्य नासिकायां मक्षिका अस्ति।|There is a fly on its nose.|उसकी नाक पर मक्खी है।
तस्याः द्वारि भिक्षुकः अस्ति।|There is a beggar at her door.|उसके द्वार पर एक भिक्षुक है।
विदेहः महीं भुङ्क्ते।|Videha enjoys the land.|विदेह भूमि भोगता है।
नरेशः जलम् आनयति।|Naresha brings water.|नरेश पानी लाता है।
माता मध्याह्ने न शेते।|Mother does not sleep in the afternoon.|मां दोपहर में नहीं सोती है।
अश्वः तृणम् आस्वादयति।|The horse tastes the grass.|घोड़ा घास चखता है।
मम उरसि तीव्रवेदना भवति।|There is severe pain in my chest.|मेरी छाती में तेज वेदना होती है।
९। सा मह्यं फलं न ददाति। She does not give me the fruit.|वह मुझे फल नहीं देती।
कुत्र गच्छसि तात अद्य।|Where are you going, father, today?|आज आप कहाँ जा रहे हो, पिताजी?
यम् पालयसि धर्मं त्वं धृत्या च नियमेन च सः वै राघवशार्दूल धर्मः त्वाम् अभिरक्षतु॥|“Which righteousness thou keepest with patience and discipline, O tiger among the Raghus! May that righteousness protect you.” said Kaushalya during his departure to the forests.|जिस धर्म का तू धैर्य और नियम के साथ पालन करता है, हे रघुवंशी सिंह! वह धर्म तेरी रक्षा करे।" कौशल्या ने वन जाते समय राम से कहा।
यस्य धर्मस्य रक्षणाय त्वं सदा प्रयतसे नियमान् च पालयसि स एव धर्मः हे राम त्वाम् अभिरक्षतु। माता कौशल्या वनगमनसमये रामं वदतीदम्।|“Which righteousness thou keepest with patience and discipline, O tiger among the Raghus! May that righteousness protect you.” said Kaushalya during his departure to the forests.|जिस धर्म का तू धैर्य और नियम के साथ पालन करता है, हे रघुवंशी सिंह! वह धर्म तेरी रक्षा करे।" कौशल्या ने वन जाते समय राम से कहा।
मातः त्वन्-नाम-स्मरणात् पलायन-पराः मनुजान् द्रष्टुं च शक्ताः न ते भूत-प्रेत-पिशाच-राक्षस-गणाः यक्षः च नागाधिपाः दैत्याः दानव-पुङ्गवाः च खचराः व्याघ्रादिकाः जन्तवः डाकिन्यः कुपितान्तकः च क्षणं भूतले॥|O mother! Groups of ghosts, departed ones, Rakshasas, yakshas, snakes, progenies of diti (Daityas) and danu (Dānavas), mules, tigers, dakinis and angry yama also run away, unable to even look for a moment upon men at the mere mention of your name on the earth.|हे माँ! मात्र आपके नाम का स्मरण करने वालों मनुष्यों से भूतों के समूह, प्रेत, राक्षस, यक्ष, साँप,  दैत्य और दनु की संतानें(दानव), गधा, बाघ, डाकिनी और क्रोधित यम भी भाग जाते हैं, ओर उन्हें पृथिवी में क्षण के लिए भी देखने में असमर्थ हो जाते हैं।
इरानं विरुद्ध्य प्रतिप्रहरेषु भागं स्वीकर्तुं न शक्यते इति यू एस् राष्ट्रस्य पूर्वसूचना बहिरागता।|The US has issued a warning that it cannot take part in the counter-attacks against Iran.|अमेरिका ने चेतावनी जारी की है कि वह ईरान के खिलाफ जवाबी हमलों में हिस्सा नहीं ले सकता।
न्यूयोर्क् - टेल् अवीव्> इरानं विरुद्ध्य प्रति प्रहरेषु इस्रायेलेन सह भागं स्वीकर्तुं न शक्यते इति यू एस् राष्ट्रस्य पूर्वसूचना प्रदत्ता।|NEW YORK - TEL AVIV> The US has issued a warning that it cannot take part with Israel every hour against Iran.|न्यूयॉर्क (रायटर्स) - संयुक्त राज्य अमेरिका ने चेतावनी जारी की है कि वह ईरान के खिलाफ हर घंटे इजराइल के साथ भाग नहीं ले सकता है।
वार्तेऽयम् अन्ताराष्ट्र वार्तामाध्यमैः प्रतिवेदितम्।|This news was reported by the international news media.|यह खबर अंतरराष्ट्रीय समाचार मीडिया द्वारा बताई गई।
सन्दर्भेऽस्मिन् इरानं विरुध्य प्रक्रमाः कथम् आयोजनीयाः इति निर्णयं विना युद्धसमितिः विनिर्गता।|In this context, the war committee left without deciding how to organize the processes against Iran.|इस संदर्भ में, युद्ध समिति यह तय किए बिना चली गई कि ईरान के खिलाफ प्रक्रियाओं को कैसे व्यवस्थित किया जाए।
रामः राजमणिः सदा विजयते रामं रमेशं भजे।| I contemplate on Sri Rama, Who is the Jewel among the Kings, Who Always Emerges Victorious, and Who is the Lord of Sita Devi.|मैं श्री राम का चिंतन करता हूं, जो राजाओं में रत्न हैं, जो सदैव विजयी होते हैं और जो सीता देवी के स्वामी हैं।
रामेण अभिहता निशाचरचमूः रामाय तस्मै नमः।|The army of demons was defeated by Rama; I offer my obeisances to Rama.|राम के हाथों राक्षसों की सेना पराजित हो गयी; मैं राम को प्रणाम करता हूं।
रामात् न अस्ति परायणं परतरं रामस्य दासः अस्मि।|There is no greater refuge than Ram; I am a servant of Ram.|राम के बढ़कर कोई शरण नहीं; मैं तो राम का सेवक हूं।
रामे चित्तलयः सदा भवतु मे भोः राम माम् उद्धर।|May my mind always be fixed on Rama; O Rama rescue me.|मेरा मन सदैव राम में स्थिर रहे; हे राम मेरा उद्धार करो।
पुण्य-भूम्याम् अयोध्यायां श्रीरामस्य प्रभोः भवः।|The birth of Lord Sri Rama in the holy land of Ayodhya.|भगवान श्री राम का जन्म अयोध्या की पवित्र भूमि पर हुआ।
नवम्यां सुदिने चैत्रे सुधर्मस्य समुद्भवः।|Dharma emerged on the ninth auspicious day of Chaitra month.|चैत्र मास के नौवे पुण्य दिन पर सुधर्म का समुद्भव हुआ।
अद्यतनस्य आरत्याः समये, सूर्यकिरणः रामलल्लां स्पृशन्, एतत् रामनवमीपर्यन्तं प्रचलति।|Today's Aarti time, Sun rays have touched Ram Lalla, this will continue till Ram Navmi.|आज की आरती के समय सूर्य की किरणों ने रामलला को स्पर्श किया है, ऐसा रामनवमी तक जारी रहेगा।
कश्चित् तु वैराग्यम् एव सेवते अपरः तु नीति-नियमेषु जीवति अन्यः कश्चित् शृङ्गाररसे एव रमते मनुष्येषु सन्ति एते भेदाः भूलोके।|In this world, people differ. Some are absorbed in detachment, some are absorbed in policy and some are enjoying in adornment.|संसार में परस्पर मनुष्यों में भेद है, कोई विरक्ति में लीन रहता है, कोई नीति में निमग्न रहता है और कोई श्रृंगार में रमण करता रहता है।
वैराग्ये सञ्चरति एकः, नीतौ भ्रमति च अपरः, शृङ्गारे रमते कश्चित्, भुवि भेदाः परस्परम्।|In this world, people differ. Some are absorbed in detachment, some are absorbed in policy and some are enjoying in adornment.|संसार में परस्पर मनुष्यों में भेद है, कोई विरक्ति में लीन रहता है, कोई नीति में निमग्न रहता है और कोई श्रृंगार में रमण करता रहता है।
सम्पूर्ण-चन्द्रवदनं सरसी-रुहाक्षं माणिक्य-कुण्डल-धरं मकुट-अभिरामम् चाम्पेय-गौर-वसनं शर-चाप-हस्तं श्री-राम-चन्द्रम् अनिशं कलयामि चित्ते।|I constantly meditate on Shri Ram, with full moon face, eyes like lotus, wearing ruby earrings, adorned with a crown, wearing Champaka flower-like white clothes, holding a bow and arrow in his hand.|मैं निरंतर श्री राम का ध्यान करता हूं, पूर्ण चंद्र मुख वाले, पद्म जैसी आंखें, माणिक की बालियां पहने हुए, मुकुट से सजे हुए, चमपका जैसे सफेद कपड़े पहने हुए, हाथ में धनुष और तीर लिए हुए।
अयं संसारः सत्ये प्रतिष्ठितः। यतः यथा चिन्तनं भवति तथा तस्य कथनम् आचरणं च सत्यम् इति भवति। तस्मात् विपरीतं तत् असत्यं भवति। सत्यं नरस्य सामान्या प्रवृत्तिः। असत्यं तु असामान्या निन्द्या च प्रवृत्तिः। अस्य तु प्रमाणं बालाः, सत्त्वगुणप्रधानाः मुग्धमुग्धाः ग्रामीणाः पर्वतीयाश्च जनाः। बालः यद् यथा चिन्तयति पश्यति करोति च, तत् तत् तथैव अपृष्टो वा अन्यं प्रति कथयति। न तत्र असत्यं वदति।|This world is based on truth. Because the way he thinks, the way he speaks and acts is true. The opposite of that is untrue. Truth is a normal human instinct. Untruth, however, is an unusual and blasphemous instinct. The proof of this is the children, the fascinated rural and mountain people who are predominantly of the mode of goodness. A child tells others what he thinks, sees and does, without being asked. He doesn’t lie there.|यह संसार सत्य पर आधारित है। क्योंकि वह जिस तरह सोचता है, जिस तरह बोलता है और काम करता है वह सच है। इसका विपरीत असत्य है। सत्य एक सामान्य मानवीय प्रवृत्ति है। हालाँकि, असत्य एक असामान्य और निंदनीय प्रवृत्ति है। इसका प्रमाण बच्चे, मोहित ग्रामीण और पर्वतीय लोग हैं जो मुख्यतः सतोगुणी हैं। एक बच्चा बिना पूछे दूसरों को बताता है कि वह क्या सोचता है, देखता है और करता है। वह वहां झूठ नहीं बोलता।
