Sanskrit|English|Hindi
प्रतिवर्षं पाठ्यपुस्तकस्य समीक्षां कर्तुं शिक्षामन्त्रालयेन एनसीईआरटी इत्यस्मै निर्देशाः दत्ताः, तृतीयषष्ठकक्षयो: नूतनं पुस्तकं प्रकाशितम्।|The education ministry has given instructions to the NCERT to review the textbook every year and a new book has been released for classes III and VI.|शिक्षा मंत्रालय ने एनसीईआरटी को हर साल पाठ्यपुस्तक की समीक्षा करने के निर्देश दिए हैं और तीसरी और छठी कक्षा के लिए एक नई किताब जारी की गई है।
शिक्षामन्त्रालयेन राष्ट्रियशैक्षिकसंशोधनप्रशिक्षणपरिषदः (एनसीईआरटी) वार्षिकरूपेण स्वपाठ्यपुस्तकानां समीक्षां कृत्वा नूतनशैक्षणिकसत्रस्य आरम्भात् पूर्वं तान् अद्यतनीकर्तुमुक्तम्।|The education ministry has asked the National Council for Educational Research and Training (NCERT) to review its textbooks annually and update them before the start of the new academic session.|शिक्षा मंत्रालय ने राष्ट्रीय शैक्षिक अनुसंधान और प्रशिक्षण परिषद (एनसीईआरटी) से सालाना अपनी पाठ्यपुस्तकों की समीक्षा करने और नए शैक्षणिक सत्र की शुरुआत से पहले उन्हें अपडेट करने को कहा है।
अधुना यावत् एनसीईआरटी-पाठ्यपुस्तकानां अद्यतनीकरणस्य मार्गदर्शिकाः नासीत्।|Until now, there were no guidelines for updating NCERT textbooks.|अभी तक एनसीईआरटी पाठ्यपुस्तकों को अपडेट करने के लिए कोई दिशानिर्देश नहीं थे।
परन्तु एनसीईआरटीद्वारा २०१७तः समये समये पाठ्यपुस्तकानां समीक्षां कृत्वा तेषां साहित्यम् अद्यतनं कृतम्।|However, NCERT has periodically reviewed the textbooks since 2017 and updated their literature.|हालाँकि, एनसीईआरटी ने 2017 से समय-समय पर पाठ्यपुस्तकों की समीक्षा की है और उनके साहित्य को अद्यतन किया है।
एनसीईआरटी पुस्तकानि, एकवारं प्रकाशितानि, बहुवर्षपर्यन्तं समानरूपेण न तिष्ठेयुः।|NCERT books, once published, may not remain the same for many years.|एनसीईआरटी की किताबें एक बार प्रकाशित होने के बाद कई वर्षों तक वैसी ही नहीं रह सकतीं।
प्रतिवर्षं मुद्रणात् पूर्वं तेषां समीक्षा करणीयम् अस्ति तथा च यदि किमपि परिवर्तनं भवति अथवा केचन नूतनाः तथ्याः योजयितव्याः सन्ति तर्हि पुस्तकेषु तेषां समावेशः करणीयः।|They need to be reviewed every year before printing and if there are any changes or some new facts need to be added, they need to be included in the books.|छपाई से पहले हर साल उनकी समीक्षा की जानी चाहिए और यदि कोई बदलाव हो या कुछ नए तथ्य जोड़ने की जरूरत हो तो उन्हें किताबों में शामिल करना होगा।
यथा कृत्रिमबुद्धिः (AI) इत्यादयः विषयाः।|जैसे कि कृत्रिम बुद्धिमत्ता (एआई)।|such as artificial intelligence (AI).
चित्रं - प्रतीकात्मकम्।|Image - for illustration.|चित्र - प्रतीकात्मक।
नरेन्द्रमोदिने षड्वर्षाणि यावत् निर्वाचनप्रतिबन्धस्य याचिका न्यायालयेन निरस्तीकृता।||कोर्ट ने नरेंद्र मोदी पर छह साल का चुनाव प्रतिबंध लगाने की मांग वाली याचिका खारिज कर दी।
प्रधानमन्त्री नरेन्द्रमोदी षड्वर्षाणि यावत् निर्वाचनं कर्तुं अयोग्यः इति घोषयितुं याचिका दिल्ली उच्चन्यायालयेन न अङ्गीकृता।|The Delhi High Court has rejected a plea seeking to declare Prime Minister Narendra Modi ineligible to contest elections for six years.|दिल्ली हाई कोर्ट ने प्रधानमंत्री नरेंद्र मोदी को छह साल तक चुनाव लड़ने के लिए अयोग्य घोषित करने की मांग वाली याचिका खारिज कर दी है।
उत्तरप्रदेशे निर्वाचनसभायां प्रधानमन्त्री मोदी आचारसंहिता उल्लङ्घितवान् इति याचिकाकर्ता आरोपितवान्।|The petitioner alleged that Prime Minister Narendra Modi violated the code of conduct during an election rally in Uttar Pradesh.|याचिकाकर्ता ने आरोप लगाया कि प्रधानमंत्री नरेंद्र मोदी ने उत्तर प्रदेश में एक चुनावी रैली के दौरान आचार संहिता का उल्लंघन किया।
याचिका इयम् अधिवक्त्रा आनन्द-एस-जोन्धलेन स्थापिता आसीत्।|The petition was filed by advocate Anand S Jondhal.|याचिका वकील आनंद एस जोंधल ने दायर की थी।
न्यायाधीशसचिनदत्तस्य पीठिकया उक्तं यत् याचिकाकर्ता आचारसंहिता उल्लङ्घिता इति पूर्वमेव स्वीकृतवान्।|A bench of Justice Sachin Dutt said the petitioner had already admitted that the code of conduct had been violated.|न्यायमूर्ति सचिन दत्त की पीठ ने कहा कि याचिकाकर्ता पहले ही स्वीकार कर चुका है कि आचार संहिता का उल्लंघन हुआ है।
सर्वोच्चन्यायालयः निर्वाचन-आयोगाय निर्देशं दातुं न शक्नोति।|The Supreme Court cannot give directions to the Election Commission.|सुप्रीम कोर्ट चुनाव आयोग को निर्देश नहीं दे सकता।
याचिकाकर्ता निर्वाचन-आयोगस्य समीपं पूर्वं गतः अस्ति, आयोगः तस्य स्वतन्त्रतया विचारं कर्तुं शक्नोति।|The petitioner has approached the Election Commission earlier and the Commission can consider it freely.|याचिकाकर्ता ने पहले भी चुनाव आयोग से संपर्क किया है और आयोग इस पर स्वतंत्र रूप से विचार कर सकता है।
कनक-धारा-यज्ञाय कलटी सज्जा।|Kalati prepared for Kanakadharayajna.|कलटी ने कनकधारयज्ञ की तैयारी की।
कालटी> जगद्गुरोः आदिशङ्करस्य जन्मस्थानम् इति प्रथितः कालटीग्रामः कनकधारायज्ञाय सज्जा भवति।|Kalti> Kalti village, famous as the birthplace of Jagadguru Adi Shankara, is getting ready for the Kanakadhara Yajna.|कल्टी > जगद्गुरु आदि शंकराचार्य की जन्मस्थली के रूप में प्रसिद्ध कल्टी गांव कनकधारा यज्ञ के लिए तैयार हो रहा है।
श्री शङ्करस्य कुलदेवता-मन्दिरे मेय् मासस्य अष्टमदिनाङ्कतः द्वादश दिनाङ्कपर्यन्तं यज्ञः प्रचलिष्यते।|The yajna will be held from the 8th to the 12th of May at the family deity temple of Sri Shankara.|यज्ञ 8 से 12 मई तक श्री शंकर के पारिवारिक देवता मंदिर में होगा।
३२ यज्ञाचार्यैः विधिवत् मन्त्रोच्चारणेन पावितानि कनकामलकानि भक्तेषु लब्धुं सन्दर्भः अत्र अस्ति।|There is a reference here to the devotees receiving golden lotuses purified by the ritual chanting of mantras by the 32 yajna officators.|यहां भक्तों को 32 यज्ञाचार्यों द्वारा मंत्रोच्चारण द्वारा शुद्ध किये गये स्वर्ण कमल प्राप्त करने का सन्दर्भ है।
स्वभावरूपः संसारदर्पण इत्येकं प्रातश्चिन्तनम्||
संसारः कश्चन दर्पणो वर्तते। स्वकीयो विचारो हि स्वस्वरूपः अस्ति।||
दर्पण एष यदि असद्दृष्ट्या अवलोक्यते तर्हि संसारोऽयम् असद्रूपो दृश्यते, पापदृष्ट्या अवलोक्यते चेदयं पापमयो दृश्यते।||
एवमेव यदि पुण्यदृष्ट्या अयम् अवलोक्यते तर्हि संसारोऽयं पुण्यमयो दृश्यते।||
अतो यथा स्वकीयः स्वभावः तथा हि संसाररूपः।||
उक्तमस्ति - 'यादृशी भावना यस्य सिद्धिर्भवति तादृशी' इति।||
