Sanskrit|English|Hindi
मालदीवदेशं प्रति भारतीयपर्यटकानाम् ४०% न्यूनता।|40% drop in Indian tourists to Maldives.|मालदीव में भारतीय पर्यटकों की संख्या में 40% की गिरावट।
पर्यटनमन्त्रिणा भारतीयाः आगन्तुं निवेदिताः।|The tourism minister asked Indians to come.|पर्यटन मंत्री ने भारतीयों से आने को कहा।
मालदीव-भारतयोः मध्ये प्रचलतः द्वन्द्वस्य प्रभावः तत्रत्यस्य पर्यटनस्य उपरि अभवत्।|The ongoing conflict between the Maldives and India has affected tourism there.|मालदीव और भारत के बीच चल रहे संघर्ष का असर वहां के पर्यटन पर पड़ा है।
जनवरीतः एप्रिलमासपर्यन्तं मालदीवदेशम् आगच्छतां भारतीयपर्यटकानां सङ्ख्या ४० प्रतिशतं न्यूनं जातमस्ति।|The number of Indian tourists visiting the Maldives fell by 40 per cent from January to April.|जनवरी से अप्रैल के बीच मालदीव जाने वाले भारतीय पर्यटकों की संख्या में 40 फीसदी की गिरावट आई है।
मालदीवस्य पर्यटनमन्त्रालयेन उक्तं यत् जनवरीतः एप्रिलमासपर्यन्तं भारतात् ४३,९९१ पर्यटकाः आगताः।|Maldives tourism ministry said 43,991 tourists arrived from India from January to April.|मालदीव पर्यटन मंत्रालय ने कहा कि जनवरी से अप्रैल तक भारत से 43,991 पर्यटक आए।
इदानीं २०२३ तमे वर्षे एषा सङ्ख्या ७३,७८५ आसीत्।|Meanwhile, in 2023, the number was 73,785|वहीं, 2023 में यह संख्या 73,785 थी।
सोमवासरे मालदीवस्य पर्यटनमन्त्री इब्राहिम फैसलः भारतीयान् भ्रमणार्थम् आह्वानं कृतवान्।|On Monday, Maldivian Tourism Minister Ibrahim Faisal called on Indians to visit.|सोमवार को मालदीव के पर्यटन मंत्री इब्राहिम फैसल ने भारतीयों से यात्रा करने का आह्वान किया।
मालदीवदेशः सर्वदा भारतेन सह मित्रतां कर्तुम् इच्छति।|Maldives always wants to be friends with India.|मालदीव हमेशा भारत से दोस्ती करना चाहता है।
अस्माकं सर्वकारः भारतीयानां स्वागताय सर्वदा सज्जः अस्ति।|Our government is always ready to welcome Indians.|हमारी सरकार भारतीयों के स्वागत के लिए सदैव तत्पर है।
मालदीवदेशं प्रति सर्वाधिकं पर्यटकाः भारतात् आगताः।|The largest number of tourists to Maldives came from India.|मालदीव में सबसे ज्यादा पर्यटक भारत से आये।
अधुना एषा सङ्ख्या षष्ठस्थानं प्राप्तवती अस्ति।|The number has now risen to sixth.|यह संख्या अब छठे स्थान पर पहुंच गई है।
कलह-अन्तानि हर्म्याणि कुवाक्यानां च सौहृदम्, कु-राज-अन्तानि राष्ट्राणि कु-कर्म-अन्तं यशः नृणाम्।|Disputes can destroy households, bad words can destroy friendships, bad kings destroy nations, bad deeds destroy fame of men.|विवाद घरों को नष्ट कर सकते हैं, बुरे शब्द दोस्ती को नष्ट कर सकते हैं, बुरे राजा राष्ट्रों को नष्ट कर सकते हैं, बुरे काम पुरुषों की प्रसिद्धि को नष्ट कर सकते हैं।
सः जीवति गुणाः यस्य, धर्मः यस्य च जीवति, गुण-धर्म-विहीनस्य जीवनं निष्प्रयोजनम्॥|Only the life of one who observes virtues and dharmas is meaningful because the life of one without virtues and dharmas is meaningless.|जिस व्यक्ति के धर्म और गुण जीवित हैं, वास्तविकता में वही जीवन जी रहा है।,इनके बिना जीवन का कोई अर्थ नहीं है।
तस्यैव जीवनं सार्थकमस्ति यः गुणधर्मान् पालयति गुणविहीनस्य धर्मविहीनस्य जीवनं निरर्थकमस्ति।|Only the life of one who observes virtues and dharmas is meaningful. The life of one without virtues and dharmas is meaningless.|जिस व्यक्ति के धर्म और गुण जीवित हैं, वास्तविकता में वही जीवन जी रहा है।,इनके बिना जीवन का कोई अर्थ नहीं है।
अर्धचषकं जलं आनयेद्वा।|Will you bring half a glass of water?|आधा गिलास पानी लाओ।
उट्टङ्ककः कुत्र गतः।|Where did the typist go?|उट्टङ्कक कहाँ चला गया। 
कानिचित् खादितुं वस्तूनि सन्ति वा।|Are there any snacks (edibles) to eat?|क्या खाने के लिए कुछ है । 
धावनस्पर्धायां पुरस्कारः प्राप्तः।|The prize was received in the race.|दौड़ में पुरस्कार प्राप्त हुआ।
शाकानि न सन्ति कण्डोले।|There are no vegetables in the basket.|डलिया में सब्जियाँ नहीं हैं।
समयः तु धावन् इव दृश्यते।|Time seems to pass by quickly.|समय बहुत वेग से जा रहा है।
सायंकाले तु क्रीडाङ्गणं व्रज।|Go to the playground in the evening atleast.|शाम को तो क्रीडाक्षेत्र में जाओ।
भोजनाय अवसरः न लब्धः।|There was no opportunity for having food.|भोजन के लिए कोई अवसर ही नहीं मिला।
रेलयानं चैन्नईपर्यन्तं यास्यति।|The train will go till Chennai.|ट्रेन चेन्नई तक जाएगी।
भारतीयभाषाः संस्कृतसम्बन्धिताः स्युः।|Indian languages are mostly related to Sanskrit.|भारतीय भाषाएँ संस्कृत से संबन्धित हैं।
मृत्यु-व्याधि-जरा-धर्माः मृत्यु-व्याधि-जरा-आत्मभिः रममाणः हि असंविग्नः समानः मृगपक्षिभिः।|If a man, who is under the influence of death, disease and old age, is not disinterested in enjoying the company of those who are under the influence of death, disease and old age, then he is like animals and birds.|मृत्यु, व्याधि और वृद्धत्व के अधीन रहनेवाला मनुष्य यदि मृत्यु-व्याधि-जरा के अधीन रहनेवालों के साथ रमण करता हुआ विरक्त न हो तो वह पशु-पक्षियों के समान है।
सद्व्यक्तित्वम् अभिव्यज्यते।|Good personality is expressed.|अच्छे व्यक्तित्व की अभिव्यक्ति होती है।
प्रवहणेन गतागतिं करोमि।|I commute by car.|गाडी से आना जाना करता हूँ।
सा आत्मानं प्रसाधयति।|She applies make-up.|वह अपना शृङ्गार करती है।
बाहू प्रसार्य।|Spreading the arms.|बाहों को फैला कर।
उत्तिष्ठ। प्रभातं संवृतम्।|Get up. It is morning.|उठो। सवेरा हो चला।
तदेहि। अभ्यन्तरं प्रविशावः।|Then come. Let us go inside.|तो आओ। भीतर चलते हैं हम दोनो।
