Sanskrit|English|Hindi
न कालः दण्डम् उद्यम्य शिरः कृन्तति कस्यचित्। कालस्य बलम् एतावत् विपरीत-अर्थ-दर्शनम्।|Time does not decapitate anyone with a weapon, but it discriminates due to which a person finds the wrong path as right and moves towards his destruction. Discernment is the power of time.|काल किसी का शस्त्र से शिरच्छेद नहीं करता, पर वह बुद्धिभेद करता है जिससे मनुष्य को गलत मार्ग ही सही लगता है और वह अपने विनाश की ओर बढता है। बुद्धिभेद ही काल का बल है।
श्रोत्रं श्रुतेन एव न कुंडलेन, दानेन पाणिः न तु काङ्कणेन विभाति, कायः करुणापराणां परोपकारैः न तु चन्दनेन।।|The glory of the ears is not with the coil, but with the speech of knowledge and the beauty of the hands, not with the bracelet, but with charity. The body is adorned with the work done in the family, not with sandalwood.|कानों की शोभा कुंडल से नहीं अपितु ज्ञान की वाणी से और हाथों की शोभा कंगन से नहीं, दान से बढ़ती हैं। शरीर चंदन से नहीं, परहित में किए गए कार्यों से शोभित होता है।
कान् चलच्चित्रोत्सवे भारतस्य अभिमानप्रकाण्डः।|India's pride at the Cannes Film Festival.|कान्स फिल्म फेस्टिवल में भारत का गौरव।
पुरस्कारसहिता पायल्कपाडिया [वामतः द्वितीया] दिव्यप्रभा, छाया कदम, कनि कुसृती इत्येताभिः नटिभिः सह।|Payalkapadia with awards [second from left] with actresses Divya Prabha, Chhaya Kadam and Kani Kusriti.|पुरस्कारों के साथ पायलकापड़िया [बाएं से दूसरी] अभिनेत्री दिव्या प्रभा, छाया कदम और कनि कुसृति के साथ।
आई पी एल् क्रिकेट्-स्पर्धा|IPL cricket tournament|आईपीएल क्रिकेट टूर्नामेंट
आई पी एल् क्रिकेट्-स्पर्धा-मालिकायां निर्णायके द्वन्द्वे अद्य कोलकत्ता-नाइट्-राइडर्स्-दलं सनसाइजर्स्-हैदराबाद-दलेन सह क्रीडिष्यति।|Kolkata Knight Riders will take on Sunsizers Hyderabad today in a decisive clash in the IPL cricket series.|आईपीएल क्रिकेट सीरीज के निर्णायक मुकाबले में आज कोलकाता नाइट राइडर्स का मुकाबला सनसाइजर्स हैदराबाद से होगा।
एषा निर्णायक-स्पर्धा चेन्नई-नगरस्थे एम ए चिन्ना-स्वामी क्रीडाङ्गणे भविष्यति।|The decider will be played at the MA Chinnaswamy Stadium in Chennai.|निर्णायक मुकाबला चेन्नई के एमए चिन्नास्वामी स्टेडियम में खेला जाएगा।
भारतीय-समयानुसारेण स्पर्धा सायं सार्ध सप्‍तवादनात् आरप्‍स्‍यते।|The tournament will start at 7.30 pm Indian time.|टूर्नामेंट भारतीय समयानुसार शाम 7.30 बजे शुरू होगा।
पायल् कपाड़िया , सन्तोष् शिवः, अनसूया सेन् गुप्ता इत्येते पुरस्कृताः।|Payal Kapadia, Santosh Shiva and Anasuya Sen Gupta were awarded.|पायल कपाड़िया, संतोष शिवा और अनसूया सेन गुप्ता को सम्मानित किया गया।
कान् [फ्रान्स्]> ७७ तम अन्ताराष्टीय कान् चलच्चित्रोत्सवे भारतस्य पुरस्कारपूर्णता।|Cannes [France]> India's award-winning performance at the 77th Cannes International Film Festival.|कान्स [फ्रांस]> 77वें कान्स अंतर्राष्ट्रीय फिल्म महोत्सव में भारत का पुरस्कार विजेता प्रदर्शन।
सर्वोत्तमचलनचित्राय दीयमानः द्वितीयपुरस्कारः भारतीयनिदेशिका पायल् कपाडिया इत्यस्याः निदेशकत्वे साक्षात्कृतेन 'ओल् वी इमाजिन् अस् लैट्' इति कृतनामधेयेन चलच्चित्रेण प्राप्तः।|The second prize for best motion picture went to Indian director Payal Kapadia for her film titled 'All We Imagine Us Late'|सर्वश्रेष्ठ मोशन पिक्चर का दूसरा पुरस्कार भारतीय निर्देशक पायल कपाड़िया को उनकी फिल्म 'ऑल वी इमेजिन अस लेट' के लिए मिला।
८०% मलयालभाषायां निर्मितेSस्मिन् चलच्चित्रे केन्द्रकथापात्रत्वेन केरलीये कनि कुसृति , दिव्यप्रभा इत्येते अभिनयं कृतवत्यौ।|Made in 80% Malayalam, the film stars Kerali actresses Kani Kusriti and Divya Prabha as the central characters.|80% मलयालम में बनी इस फिल्म में केरल की अभिनेत्री कानी कुसृति और दिव्य प्रभा केंद्रीय किरदार में हैं।
अस्य चलच्चित्रोत्सवस्य अंशतया दीयमानाय 'पीयर् अजन्यू' पुरस्काराय केरलीयः छायाग्राहकः सन्तोष् शिवः चितः।|Kerala cinematographer Santosh Shiva has been selected for the 'Peer Ajnew' award, which is given as part of the film festival.|केरल के सिनेमैटोग्राफर संतोष शिवा को 'पीर अजन्यू' पुरस्कार के लिए चुना गया है, जो फिल्म महोत्सव के हिस्से के रूप में दिया जाता है।
छायाग्रहणमण्डलस्य समग्रयोगदानं पुरस्कृत्य दीयमानः पुरस्कारः भवत्येषः।|This is an award given to recognize the overall contribution of the cinematography board.|यह सिनेमैटोग्राफी बोर्ड के समग्र योगदान को मान्यता देने के लिए दिया जाने वाला पुरस्कार है।
एतत्पुरस्कारार्हः प्रथमः एष्यानिवासी भवति भारतीयः सन्तोष् शिवः।|Indian Santosh Shiva becomes the first Asian to deserve this award.|भारतीय संतोष शिवा इस पुरस्कार के हकदार बनने वाले पहले एशियाई बन गए हैं।
