Sanskrit|English|Hindi
तैः एव नियतैः सुखी।|One can be happy only by keeping them under control.|उन्हें संयम में रखने से ही सुखी होता है।
प्रसृतैः इन्द्रियैः दुःखी।|Man becomes unhappy due to his senses being spread towards objects.|विषयों की ओर इन्द्रियों के फैले रहने से ही मनुष्य दुखी।
तस्मात् इन्द्रिय-रूपेभ्यः यच्छेत् आत्मानम् आत्मना।|Therefore, the mind should be controlled through intelligence.|अतः बुद्धि के द्वारा मन को नियंत्रित करना चाहिए।
ये आशायाः दासाः भूत्वा जीवन्ति ते सर्वस्य लोकस्य दासाः भवन्ति यदि आशां दासीरूपेण स्थापयन्ति चेत् सर्वः लोकः एव तेषां दासः भवति।|Those who are slaves of hope are the slaves of the whole world and those who have hope as their slaves, the whole world becomes their slaves.|जो आशा के दास हैं, वे संपूर्ण लोक के दास हैं तथा आशा जिनकी दासी है, संपूर्ण लोक उनका दास बन जाता है।
*श्रीरामायणकथा उत्तरकाण्डम्।*|*Sri Ramayana Kathaa Uttarkaanda.*|*श्री रामायण कथा उत्तरकाण्ड।*
(चतुर्दशः सर्गः)|(Sarga 14)|(सर्ग 14)
नारदस्य उपदेशात् यमेन सह रावणस्य युद्धम्।|Ravana's battle with Yama on the advice of Narada.|नारद की सलाह पर रावण का यम से युद्ध।
(द्वितीयः खण्डः)|(part 2)|(द्वितीय खण्ड)
एवं विचिन्त्य देवर्षिः नारदः यथावृत्तं ख्यातुं यमस्य सदनं प्रति अगच्छत्।|Thinking thus, the divine sage Narada went to the house of Yama to tell him what had happened.|ऐसा सोचते हुए, दिव्य ऋषि नारद यम के घर गए और उन्हें बताया कि क्या हुआ था।
तत्र गत्वा सः अग्निपुरस्कृतं प्राणिनः यस्य यादृशं विधानम् अनुतिष्ठन्तं यमम् अपश्यत्।|When he reached there he saw Yama following the rituals of the creatures rewarded by fire|जब वह वहां पहुंचा तो उसने यम को अग्नि द्वारा पुरस्कृत प्राणियों के अनुष्ठान का पालन करते देखा।
सूर्यपुत्रः यमः देवर्षिं नारदं दृष्ट्वा धर्मतः उपवेशनाय आसनं दत्वा अब्रवीत् हे देवर्षे!|Yama, the son of the sun, saw the sage Narada and gave him a seat to sit on as per dharma.|सूर्य पुत्र यम ने ऋषि नारद को देखा और धर्मानुसार उन्हें बैठने के लिए आसन दिया।
तव कुशलं नु?|You are alright?|तुम ठीक हो?
कुत्रचित् धर्मस्तु न नश्यति?|But somewhere dharma is not destroyed?|लेकिन कहीं धर्म नष्ट तो नहीं हो जाता?
कथं तव आगमनम् अभूत्?|What is the purpose of your arrival?|आपके आगमन का उद्देश्य क्या है?
देवर्षिः तदा अब्रवीत् हे धर्मराज!|Then the devarshi said, O dharmaraja!|तब देवर्षि ने कहा, हे धर्मराज!
मम वाक्यं श्रूयतां विधानं च विधीयताम्।|Listen to my words and prescribe what is right.|मेरी बात सुनो और न्याय कीजिये।
दशग्रीवः नाम सुदुर्जयः निशाचरः विक्रमैः त्वां वशं नेतुम् उपयाति।|A very invincible demon named Dashagriva is coming to subdue you with his prowess.|दशग्रीव नाम का एक अत्यंत अजेय राक्षस अपने पराक्रम से तुम्हें वश में करने आ रहा है।
एतेन कारणेन हि अहम् अत्र त्वरितः आगतः अस्मि।|For this is why I have come here in haste.|इसी कारण मैं यहाँ शीघ्रता से आया हूँ।
अद्य दण्डप्रहरणस्य तव किं नु भविष्यति!|What will happen to you today when you are beaten with a rod?|आज जब तुम्हें डंडे से पीटा जाएगा तो तुम्हारा क्या होगा?
एतस्मिन्नन्तरे देवर्षिः नारदः दूरात् उदितसूर्यसङ्काशं दीप्यमानं रावणस्य तद् विमानम् अपश्यत्।|Meanwhile the divine sage Narada saw from a distance the aerial chariot of Ravana glowing like the rising sun.|इसी बीच देवर्षि नारद ने दूर से उगते सूर्य के समान चमकते हुए रावण के हवाई रथ को देखा
ततः महाबाहुः दशग्रीवः तत्र प्राणिनां सुकृतस्य दुष्कृतस्य च ते फलं भुञ्जते इति अपश्यत्।
सः तत्र यमस्य अनुचरैः सह सैनिकान् अपि अपश्यत्।|He also saw the soldiers there with Yama's followers.|उन्होंने वहां यम के अनुचरों के साथ सैनिकों को भी देखा
अपिच तत्र यमस्य घोररूपैः भयानकैः सैनिकैः बध्यमानाः प्राणिनः चीत्कारं कुर्वन्ति इत्यपि अपश्यत्।|He also saw there screaming creatures bound by the terrible soldiers of Yama in their terrible forms|उन्होंने वहां यम के भयानक सैनिकों द्वारा बंधे हुए भयानक रूपों में चिल्लाने वाले प्राणियों को भी देखा।
यमालये ये पापिनः आसन् तेषां दुर्गतिं ये च पुण्यात्मानः आसन् तेषां सद्गतिं रावणः अपश्यत्।|Ravana saw the misfortune of those who were sinners in Yama's abode and the good fortune of those who were pious.|रावण ने यमालय में उन लोगों का दुर्भाग्य देखा जो पापी थे और जो लोग पवित्र थे उनका सौभाग्य देखा।
एवं दृष्ट्वा सः राक्षसाधिपः रावणः स्वकैः कर्मभिर्दुष्कृतैः तान् पीड्यमानान् स्वपराक्रमेण अमोचयत्।|Seeing this Ravana the lord of the demons by his might delivered those who were tormented by his evil deeds.|यह देखकर राक्षसों के स्वामी रावण ने अपने पराक्रम से उन लोगों का उद्धार किया जो उसके बुरे कर्मों से पीड़ित थे।
राक्षसराजेन दशग्रीवेण विमुक्ताः ते प्राणिनः तदा मुहूर्त्तं सुखम् अन्वभवन्।|The creatures, released by the ten-headed demon king, then enjoyed a moment of happiness.|दस सिर वाले राक्षस राजा द्वारा छोड़े गए प्राणियों ने तब खुशी के एक पल में ही आनंद मिला।
बलीयसा रावणेन मुच्यमानेषु प्रेतेषु संक्रुद्धाः प्रेतगोपाः राक्षसेन्द्रं प्रति अधावन्।|When the ghosts were released by the mighty Ravana the overseers of the dead became enraged and ran towards the lord of the demons.|जब शक्तिशाली रावण द्वारा भूतों को छोड़ा गया तो मृतकों के पर्यवेक्षक क्रोधित हो गए और राक्षसों के स्वामी की ओर दौड़ पड़े।
धर्मराजस्य सम्प्रधावतां शूराणां तदा कोलाहलशब्दः सर्वदिग्भ्यः समुत्थितः अभवत्।
यमराजस्य ते शतसहस्रशः शूराः प्रासैः मुषलैः शूलैः परिघैः शक्तितोमरैः रावणस्य पुष्पकविमाने प्रहारम् अकुर्वन्।|Those hundreds and thousands of brave men of the king of Yama attacked Ravana's pushpaka plane with spears, clubs, pikes, spears, maces and powerful javelins.|यमराज के उन सैकड़ों और हजारों बहादुर लोगों ने भाले, लाठियों, पाइकों, गदाओं और शक्तिशाली भालों से रावण के पुष्पक विमान पर हमला किया।
ततः रावणस्य ते महाबलाः सचिवाः यथाकामं यथाबलम् अयुध्यन्त।|Then those mighty secretaries of Ravana fought as they pleased and as strong as they pleased.|तब रावण के उन शक्तिशाली सचिवों ने इच्छानुसार और शक्ति के अनुसार बलपूर्वक युद्ध किया।
ततः अन्योन्यं प्रहरणैः भृशं प्रहारं कर्तुम् आरभन्त।|Then they started hitting each other hard with their weapons.|फिर वे एक-दूसरे पर अपने-अपने हथियारों से जोर-जोर से प्रहार करने लगे।
इत्यवसरे यमदूताः रावणस्य सचिवान् त्यक्त्वा ते रावणं प्रति अधावन्।|At this the messengers of Yama left Ravana's secretaries and ran towards him.|इस पर यम के दूत रावण के सचिवों को छोड़कर उसकी ओर दौड़े।
परन्तु बलवान् रावणः यमदूतैः मुक्तान् शूलगदाप्रासान् शक्तितोमरसायकान् शिलावृक्षान् अनायासेन न्यवारयत्।|But the mighty Ravana easily stopped the spears, clubs, javelins, powerful pikes and arrows released by the messengers of Yama|लेकिन शक्तिशाली रावण ने यम के दूतों द्वारा छोड़े गए भाले, क्लब, भाले, शक्ति, भाले, तीर को आसानी से रोक दिया।
