Sanskrit|English|Hindi
लोकसभानिर्वाचनं - द्वितीयसोपानम् अद्य।|Lok Sabha elections - second step today.|लोकसभा चुनाव - दूसरा पड़ाव आज।
८८ मण्डलेषु मतदानमपेक्षन्ते।|88 districts are expected to vote.|88 जिलों में मतदान होने की उम्मीद है।
नवदिल्ली> भारते लोकसभानिर्वाचनस्य द्वीतीयचरणम् अद्य विदधाति।|New Delhi> The second phase of the Lok Sabha elections in India will be held today.|नई दिल्ली - भारत में लोकसभा चुनाव के दूसरे चरण का मतदान आज होगा।
१२ राज्येषु एकस्मिन् केन्द्रीयशासनप्रदेशे च ८८ मण्डलेषु निर्वाचनं भविष्यति।|Elections will be held in 88 constituencies in 12 states and one union territory.|12 राज्यों और एक केंद्र शासित प्रदेश के 88 निर्वाचन क्षेत्रों में चुनाव होंगे।
एवमेव राज्याधारानुसारं मण्डलानां संख्या।|This way, the number of districts according to the state base.|इसी प्रकार राज्य आधार के अनुसार जिलों की संख्या. 
८८ मण्डलेषु स्वतन्त्रान् अभिव्याप्य १२०२ स्थानाशिनः जनविधिमपेक्षन्ते।|Including independents, 1,202 candidates are in need of public order in 88 districts.|88 जिलों में निर्दलियों को शामिल करते हुए, 1,202 प्रत्याशियों को सार्वजनिक व्यवस्था की आवश्यकता है।
तेषु राहुल गान्धी, राजीवचन्द्रशेखरः, एच् डि कुमारस्वामी, ओम् बिर्ला, पप्पु यादवः, तारिख् अन्वरः, भूपेश बाहलः इत्यादयः प्रमुखाः भवन्ति।|They include Rahul Gandhi, Rajiv Chandrashekhar, HD Kumaraswamy, Om Birla, Pappu Yadav, Tariq Anwar and Bhupesh Bahl.|इनमें राहुल गांधी, राजीव चन्द्रशेखर, एचडी कुमारस्वामी, ओम बिड़ला, पप्पू यादव, तारिक अनवर और भूपेश बहल शामिल हैं।
नवदेहल्याः नेकेषु क्षेत्रेषु सामान्यवृष्टिः, तप्ततापात् उपशमः।||Normal rainfall in many areas of New Delhi, relief from scorching heat.|नई दिल्ली के कई इलाकों में सामान्य बारिश, भीषण गर्मी से राहत।
अन्यराज्येषु सम्भावना।|Possibility in other states.|अन्य राज्यों में संभावना।
अद्य राष्ट्रराजधान्या: दिल्लीनगरस्य अनेकेषु क्षेत्रेषु सामान्यवृष्टिः जाता।|Many areas of the national capital Delhi received normal rains today.|राष्ट्रीय राजधानी दिल्ली के कई इलाकों में आज सामान्य बारिश हुई।
तदनन्तरं राजधान्यां वर्धमानस्य तापमानस्य निवृत्तिः प्राप्ता।|Subsequently, the rising temperature in the capital got a relief.|इसके बाद राजधानी में बढ़ते तापमान से राहत मिली।
गतदिनेषु तप्ततापस्य कारणेन दिल्लीनगरस्य स्थितिः दुर्गता आसीत्।|The situation in Delhi has been bad due to the scorching heat in recent days.|दिल्ली में हाल के दिनों में भीषण गर्मी से हालात खराब हैं।
अधुना वातावरणं सुखदम् अभवत्।|Now the atmosphere has become pleasant.|अब माहौल सुखद हो गया है।
अस्मिन् सप्ताहे तृतीयवारं वर्षा अभवत्, तदन न्तरं कष्टप्रदतापात् किञ्चित् उपशमः अभवत्।|It rained for the third time this week, followed by some relief from the torturous heat.|इस सप्ताह तीसरी बार बारिश हुई, जिसके बाद भीषण गर्मी से कुछ राहत मिली।
अन्येषु केषुचित् राज्येष्वपि पश्चिमविक्षोभकारणात् वृष्टे: सम्भावना वर्तते।|Rain is also expected in some other states due to the western depression.|पश्चिमी विक्षोभ के कारण कुछ अन्य राज्यों में भी बारिश की संभावना है।
निर्वाचनकालेऽव सन्देशखालीनगरे सीबीआई-एनएसजी-इत्यनयो: प्रमुखा कार्यवाही।|Major CBI-NSG operation in Sandesh Khali Nagar during elections.|चुनाव के दौरान संदेश खली नगर में बड़ी सीबीआई-एनएसजी की कार्रवाई।
एतस्य विरुद्धं सर्वोच्चन्यायालये ममतासर्वकारस्य आवेदनम्।|The Mamata government has filed an application in the Supreme Court against this.|इसके खिलाफ ममता सरकार ने सुप्रीम कोर्ट में अर्जी दाखिल की है।
लोकसभानिर्वाचनकाले पश्चिमबङ्गस्य सन्देशखालीनगरं पुनः चर्चायां आगतम्।|Sandeshkhali in West Bengal came back into the spotlight during the Lok Sabha elections.|लोकसभा चुनाव के दौरान पश्चिम बंगाल में संदेश खली एक बार फिर सुर्खियों में आ गए।
केन्द्रीयान्वेषणसंस्थया अद्य तत्र अन्वेषणार्थं आपातः कृतः यस्मिन् टीएमसी-नेतुः सम्बन्धिनः गृहात् बहूनि शस्त्राणि विस्फोटकानि च प्राप्तानि।|The Central Bureau of Investigation (CBI) today conducted a search raid there in which a large number of weapons and explosives were recovered from the house of a relative of the TMC leader.|केंद्रीय जांच ब्यूरो (सीबीआई) ने आज वहां तलाशी छापेमारी की जिसमें टीएमसी नेता के एक रिश्तेदार के घर से बड़ी संख्या में हथियार और विस्फोटक बरामद किए गए।
तदनन्तरं एनएसजी-संस्थायाः स्फोटविन्यासदलः तत्स्थानं प्राप्तः अस्ति।|The NSG's blast design team has subsequently reached the spot.|इसके बाद एनएसजी की ब्लास्ट डिजाइन टीम मौके पर पहुंच गई है।
अपरपक्षे ममताबेनर्जीसर्वकारेण सीबीआई-कार्यविरुद्धं सर्वोच्चन्यायालयस्य सम्पर्के अस्ति।|On the other hand, the Mamata Banerjee government is in touch with the Supreme Court against the CBI’s work.|दूसरी ओर, ममता बनर्जी सरकार सीबीआई के कामकाज के खिलाफ सुप्रीम कोर्ट के संपर्क में है।
सर्वोच्चन्यायालयस्य न्यायाधीशः बी.आर.गवाई ​​इत्यस्य पीठः २९ एप्रिल दिनाङ्के राज्यसर्वकारस्य याचिकायाः ​​श्रवणं करिष्यति।|A bench of Supreme Court Justice BR Gawai will hear the state government's petition on April|राज्य सरकार की याचिका पर सुप्रीम कोर्ट के जस्टिस बीआर गवई की पीठ अप्रैल को सुनवाई करेगी।
१३ राज्येषु ८८ आसनानां मतदानं सम्पन्नम्।|Polling was held for 88 seats in 13 states.|13 राज्यों की 88 सीटों पर मतदान हुआ।
त्रिपुरायां मणिपुरे च सर्वाधिकं ७५% मतदानम्।|Tripura and Manipur have the highest turnout of 75%.|त्रिपुरा और मणिपुर में सबसे ज्यादा 75% मतदान हुआ।
१८तमस्य लोकसभानिर्वाचनस्य द्वितीयचरणस्य मतदानं १३ राज्येषु केन्द्रीयक्षेत्रेषु च ८८ निर्वाचनक्षेत्रेषु समाप्तम्।|Polling for the second phase of the 18th Lok Sabha elections has ended in 88 constituencies in 13 states and central territories.|18वीं लोकसभा चुनाव के दूसरे चरण का मतदान 13 राज्यों और केंद्र शासित प्रदेशों की 88 सीटों पर समाप्त हो गया है।
त्रिपुराराज्ये मणिपुरे च मतदानं सर्वाधिकम् अभवत्।|Tripura and Manipur recorded the highest turnout.|त्रिपुरा और मणिपुर में सबसे ज्यादा मतदान हुआ।
महाराष्ट्रे, बिहारे, उत्तरप्रदेशे च न्यूनं मतदानमभवत्।|Maharashtra, Bihar and Uttar Pradesh also recorded low turnout.|महाराष्ट्र, बिहार और उत्तर प्रदेश में भी कम मतदान दर्ज किया गया।
छत्तीसगढस्य गरियाबन्दमण्डले एकः पुलिसकर्मचारी स्वयमेव गोलिकया आत्महत्यां कृतवान्।|A policeman committed suicide by shooting himself in Gariaband district of Chhattisgarh.|छत्तीसगढ़ के गरियाबंद जिले में एक पुलिसकर्मी ने खुद को गोली मारकर आत्महत्या कर ली।
सः मध्यप्रदेशस्य निवासी अस्ति।|He is a native of Madhya Pradesh.|वह मध्य प्रदेश के मूल निवासी हैं।
बङ्गालस्य लोकसभाक्षेत्रद्वये केन्द्रीयसैनिकाः महिलानां मतदानं निवारयन्ति इति तृणमुलकोंग्रेसेन आरोप: कृत:।|Clashes between Bengal BJP president Sukant Majumdar and Trinamool activists also took place at Balur Ghat.|बालुर घाट पर बंगाल बीजेपी अध्यक्ष सुकांत मजूमदार और तृणमूल कार्यकर्ताओं के बीच झड़प भी हुई।
बङ्गालभाजपस्य अध्यक्षसुकान्तमजुमदारस्य तृणमूलकार्यकर्तॄणां च मध्ये बलूरघाटे अपि संघर्षः अभवत्।|Clashes between Bengal BJP president Sukant Majumdar and Trinamool activists also took place at Balur Ghat.|बालुर घाट पर बंगाल बीजेपी अध्यक्ष सुकांत मजूमदार और तृणमूल कार्यकर्ताओं के बीच झड़प भी हुई।
केषुचित् अन्यराज्येषु अपि काश्चन घटना: जाता:।|Some incidents have also occurred in some other states.|कुछ घटनाएं कुछ अन्य राज्यों में भी घटी हैं।
