Sanskrit|English|Hindi
सुखं वा यदि वा दुःखं प्रियं वा यदि व अप्रियम्। प्राप्तं प्राप्तम् उपासीत् हृदयेन अपराजितः।।|Whether it is happiness, sorrow, love or dislike, whatever is being received should be accepted with joy with an unconquered heart.|चाहें सुख हो, चाहें दुःख हो, प्रिय हो या फिर अप्रिय हो, जो कुछ भी प्राप्त हो रहा है उसे अपराजित हृदय से सहर्ष स्वीकार करना चाहिए।
सुखम् वा दुःखम् अस्ति वा, प्रियम् वा अप्रियम् अस्ति वा, यत् प्राप्तं भवति तत् अजेयहृदयेन स्वीकर्तव्यम्।।|Whether it is happiness, sorrow, love or dislike, whatever is being received should be accepted with joy with an unconquered heart.|चाहें सुख हो, चाहें दुःख हो, प्रिय हो या फिर अप्रिय हो, जो कुछ भी प्राप्त हो रहा है उसे अपराजित हृदय से सहर्ष स्वीकार करना चाहिए।
धारावाहिकं गीताप्रश्नोत्तरम् -६४||
अर्जुनः - यद्यपि तपोवेदाध्ययनादिभिः न कैरपि साधनैः भवान् द्रष्टुं शक्यः, तथापि अतीव प्रियताकारणतः भवान् मां प्रति तद्भवदीयं विश्वरूपं प्रदर्शितवान्, ततः नितराम् अनुगृहीतोऽस्मि भगवन्! परन्तु प्रभो! तव इदं घोररूपम् अवलोक्य अहम् इदानीं भृशं बिभेमि, किं कुर्यां भगवन्?||
श्रीकृष्णः - तात! मामकीनम् ईदृशं घोररूपं दृष्ट्वा त्वं भयं मा कुरु, विमूढतामपि मा गच्छ। इदानीं त्वं भयरहितः भव, प्रसन्नमनाः च भव, मम तदेव  सौम्यरूपं सहर्षं पुनः पश्य।||
धृतराष्ट्रः - सञ्जय ! एतदुक्त्वा भगवान् अर्जुनाय कीदृशं रूपम् अदर्शयत्?||
सञ्जयः - एवमुक्त्वा भगवान् वासुदेवः अर्जुनाय स्वकीयं चतुर्भुजरूपम् अदर्शयत्। ततः पुनः सौम्यः मानुषरूपः भूत्वा भयेन व्याकुलम् अर्जुनम् आश्वासितवान्।||
श्रीकृष्णः - अर्जुन !  त्वम् इदानीं भयमुक्तः सञ्जातः किम्?||
अर्जुनः - आं, भगवन् ! त्वदीयम् इदं सौम्यं मानुषरूपं वीक्ष्य इदानीमहं स्थिरचित्तः सञ्जातोऽस्मि, स्वकीयां प्राक्तनीं मनस्स्थितिं च लब्धवान् अस्मि।||
श्रीकृष्णः - अर्जुन! त्वया मदीयं यत् रूपं इतः पूर्वं सहजतया दृष्टं तत् अत्यन्तं दुर्लभमस्ति। इन्द्रादिदेवाः अपि एतत् रूपं द्रष्टुम् सदैव कामयन्ते। यथा अहं त्वया दृष्टः, तथा वेदैः, तपोभिः, दानैः, यज्ञैः च न कदापि द्रष्टुं शक्यः।||
अर्जुनः - तर्हि भगवन् ! केन उपायेन त्वं दृश्यसे?||
श्रीकृष्णः - हे धनञ्जय अर्जुन ! एवंविधः चतुर्भुजरूपः अहम् अनन्यभक्त्या एव द्रष्टुं शक्यः। न केवलं दर्शनमात्रम्, अपितु तत्त्वेन ज्ञातुं, प्राप्तुं चापि शक्ये अहम् अनन्यभक्तैः।||
अर्जुनः - सा अनन्या भक्ति कीदृशी वर्तते, कथं चेयं प्राप्यते, भगवन्?||
श्रीकृष्णः - हे पार्थ ! यः मत्प्रसादार्थं कर्माणि आचरति, मत्परायणः भवति, मद्भक्तः भवति, विषयासक्तिरहितः भवति, सर्वभूतेषु निर्वैरः च भवति, तस्य एतादृशी भक्तिः अनन्यभक्तिः आख्यायते । एतादृशः भक्तः परिणामे मामेव प्राप्नोति इति।||
