Sanskrit|English|Hindi
ताइवानदेशे प्रचण्ड: भूकम्प:।|A massive earthquake in Taiwan.|ताइवान में भीषण भूकंप।
ताइवान् देशे समागते प्रचण्डे भूकम्पे न्यूनान्न्यूना:  नवजना: मृता:, सप्तशताधिका: जनाश्च व्रणिताः सूच्यन्ते।|At least nine people have been reported dead and more than 700 injured in a massive earthquake that struck Taiwan.|ताइवान में आए भीषण भूकंप में कम से कम नौ लोगों की मौत और 700 से अधिक लोगों के घायल होने की खबर है।
भूकम्पमापनयन्त्रेण 7.4 वेगमित:   तीव्रतायुत: भूकम्प: अद्य ताइवानदेशस्य पूर्वीये तटे समागत:, येन तस्मिन् क्षेत्रे सुनामीति सामुद्रिक-झञ्झावातस्य सञ्चेतनापि प्रख्यापिता वर्तते।|An earthquake measuring 7.4 on the Richter scale struck the east coast of Taiwan today, prompting a tsunami warning in the area.|ताइवान के पूर्वी तट पर आज रिक्टर पैमाने पर 7.4 तीव्रता का भूकंप आया, जिसके बाद क्षेत्र में सुनामी की चेतावनी जारी कर दी गई।
यूनाइटेड स्टेट्स जियोलॉजिकल सर्वे (USGS) इति संस्थया प्रोदितं यत् भूकम्पस्य तीव्रता 7.4 वेगयुत: अवर्तत यस्य केन्द्रं ताइवान-देशस्य हुआलिएन-नगरात् अष्टादश-किलोमीटर-मिते दक्षिणे दशमलवोत्तराष्टाधिकचतुस्त्रिंशत् किलोमीटर् मितायां गहनातायाम् आसीत्।|The United States Geological Survey (USGS) said the quake measured 7.4 on the Richter scale and was centered at a depth of 34.8 kilometers south of Hualien, Taiwan.|यूनाइटेड स्टेट्स जियोलॉजिकल सर्वे (यूएसजीएस) ने कहा कि भूकंप की तीव्रता रिक्टर पैमाने पर 7.4 मापी गई और यह ताइवान के हुलिएन के दक्षिण में 34.8 किलोमीटर की गहराई पर केंद्रित था।
ताइपे-नगर्याः भूकम्प-विज्ञान-केन्द्रस्य निदेशकेन "वू चिएन फू" इत्यमुना प्रतिपादितं यत्, भूकम्पः समस्ते ताइवान-देशे, अपतटीय-द्वीपेषु च जनैः भृशं समनुभूतः एषः भूकम्पः।|Wu Chien Fu, director of the Taipei Seismological Center, said the quake was felt throughout Taiwan and offshore islands.|ताइपे भूकंप विज्ञान केंद्र के निदेशक वू चिएन फू ने कहा कि भूकंप पूरे ताइवान और अपतटीय द्वीपों में महसूस किया गया।
सा सप्तवर्षीया बालिका अस्ति।|She is a seven-year-old girl.|वह सात साल की लड़की है।
पियानोवाद्यवादने तस्याः महती अभिरुचिः।|She has a great interest in playing the piano.|उन्हें पियानो बजाने का बहुत शौक है।
यद्यपि सप्तवर्षीया एव तथापि पियानो-वादने सा समर्था अस्ति।|Although only seven years old, she is capable of playing the piano.|हालाँकि वह केवल सात साल की है, फिर भी वह पियानो बजाने में सक्षम है।
पियानो-वादने पुत्र्याः अभिरुचिं सामर्थ्यं च दृष्ट्वा पिता तस्याः कृते एकं पियानोवाद्यं क्रीत्वा गृहे स्थापितवान्।|Seeing his daughter's interest and ability in playing the piano, the father bought her a piano and put it in the house.|अपनी बेटी की पियानो बजाने में रुचि और क्षमता को देखकर पिता ने उसके लिए एक पियानो खरीदकर घर में रख दिया।
इदानीम् अपि सा पियानो-वर्गं गच्छन्ती पठन्ती च अस्ति।|She is still going to piano classes and studying.|वह अभी भी पियानो कक्षाओं में जा रही है और पढ़ाई कर रही है।
