Sanskrit|English|Hindi
स्मरणीयं यत् प्राणिनां जीवनं केवलं भगवत्कृपाश्रितं वर्तते।|Remember that the lives of living beings depends only on the grace of God.|याद रखें कि प्राणियों का जीवन ईश्वर की कृपा पर ही निर्भर है।
भगवन्नाम हि मनुष्यस्य एकमात्रम् अत्युत्तमञ्च आलम्बनमस्ति।|For the name of the Lord is the only and best refuge of man.|क्योंकि भगवान का नाम ही मनुष्य का एकमात्र और सर्वोत्तम आश्रय है।
भगवत्कृपां विना एकं वृक्षपत्रमपि न कम्पते।|Not a single leaf of a tree trembles without the grace of the Lord.|भगवान की कृपा के बिना पेड़ का एक भी पत्ता नहीं हिलता।
अतो द्रव्यं, कालः, स्वभावो, जीवादयो भगवतः अनुग्रहबलकारणाद्धि स्थिताः सन्ति।|Therefore, matter, time, nature, living beings, etc., exist because of the grace and strength of the Lord.|इसलिए, पदार्थ, समय, प्रकृति, जीवित प्राणी आदि भगवान की कृपा और शक्ति के कारण अस्तित्व में हैं।
यदि भगवान् किञ्चिदपि उपेक्षां कुर्यात् तर्हि नात्र किमपि अवशिष्यते इति प्रातःकालिकं किञ्चन चिन्तनम्।|If the Lord neglects anything, there will be nothing left here, is a morning thought.|यदि प्रभु किसी भी चीज़ की उपेक्षा करते हैं, तो यहाँ कुछ भी नहीं बचेगा, एक सुबह का विचार।
किमपि कार्यं समुचितरीत्या अकृत्वा न त्यक्तव्यं यतोहि यथा अर्धनिष्कासितः कण्टकः भविष्यत्-काले क्लेशकारकः भवति तथैव तत् कार्यम् अपि।|Do not leave any work without completing it properly and always be careful because if a thorn embedded in the body is not completely removed, it causes long-term disorders.|किसी कार्य को अच्छी तरह संपन्न किए बिना न छोड़े और सदा सावधान रहे क्योंकि यथा शरीर में गड़ा हुआ कांटा यदि पूर्णरूपेण न निकाला जाए तो चिरकाल तक विकार उत्पन्न करता है।
न असम्यक् कृतकारी स्यात् अप्रमत्तः सदा भवेत्।|He may not be an improper doer of work, he who is always vigilant.|वह कार्य का अनुचित कर्ता नहीं हो सकता, वह जो सदैव सतर्क रहता है।
कण्टकः अपि दुश्छिन्नः विकारं कुरुते चिरम्।|The thorn even if badly extracted may cause hurt for long.|बुरी तरह से निकाला गया कांटा भी लंबे समय तक नुकसान पहुंचा सकता है।
तव भ्राता लौहपथगामिन्या गच्छति।|Your brother goes by train.|तुम्हारा भाई रेलगाड़ी से जाता है।
किमर्थं मम माता अन्नं न पचति।|Why does my mother not cook food?|मेरी माँ खाना क्यों नहीं पकाती है?
साम्बः श्रीकृष्णस्य पुत्रः बभूव।|Samba was the son of Shri Krishna.|साम्ब श्रीकृष्ण के पुत्र हुए।
कस्य हस्ते भाग्यम् अस्ति।|Whose hand holds fortune?|किसके हाथ में भाग्य है?
किमर्थं न लोभं त्यजसि।|Why do you not give up greed?|तुम लालच क्यों नहीं छोड़ते?
विश्वनाथः वाहनं क्रीणाति।|Vishwanath buys a vehicle.|विश्वनाथ एक वाहन किनता है।
तव सर्वे दन्ताः कृतकाः सन्ति।|All your teeth are artificial.|तेरे सभी दाँत नकली हैं।
राजा माम् अदण्डयत्।|The king punished me.|• राजा ने मुझे दण्ड दिया।
ब्राह्मणाय वस्त्राणि यच्छ।|Give clothes to the Brahmin.|ब्राह्मण को कपड़े दो।
शान्तिः कुत्र लभ्यते।|Where is peace obtained?|शांति कहाँ मिलती है?
या अनादिकालतः मुक्ता सर्व-दोष-विवर्जिता अनादि-अनुग्रहात् विष्णोः|She is liberated and free from all flaws since eternity due to the eternal grace of Shri Vishnu.|श्री विष्णु की शाश्वत कृपा से वह अनंत काल से मुक्त और सभी दोषों से मुक्त है।
सा लक्ष्मीः प्रसीदतु|May that Lakshmi, be pleased.|वह लक्ष्मी प्रसन्न हो।
