Sanskrit|English|Hindi
भ्रष्टाचारः उत्कोचः च, नियमः आवश्यकता वा?|Corruption and extortion, law or necessity?|भ्रष्टाचार और जबरन वसूली, कानून या आवश्यकता?
धनं स्वीकर्तारः अधिकारिणः नेतारः च दोषिणः उत उत्कोचदातारः?|Are the officials and leaders who accept the money guilty or the bribe-givers?|क्या पैसे लेने वाले अधिकारी और नेता दोषी हैं या रिश्वत देने वाले?
झारखण्डस्य राजधान्यां राञ्चीनगरे सोमवासरे इडी इति प्रवर्तननिदेशालयेन नवस्थानेभ्यः २८ कोटिभ्यः अधिकं रोकधनं प्राप्तम् अस्ति।|The Enforcement Directorate (ED) has recovered black money of over Rs 28 crore from nine locations in Jharkhand's capital Ranchi on Monday.|प्रवर्तन निदेशालय (ईडी) ने सोमवार को झारखंड की राजधानी रांची में नौ ठिकानों से 28 करोड़ रुपये से अधिक का कालाधन बरामद किया है।
ग्रामीणविकासमन्त्रिणः आलमगीर-आलमस्य व्यक्तिगतसचिवस्य संजीवलालस्य सेवकस्य जहांगीरस्य गृहतः, सचिवस्य निकतवर्तिनः कार्यवाहकस्य मुन्नासिंहस्य, मार्गनिर्माणविभागस्य अभिअभियन्तुः विकासकुमारस्य, अन्यस्य च विभिन्नेभ्यः स्थानेभ्यः च महद् धनं प्राप्तमस्ति।|Large sums of money have been recovered from the house of Jehangir, a servant of Rural Development Minister Alamgir-Alam's personal secretary Sanjeev Lal, Munna Singh, an acting close associate of the secretary, Vikas Kumar, an engineer in the road construction department and others.|ग्रामीण विकास मंत्री आलमगीर-आलम के निजी सचिव संजीव लाल के नौकर जहांगीर, सचिव के करीबी सहयोगी मुन्ना सिंह, सड़क निर्माण विभाग के इंजीनियर विकास कुमार और अन्य के घर से बड़ी रकम बरामद की गई है।
२०२२ तमस्य वर्षस्य फरवरीमासे ग्रामीणविकासविभागस्य मुख्य-अभियन्तुः वीरेन्द्ररामस्य २४ स्थानेषु वीरेन्द्ररामस्य संस्थाः विहाय १०० कोटिरूप्यकाणां सम्पत्तिः गृहीता।|In February 2022, assets worth Rs 100 crore were seized at 24 places belonging to Chief Engineer, Rural Development Department, Virendra Ram, excluding his institutions.|फरवरी 2022 में ग्रामीण विकास विभाग के मुख्य अभियंता वीरेंद्र राम के संस्थानों को छोड़कर उनके 24 ठिकानों से 100 करोड़ रुपये की संपत्ति जब्त की गयी थी।
२०१९ तमस्य वर्षस्य नवम्बरमासे जमशेदपुरे सुरेशप्रसादस्य गृहतः २.६७ कोटिरूप्यकाणां धनं प्राप्तम्।|In November 2019, Rs 2.67 crore was recovered from Suresh Prasad's house in Jamshedpur.|नवंबर 2019 में जमशेदपुर में सुरेश प्रसाद के घर से 2.67 करोड़ रुपये बरामद हुए थे।
तदा सः उक्तवान् एतत् धनं मुख्य अभियन्तुः वीरेन्द्ररामस्य अस्ति।|Then he said this money belongs to Chief Engineer Virendra Ram.|तब उन्होंने कहा कि यह पैसा चीफ इंजीनियर वीरेंद्र राम का है।
अन्वेषणानन्तरं इतोऽपि प्रभूतं धनं प्राप्तम्।|After the search, a lot of money was found here.|खोजबीन के बाद यहां काफी धन मिला।
२०२३ तमस्य वर्षस्य डिसेम्बरमासस्य ६ दिनाङ्के आयकरविभागेन काङ्ग्रेसराज्यसभासांसदस्य धीरजसाहू इत्यस्य १० स्थानेभ्य: ३०० कोटिरूप्यकाणि ततोऽपि अधिकमूल्यस्य रोकधनं प्राप्तम्।|On December 6, 2023, the Income Tax Department received black money worth Rs 300 crore and more from 10 positions of Congress Rajya Sabha MP Dhiraj Sahu.|6 दिसंबर, 2023 को आयकर विभाग को कांग्रेस के राज्यसभा सांसद धीरज साहू के 10 ठिकानों से 300 करोड़ रुपये और उससे अधिक का काला धन मिला।
ईडी इत्यनेन वर्षद्वयात् पूर्वम् अवैधखननप्रकरणेषु देशे सर्वत्र अन्वेषणं कृतम्।|The ED conducted investigations across the country in illegal mining cases two years ago.|ईडी ने दो साल पहले अवैध खनन मामले में देशभर में जांच की थी।
