Sanskrit|English|Hindi
सकलभुवनजनहिताय एव अहमत्रास्मि।|I am here only for the welfare of all beings.|मैं यहाँ सभी जीवों के हित के लिए हूँ।
सः महान् तुन्दिलः अस्ति।|He is one with a paunch.|वह बड़ी तोंद वाला है।
अस्मिन् क्षेत्रे कस्य बीजानि उप्तानि।|Whose seeds have been sown in this field?|इस क्षेत्र में किसके बीज बोए गए हैं।
मशकः ऊर्णनाभजाले बन्धितः कदाचित्।|Mosquito was trapped in the spider's web at sometime.|कदाचित् मच्छर मकड़ी के जाल में फंस गया।
म्लेच्छानां सशस्त्रविरोधाय सिद्धो भव।|Be prepared to fight against the barbarians with weapons.| शस्त्रों के साथ म्लेच्छों से लड़ने के लिए सिद्ध रहो।
मम तु सन्ति कानिचन मित्राणि अत्र।|I, however, have some friends here.|मेरे यहाँ कुछ मित्र हैं।
ध्वनिवर्धकस्य साहाय्येन भाषन्ते नेतारः।|Leaders speak with the help of microphone.|नेता ध्वनिवर्धक की सहायता से भाषण देते हैं।
वेङ्कटेशोऽस्ति तस्य महोदयस्य नाम।|That Gentleman's name is Venkatesha.|उन महोदय का नाम वेङ्टेश है।
अनुभवः सर्वोत्तमः शिक्षकः भवति।|Experience is the best teacher.|अनुभव सबसे अच्छा शिक्षक होता है।
तपः आवश्यकं सिध्यर्थम्।|Austerity is necessary for achievement.|सफलता के लिए तप आवश्यक है।
वज्राङ्गी स्यात् सः।|He should be robust.|वह वज्राङ्गी होना चाहिए।
कर्णयोः कुण्डले शोभेते।|Earrings shine in the ears.|कानों में कुंडल चमक रहे हैं।
अस्य छन्दसः नाम किम्।|What is the name of this meter?|इस छंद का नाम क्या है।
अस्मिन् स्तोत्रे फलश्रुतिः नास्ति।|There is no mention of benefits of listening in this hymn.  इस स्तोत्र में फलश्रुति नहीं है।
माहात्म्यश्लोकान् अपि वदिष्यथ यूयम्।|You all will recite the praise verses.|तुम सभी माहात्म्यश्लोकों को भी बोलोगे।
तत्पाठनं मया एकदा श्रुतमस्ति।|I have heard his teaching once.|मैंने उसका पढाना एक बार सुना है।
पुरा अधिकपरिश्रमशालिनः भवन्ति स्म मनुजाः।|People used to be very hardworking in the past.|पहले लोग बहुत परिश्रमी होते थे।
पुनरागमनाय सर्वे देवाः यान्तु।|May all gods depart for return.|सभी देव पुनः आने के लिए प्रस्थान करें।
भारतविषये सर्वं मङ्गलमस्तु।|May everything be auspicious regarding Bharat.|भारत के संबंध में सब मंगल हो।
सज्जनगणचित्तं निर्भयमस्तु।|May the minds of the virtuous be fearless.|सज्जनों के मन निर्भय हों।
समानं चिन्तनं कदाचित् उभयत्र अपि दृश्यते|great minds think alike|
शौर्येण विना जयः न भवति।|There is no victory without courage.|साहस के बिना जीत नहीं होती।
नवमकक्षायाम् आगतः अहम्।|I have reached/come to ninth class.|मैं नौंवीं कक्षा में आया हूँ।|
एकादशः अध्यायः पूर्णः।|The eleventh chapter is complete.|ग्यारहवां अध्याय पूरा हुआ।
पञ्चरुद्राक्षमालाः कण्ठे विद्यन्ते।|There are five Rudraksha beads in the neck.|गले में पांच रुद्राक्ष मालाएं हैं।
सत्कार्याणि न पर्याप्तानि मोक्षाय।|Good deeds are not sufficient for liberation.|मोक्ष के लिए अच्छे कार्य पर्याप्त नहीं होते।
अनुमीयताम् अस्य कूपस्य दैर्घ्यम्।|Estimate the depth of this well.|इस कुए की गहराई का अनुमान लगाओ।
इदं कार्यं महदावश्यकमस्ति।|This task is very essential.|यह कार्य बहुत जरुरी है।
भक्तिं विना मोक्षः न सिध्यति।|Without devotion, liberation is not achieved.|भक्ति के बिना मोक्ष नहीं हो सकता।
कार्यक्रमस्य महत्त्वम् अवगमनीयम्।|Importance of the program must be understood.|कार्यक्रम का महत्त्व समझना चाहिए।
गच्छत्सु साधनेषु इदम् अन्ते गच्छेत्।|Among vehicles which are going, this one will go at the end.|सभी साधनों में यह अंत में जाएगा।
नैकदुर्गविजेतारं शिवराजं नमामि।|I salute King Shivraj, the conqueror of many forts.|मैं उन शिवराज को नमस्कार करता हूँ, जो कई किलों को जीत चुके हैं।
उपलब्धान् शिष्यान् एव आह्वय।|Call only the available disciples.|उपलब्ध शिष्यों को ही बुलाओ।
श्वशुरः गां पयः दोग्धि।|Father-in-law is milking the cow.|ससुर गाय का दूध निकालता है।
सर्वजन्तूनां ध्वनिम् अनुवक्तुं शक्नोति सः।|He can imitate the sound of all the animals.|वह सभी पशुओं की ध्वनि निकाल सकता है।
चतस्रः मयूर्यः डयमानाः केकायन्ते।|Four flying peacocks are squawking.|चार उडते हुए मोर केका रहे हैं।
संघर्षं विना नास्ति सफलता।|There is no success without struggle.|संघर्ष के बिना कोई भी सफलता नहीं होती।
अनुकूलता न सर्वदा तिष्ठति।|Convenience does not remain all the time.|अनुकूलता हमेशा नहीं बनी रहती।
ऊर्जायाः नाशः न भवति।|Destruction of energy does not happen.|ऊर्जा का नाश नहीं होता।
ईषद् रोदिति ईषच्च हसति शिशुः।|The child cries a bit and laughs a bit.|बच्चा थोड़ा रोता है और थोड़ा हंसता है।
श्यालाः कति सन्ति भवतोः।|How many brothers-in-law are there for you two?|तुम दोनों के कितने श्याल हैं।
एकोनविंशतिः बकाः सन्ति समूहे।|There are nineteen storks in the group.|समूह में उन्नीस बगुले हैं।
पर्वतोऽपरि नर्मदेश्वरः इति नामकं मन्दिरम् अस्ति।|On the mountain there is a temple called Narmadaeshwar.|पहाड़ के ऊपर नर्मदेश्वर नामक एक मंदिर है।
लाङ्गूलम् सः अधः अपातयत्।|He put the tail down.|उसने पूंछ नीचे डाल दी।
अन्येषां सेवायां रतः स्यात् मनुष्यः।|A person should indulge in serving others.|व्यक्ति को दूसरों की सेवा में लगना चाहिए।
सर्वाणि दुष्कार्याणि तस्मै तु सरलानि एव।|All difficult tasks are nevertheless simple for him.|उसके लिए सभी कठिन कार्य सरल हैं।
उच्छिष्टभोजनं कुतः भवद्भिः अत्र अस्थाप्यत।|Why did you keep the leftover food here?|तुमने यहाँ झूठा भोजन क्यों रखा है। 
तस्य विशिष्टं वादनं श्रुत्वा प्रसन्नोऽहम्।|Having heard his special instrumental music, I am pleased.|उसके विशेष वादन को सुनकर मैं प्रसन्न हुआ।
पवित्रं मनः एव सन्मार्गं प्रति नयेत्।|Pure mind alone leads towards right path.|शुद्ध मन ही सही मार्ग की ओर प्रेरित करता है।
रामकार्ये सदा निरतः हनुमान्।|Hanuman is always devoted to Raama's work.| हनुमान लगातार राम के कार्य में लगे रहते हैं।
स तु आसन्दे एव अस्वपत्।|He fell asleep on the chair itself.|वह आसन्द पर ही सो गया।
बहुभ्यः स्थानेभ्यः जनाः नेत्रचिकित्सार्थम् आगच्छन्ति।|People come from several places for eye treatment.|लोग कई स्थानों से नेत्र चिकित्सा के लिए आते हैं।
आत्मना सह षट् कर्मकरान् नीतवान् सः।|He took six workers with him.|वह अपने साथ छह कामगारों को ले गया।
मम स्तरानुगुणं भवेयुः प्रश्नाः।|The questions should be as per my level.|प्रश्न मेरे स्तर के अनुसार होने चाहिए।
भगवतः दृष्ट्या सर्वे समानाः।|In the eyes of the Lord, all are equal.|भगवान की दृष्टि में सभी समान हैं।
अद्य प्रातः एव भ्रमणार्थम् उद्यानं प्रति गता सा।|She went to the garden for a walk this morning itself.|वह आज सुबह ही घूमने के लिए बगीचे में चली गई ।
सर्वाणि वस्तूनि सुव्यवस्थितानि भवेयुः तदेव मम सुविधायै।|All things should be well-organized, that is for my convenience only.|सब कुछ सुव्यवस्थित होना चाहिए यही मेरी सुविधा के लिए है।
बहवः बाधाः अनुभूयन्ते।|Many obstacles are being experienced.|कई बाधाओं का अनुभव हो रहा है।
अति सर्वत्र वर्जयेत्।|Excess should be avoided everywhere.|अति सर्वत्र वर्जित करना चाहिए।
रघुवंशे अस्ति एषः संवादः।|This conversation is in the Raghuvamsha.|यह संवाद रघुवंश में है।
भवतीम् अनुसृत्य आगमिष्यामि।|I will follow you and come.|मैं आपका अनुसरण करके आऊँगा।
