Sanskrit|English|Hindi
श्रम-क्लम-पिपास-उष्ण-शीत-आदीनाम् सहिष्णुता आरोग्यं च अपि परमं व्यायामात् उपजायते।|Tolerance of fatigue, fatigue, thirst, heat and cold, etc., and health also arise from supreme exercise.|श्रम, थकावट, प्यास, गर्मी-सर्दी आदि को सहन करना तथा स्वास्थ्य भी उत्तम व्यायाम से उत्पन्न होता है।
असत्यं विहाय अन्यत् किमपि पातकं नास्ति सत्यं विहाय अन्यत् किमपि उद्धारकं नास्ति तथा विवेक विहाय अन्यः सुहृत्  नास्ति।|The knowers of the Vedas say that there is no sin except untruth; There is no good deed other than truth, (and) no brother other than discretion.|वेदों के जानकार कहते हैं कि अनृत (असत्य) के अलावा और कोई पातक नहीं; सत्य के अलावा अन्य कोई सुकृत नहीं, (और) विवेक के अलावा अन्य कोई भाई नहीं।
न अनृतात् पातकं किञ्चित् न सत्यात् सुकृतं परम् विवेकात् न परः बन्धुः इति वेदविदः विदुः॥|The knowers of the Vedas say that there is no sin except untruth; There is no good deed other than truth, (and) no brother other than discretion.|वेदों के जानकार कहते हैं कि अनृत (असत्य) के अलावा और कोई पातक नहीं; सत्य के अलावा अन्य कोई सुकृत नहीं, (और) विवेक के अलावा अन्य कोई भाई नहीं।
असत्यं विहाय अन्यत् किमपि पातकं नास्ति सत्यं विहाय अन्यत् किमपि उद्धारकं नास्ति तथा विवेक विहाय अन्यः सुहृत्  नास्ति।|The knowers of the Vedas say that there is no sin except untruth; There is no good deed other than truth, (and) no brother other than discretion.|वेदों के जानकार कहते हैं कि अनृत (असत्य) के अलावा और कोई पातक नहीं; सत्य के अलावा अन्य कोई सुकृत नहीं, (और) विवेक के अलावा अन्य कोई भाई नहीं।
सा सप्ततिवर्षीया वृद्धा अस्ति।||
सा पत्या सह ग्रामे स्वगृहे वसन्ती अस्ति।||
पतिः पत्नी च शाकानां विक्रयणं कृत्वा उपजीवनं कुर्वन्तौ स्तः।||
पतिः शाकानां विक्रयणे तस्याः साहाय्यं करोति।||
तस्याः पतिः प्रतिदिनं प्रातःकाले चतुर्वादने एव उत्थाय विपणीं गच्छति।||
विपणीतः विक्रयणार्थं प्रत्यग्रान् शाकान् आनीय तस्यै ददाति।||
तस्याः ग्रामस्य समीपे एकः  चतुष्पथः अस्ति।||
तस्मिन् चतुष्पथे बहवः जनाः गमनागमनं कुर्वन्ति।||
बहूनि वाहनानि अपि तस्मिन् चतुष्पथे आगच्छन्ति गच्छन्ति च।||
तत्र बहवः लघवः आपणाः सन्ति।||
सा वृद्धा अपि तत्र एकस्य वृक्षस्य अधः उपविश्य व्यापारं करोति।||
एकस्मिन् कण्डोले शाकान् स्थापयित्वा शाकानां विक्रयणं करोति।||
सर्वे शाकाः प्रत्यग्राः इति कारणेन ग्राहकेभ्यः रोचन्ते च।||
तया एकः शुनकः स्नेहेन पालितः अस्ति।||
सः शुनकः सर्वत्र ताम् अनुसरति एव।|The dog follows here everywhere.|वह कुत्ता हर जगह उसका पीछा करता है।
योगशास्त्रे चित्तस्वरूपं संस्कारविज्ञानञ्च इति विषये विशिष्टव्याख्यानस्य आयोजनं जातम्।|A special lecture on the nature of the mind and the science of rituals in yoga was organized.|योग में मन की प्रकृति और कर्मकाण्ड के विज्ञान पर एक विशेष व्याख्यान का आयोजन किया गया।
उज्जयिनीस्थस्य महर्षिपाणिनिसंस्कृतवैदिकविश्वविद्यालयस्य योगविभागस्य तत्त्वावधाने योगशास्त्रे चित्तस्वरूपं संस्कारविज्ञानञ्च इति विषये आभाषीयपटलमाध्यमेन ४ मै तमे दिनाङ्के सायं ४ वादनत: विशिष्टव्याख्यानस्य आयोजनं जातम्।|Under the auspices of the Department of Yoga, Maharishi Panini Sanskrit Vedic University, Ujjain, a special lecture on the form of the mind and the science of rituals in yoga was organized on 4th May from 4 pm through online portal.|महर्षि पाणिनि संस्कृत वैदिक विश्वविद्यालय, उज्जैन के योग विभाग के तत्वावधान में 4 मई को सायं 4 बजे से योग में मन का स्वरूप एवं कर्मकाण्ड विज्ञान विषय पर विशेष व्याख्यान का आयोजन ऑनलाइन पोर्टल के माध्यम से किया गया।
तत्र मुख्यवक्त्रीरूपेण राजस्थानवनस्थलीविद्यापीठस्य संस्कृतदर्शनवैदिकाध्ययनविभागस्य सहाचार्या डॉ. अंजनाशर्मा आसीत्।|Dr Anjana Sharma, Associate Professor, Department of Sanskrit Philosophy and Vedic Studies, Rajasthan Vanasthali Vidyapeeth, was the chief speaker.|राजस्थान वनस्थली विद्यापीठ के संस्कृत दर्शन एवं वैदिक अध्ययन विभाग की एसोसिएट प्रोफेसर डॉ. अंजना शर्मा मुख्य वक्ता थीं।
महोदया स्वव्याख्याने पातञ्जलयोगदर्शने वर्णितानां तत्त्वानां मानसिकदशाप्रकाराणां च परिभाषा, अष्टाङ्गयोगस्य उद्धरणं च प्रस्तुत्य, मनसः स्वरूपं संस्कृतिविज्ञानं च इत्यस्मिन् विषये संक्षिप्तं वक्तव्यं प्रदत्तवती।|In her lecture, Madam gave a brief statement on the nature of the mind and the science of culture, presenting definitions of the elements and types of mental states described in Patanjali Yoga Darshan, and quotes from Ashtanga Yoga.|अपने व्याख्यान में, मैडम ने मन की प्रकृति और संस्कृति के विज्ञान पर एक संक्षिप्त वक्तव्य दिया, जिसमें पतंजलि योग दर्शन में वर्णित मानसिक अवस्थाओं के तत्वों और प्रकारों की परिभाषाएँ और अष्टांग योग के उद्धरण प्रस्तुत किए गए।|In her lecture, Madam gave a brief statement on the nature of the mind and the science of culture, presenting definitions of the elements and types of mental states described in Patanjali Yoga Darshan, and quotes from Ashtanga Yoga.
संरक्षकः, कुलगुरुः आचार्यः विजयकुमारसीजीमहोदयः योगविभागाय व्याख्यानस्य कृते नैकाः शुभकामनाः प्रदत्तवान्।|Patron, Vice-Chancellor Acharya Vijay Kumar CG extended many best wishes to the Yoga Department for the lecture.|संरक्षक, कुलपति आचार्य विजय कुमार सीजी ने व्याख्यान के लिए योग विभाग को बहुत-बहुत शुभकामनाएँ दीं।
कुलसचिवेन प्रो.दिलीपसोनी महोदयेनापि व्याख्यानस्य सफलायोजनार्थं शुभकामनाः दत्ता।|The Chancellor, Prof. Dilip Soni, also extended his best wishes for the successful organization of the lecture.|कुलाधिपति प्रो.दिलीप सोनी ने भी व्याख्यान के सफल आयोजन के लिए शुभकामनाएं दीं।
सत्रस्याध्यक्षा योगविभागप्रमुखा डॉ. पूजा उपाध्यायमहोदया अवदत् यत् योगस्य व्यवहारिकपक्षेण सह दार्शनिकपक्षस्य ज्ञानस्य आवश्यकता वर्तते।|Dr Pooja Upadhyay, Head of Department of Yoga, who chaired the session, said that there is a need to know the philosophical side of yoga along with the practical side.|सत्र की अध्यक्षता कर रहीं योग विभाग की अध्यक्ष डॉ. पूजा उपाध्याय ने कहा कि योग के दार्शनिक पक्ष के साथ-साथ व्यावहारिक पक्ष को भी जानने की जरूरत है।
स्वागतभाषणं डॉ. वरुण आहूजा महोदयेन, सञ्चालनं सुश्री-ईशापाटीदार-महोदयया, धन्यवादज्ञापनं च रघुवीरपटेलमहोदयेन कृतम्।|Welcome address by Dr. Mr. Varun Ahuja, conducted by Ms. Isha Patidar and vote of thanks was given by Mr. Raghuveer Patel.|स्वागत भाषण डॉ. कार्यक्रम का संचालन श्री वरुण आहूजा, संचालन सुश्री ईशा पाटीदार और धन्यवाद ज्ञापन श्री रघुवीर पटेल ने दिया।
व्याख्यानकार्यक्रमे छात्राः, शोधकर्तारः, विभागप्रमुखाः, शिक्षकाः इत्यादयाः सम्मिलिताः भूत्वा आभासीयपटलमाध्यमेन व्याख्यानं श्रुतवन्तः।|Students, researchers, heads of departments, teachers, etc. joined the lecture program and listened to the lecture through virtual screens.|छात्र, शोधकर्ता, विभागाध्यक्ष, शिक्षक आदि व्याख्यान कार्यक्रम में शामिल हुए और वर्चुअल स्क्रीन के माध्यम से व्याख्यान सुना।
पूर्वप्रधानमन्त्रिणः देवेगौडा इत्यस्य पुत्रः एचडीरेवन्ना अपहरणप्रकरणे एस.आई.टी-निग्रहे।|Former Prime Minister Deve Gowda's son HD Revanna in SIT custody in abduction case.|पूर्व प्रधानमंत्री देवेगौड़ा के बेटे एचडी रेवन्ना अपहरण मामले में एसआईटी की हिरासत में।
यौनशोषणकाण्डे पौत्राय प्रज्वालाय ब्लु-कोर्नर इति सूचनादेशस्य सिद्धता।|Readiness of a Blue-Corner notice order to ignite grandson in sexual assault scandal.|पोते को यौन उत्पीड़न कांड में फंसाने के लिए ब्लू-कॉर्नर नोटिस आदेश की पूर्णता।
